anls,answer_length_chars,baseline_gpu_gb,benchmark_type,boolean_accuracy,character_f1,conciseness_violation,frame_count,ground_truth_answer,incremental_peak_gpu_gb,input_type,judge_error_type,judge_label,judge_model,judge_reason,judge_score,latency_seconds,max_frames_per_item,modality,model_answer,model_key,model_name,normalized_exact_match,numeric_accuracy,pair_key,peak_gpu_gb,provider,qa_id,question,reason,record_id,repetition_flag,repetition_ratio,rouge_l_f1,section,sequence_order_score,set_f1,source_path,status,task_aware_metric,task_aware_reason,task_aware_score,token_f1,token_precision,token_recall
0.0,5,5.147,native_day_night_video_answer_generation_v1,,0.3333333333333333,False,,A tea table setup.,13.727,video,missing_detail,partially_correct,gemini-3.1-flash-lite,A tea table setup is broader/more accurate than just a cup.,0.5,2.9568,,rgb,a cup,internvl:InternVL3_5-4B-Instruct:video:5bdd6a4d,models/internvl/InternVL3_5-4B-Instruct,0.0,,aligned_dataset/brew_tea_split/Seg1/rgb,18.874,internvl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__scene_sequence__01,What is the first thing I see after the darkness?,,5a934e374443609654842e21,False,0.0,0.0,scene_sequence,0.0,0.0,outputs/benchmarks/vlm_native_video_4b/results/internvl_InternVL3_5-4B-Instruct.json,answered,sequence_order_score,Ordered or temporal answer.,0.0,0.0,0.0,0.0
0.5882352941176471,10,5.147,native_day_night_video_answer_generation_v1,,0.7499999999999999,False,,The silver kettle.,13.714,video,none,correct,gemini-3.1-flash-lite,Semantically equivalent.,1.0,3.0116,,rgb,the kettle,internvl:InternVL3_5-4B-Instruct:video:5bdd6a4d,models/internvl/InternVL3_5-4B-Instruct,0.0,,aligned_dataset/brew_tea_split/Seg1/rgb,18.862,internvl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__scene_sequence__05,What did the hand interact with first?,,26e8c90ab3ba8f12f02526d9,False,0.0,0.6666666666666666,scene_sequence,0.0,0.0,outputs/benchmarks/vlm_native_video_4b/results/internvl_InternVL3_5-4B-Instruct.json,answered,sequence_order_score,Ordered or temporal answer.,0.0,0.6666666666666666,1.0,0.5
0.0,45,5.147,native_day_night_video_answer_generation_v1,,0.48387096774193555,False,,The tea table with all objects.,13.723,video,wrong_entity,incorrect,gemini-3.1-flash-lite,Describes an action rather than the scene content.,0.0,3.5688,,rgb,the person is pouring the liquid into the cup,internvl:InternVL3_5-4B-Instruct:video:5bdd6a4d,models/internvl/InternVL3_5-4B-Instruct,0.0,,aligned_dataset/brew_tea_split/Seg1/rgb,18.87,internvl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__scene_sequence__06,What is the final scene shown in the video?,,c75ea180e869458910b912f0,False,0.0,0.0,scene_sequence,0.0,0.0,outputs/benchmarks/vlm_native_video_4b/results/internvl_InternVL3_5-4B-Instruct.json,answered,sequence_order_score,Ordered or temporal answer.,0.0,0.0,0.0,0.0
1.0,2,5.147,native_day_night_video_answer_generation_v1,1.0,1.0,False,,No.,13.714,video,none,correct,gemini-3.1-flash-lite,Correct answer.,1.0,2.9325,,rgb,no,internvl:InternVL3_5-4B-Instruct:video:5bdd6a4d,models/internvl/InternVL3_5-4B-Instruct,1.0,,aligned_dataset/brew_tea_split/Seg1/rgb,18.862,internvl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__scene_sequence__07,Did the camera move between different rooms?,,b0bac293e786acae5375d44f,False,0.0,1.0,scene_sequence,1.0,1.0,outputs/benchmarks/vlm_native_video_4b/results/internvl_InternVL3_5-4B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,1.0,1.0,1.0
1.0,3,5.147,native_day_night_video_answer_generation_v1,,1.0,False,,Red.,13.727,video,none,correct,gemini-3.1-flash-lite,Correct color identified.,1.0,2.8789,,rgb,red,internvl:InternVL3_5-4B-Instruct:video:5bdd6a4d,models/internvl/InternVL3_5-4B-Instruct,1.0,,aligned_dataset/brew_tea_split/Seg1/rgb,18.874,internvl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__scene_sequence__10,What is the color of the basket in the background?,,28359e8885f2ca0b93407ddd,False,0.0,1.0,scene_sequence,1.0,1.0,outputs/benchmarks/vlm_native_video_4b/results/internvl_InternVL3_5-4B-Instruct.json,answered,sequence_order_score,Ordered or temporal answer.,1.0,1.0,1.0,1.0
0.5,19,5.147,native_day_night_video_answer_generation_v1,,0.6808510638297872,False,,On the metallic kettle and the pot lid.,13.731,video,missing_detail,partially_correct,gemini-3.1-flash-lite,Misses the kettle lid/pot lid detail.,0.5,3.2597,,rgb,on the metal teapot,internvl:InternVL3_5-4B-Instruct:video:5bdd6a4d,models/internvl/InternVL3_5-4B-Instruct,0.0,,aligned_dataset/brew_tea_split/Seg1/rgb,18.878,internvl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__light_recognition__01,Where are the strongest light reflections visible in the scene?,,3b1b1b815ee850b2190e7598,False,0.0,0.2222222222222222,light_recognition,0.0,0.0,outputs/benchmarks/vlm_native_video_4b/results/internvl_InternVL3_5-4B-Instruct.json,answered,set_f1,Ground truth contains multiple concepts.,0.0,0.2222222222222222,0.3333333333333333,0.16666666666666666
0.0,3,5.147,native_day_night_video_answer_generation_v1,,0.2222222222222222,False,,Turn on.,13.727,video,contradiction,incorrect,gemini-3.1-flash-lite,The answer is incorrect.,0.0,2.8816,,rgb,off,internvl:InternVL3_5-4B-Instruct:video:5bdd6a4d,models/internvl/InternVL3_5-4B-Instruct,0.0,,aligned_dataset/brew_tea_split/Seg1/rgb,18.874,internvl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__light_change__01,Did the lights turn on or off at the beginning?,,60efa11f778da8505c64fe80,False,0.0,0.0,light_change,0.0,0.0,outputs/benchmarks/vlm_native_video_4b/results/internvl_InternVL3_5-4B-Instruct.json,answered,token_f1,General open-ended short answer.,0.0,0.0,0.0,0.0
0.0,6,5.147,native_day_night_video_answer_generation_v1,0.0,0.22222222222222224,False,,"No, it remains consistent.",13.731,video,contradiction,incorrect,gemini-3.1-flash-lite,The answer is incorrect.,0.0,3.0172,,rgb,darker,internvl:InternVL3_5-4B-Instruct:video:5bdd6a4d,models/internvl/InternVL3_5-4B-Instruct,0.0,,aligned_dataset/brew_tea_split/Seg1/rgb,18.878,internvl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__light_change__02,Is the light getting brighter or darker after the initial transition?,,3dc10fc6e99460b295fff84a,False,0.0,0.0,light_change,0.0,0.0,outputs/benchmarks/vlm_native_video_4b/results/internvl_InternVL3_5-4B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,0.0,0.0,0.0,0.0
1.0,2,5.147,native_day_night_video_answer_generation_v1,1.0,1.0,False,,No.,13.706,video,none,correct,gemini-3.1-flash-lite,Correct answer.,1.0,2.9307,,rgb,no,internvl:InternVL3_5-4B-Instruct:video:5bdd6a4d,models/internvl/InternVL3_5-4B-Instruct,1.0,,aligned_dataset/brew_tea_split/Seg1/rgb,18.853,internvl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__light_change__03,Is the light source moving?,,165511c2a79023ad2fb05c2f,False,0.0,1.0,light_change,1.0,1.0,outputs/benchmarks/vlm_native_video_4b/results/internvl_InternVL3_5-4B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,1.0,1.0,1.0
0.0,3,5.147,native_day_night_video_answer_generation_v1,0.0,0.0,False,,No.,13.706,video,contradiction,incorrect,gemini-3.1-flash-lite,The answer is incorrect.,0.0,2.9317,,rgb,yes,internvl:InternVL3_5-4B-Instruct:video:5bdd6a4d,models/internvl/InternVL3_5-4B-Instruct,0.0,,aligned_dataset/brew_tea_split/Seg1/rgb,18.853,internvl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__light_change__04,Does the light color change?,,9cb3be892f648c4127f04bf9,False,0.0,0.0,light_change,0.0,0.0,outputs/benchmarks/vlm_native_video_4b/results/internvl_InternVL3_5-4B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,0.0,0.0,0.0,0.0
1.0,2,5.147,native_day_night_video_answer_generation_v1,1.0,1.0,False,,No.,13.718,video,none,correct,gemini-3.1-flash-lite,Correct answer.,1.0,2.8205,,rgb,no,internvl:InternVL3_5-4B-Instruct:video:5bdd6a4d,models/internvl/InternVL3_5-4B-Instruct,1.0,,aligned_dataset/brew_tea_split/Seg1/rgb,18.866,internvl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__light_change__05,Is there a flickering of the light?,,819f12976aad750779abe34d,False,0.0,1.0,light_change,1.0,1.0,outputs/benchmarks/vlm_native_video_4b/results/internvl_InternVL3_5-4B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,1.0,1.0,1.0
1.0,2,5.147,native_day_night_video_answer_generation_v1,1.0,1.0,False,,No.,13.714,video,none,correct,gemini-3.1-flash-lite,Correct answer.,1.0,2.9344,,rgb,no,internvl:InternVL3_5-4B-Instruct:video:5bdd6a4d,models/internvl/InternVL3_5-4B-Instruct,1.0,,aligned_dataset/brew_tea_split/Seg1/rgb,18.862,internvl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__light_change__06,Are there shadows moving across the table?,,cc2785b2a0730dbbdd60e0e5,False,0.0,1.0,light_change,1.0,1.0,outputs/benchmarks/vlm_native_video_4b/results/internvl_InternVL3_5-4B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,1.0,1.0,1.0
1.0,2,5.147,native_day_night_video_answer_generation_v1,1.0,1.0,False,,No.,13.735,video,none,correct,gemini-3.1-flash-lite,Correct answer.,1.0,2.8789,,rgb,no,internvl:InternVL3_5-4B-Instruct:video:5bdd6a4d,models/internvl/InternVL3_5-4B-Instruct,1.0,,aligned_dataset/brew_tea_split/Seg1/rgb,18.882,internvl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__light_change__07,Does any external light like a car's headlight pass by?,,ecde170ca3ad578156fa281e,False,0.0,1.0,light_change,1.0,1.0,outputs/benchmarks/vlm_native_video_4b/results/internvl_InternVL3_5-4B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,1.0,1.0,1.0
0.0,2,5.147,native_day_night_video_answer_generation_v1,0.0,0.0,False,,Yes.,13.714,video,contradiction,incorrect,gemini-3.1-flash-lite,The answer is incorrect.,0.0,2.9339,,rgb,no,internvl:InternVL3_5-4B-Instruct:video:5bdd6a4d,models/internvl/InternVL3_5-4B-Instruct,0.0,,aligned_dataset/brew_tea_split/Seg1/rgb,18.862,internvl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__light_change__08,Is the final frame well-lit?,,b4355f4a961303528b599748,False,0.0,0.0,light_change,0.0,0.0,outputs/benchmarks/vlm_native_video_4b/results/internvl_InternVL3_5-4B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,0.0,0.0,0.0,0.0
0.0,3,5.147,native_day_night_video_answer_generation_v1,,0.0,False,,6.,13.718,video,wrong_count,incorrect,gemini-3.1-flash-lite,Wrong count.,0.0,2.8197,,rgb,two,internvl:InternVL3_5-4B-Instruct:video:5bdd6a4d,models/internvl/InternVL3_5-4B-Instruct,0.0,0.0,aligned_dataset/brew_tea_split/Seg1/rgb,18.866,internvl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__counting__01,How many sugarcane stalks are visible?,,f229f21da087cb10cc8cacfe,False,0.0,0.0,counting,0.0,0.0,outputs/benchmarks/vlm_native_video_4b/results/internvl_InternVL3_5-4B-Instruct.json,answered,numeric_accuracy,Counting question.,0.0,0.0,0.0,0.0
0.0,3,5.147,native_day_night_video_answer_generation_v1,,0.0,False,,1.,13.718,video,wrong_count,incorrect,gemini-3.1-flash-lite,Wrong count.,0.0,2.8194,,rgb,two,internvl:InternVL3_5-4B-Instruct:video:5bdd6a4d,models/internvl/InternVL3_5-4B-Instruct,0.0,0.0,aligned_dataset/brew_tea_split/Seg1/rgb,18.866,internvl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__counting__02,How many teacups are on the table?,,050fe2b73b1ece5ea0b3bec0,False,0.0,0.0,counting,0.0,0.0,outputs/benchmarks/vlm_native_video_4b/results/internvl_InternVL3_5-4B-Instruct.json,answered,numeric_accuracy,Counting question.,0.0,0.0,0.0,0.0
0.0,3,5.147,native_day_night_video_answer_generation_v1,,0.0,False,,1.,13.714,video,wrong_count,incorrect,gemini-3.1-flash-lite,Wrong count.,0.0,2.9332,,rgb,two,internvl:InternVL3_5-4B-Instruct:video:5bdd6a4d,models/internvl/InternVL3_5-4B-Instruct,0.0,0.0,aligned_dataset/brew_tea_split/Seg1/rgb,18.862,internvl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__counting__03,How many clay teapots are there?,,ee58b87d385e38a6252a8b73,False,0.0,0.0,counting,0.0,0.0,outputs/benchmarks/vlm_native_video_4b/results/internvl_InternVL3_5-4B-Instruct.json,answered,numeric_accuracy,Counting question.,0.0,0.0,0.0,0.0
0.0,3,5.147,native_day_night_video_answer_generation_v1,,0.0,False,,1.,13.718,video,wrong_count,incorrect,gemini-3.1-flash-lite,Wrong count.,0.0,2.8187,,rgb,two,internvl:InternVL3_5-4B-Instruct:video:5bdd6a4d,models/internvl/InternVL3_5-4B-Instruct,0.0,0.0,aligned_dataset/brew_tea_split/Seg1/rgb,18.866,internvl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__counting__04,How many silver kettles do I see?,,fdede530d0ad31c86d7d75b7,False,0.0,0.0,counting,0.0,0.0,outputs/benchmarks/vlm_native_video_4b/results/internvl_InternVL3_5-4B-Instruct.json,answered,numeric_accuracy,Counting question.,0.0,0.0,0.0,0.0
0.0,3,5.147,native_day_night_video_answer_generation_v1,,0.0,False,,1.,13.706,video,wrong_count,incorrect,gemini-3.1-flash-lite,Wrong count.,0.0,2.9309,,rgb,two,internvl:InternVL3_5-4B-Instruct:video:5bdd6a4d,models/internvl/InternVL3_5-4B-Instruct,0.0,0.0,aligned_dataset/brew_tea_split/Seg1/rgb,18.853,internvl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__counting__05,How many glass jars are present?,,84d13afc2a5e7248309a6c50,False,0.0,0.0,counting,0.0,0.0,outputs/benchmarks/vlm_native_video_4b/results/internvl_InternVL3_5-4B-Instruct.json,answered,numeric_accuracy,Counting question.,0.0,0.0,0.0,0.0
1.0,1,5.147,native_day_night_video_answer_generation_v1,,1.0,False,,1.,13.714,video,none,correct,gemini-3.1-flash-lite,Correct count.,1.0,2.9342,,rgb,1,internvl:InternVL3_5-4B-Instruct:video:5bdd6a4d,models/internvl/InternVL3_5-4B-Instruct,1.0,1.0,aligned_dataset/brew_tea_split/Seg1/rgb,18.862,internvl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__counting__06,How many red baskets are in the background?,,d30b104a54eb58a352d5ad03,False,0.0,1.0,counting,1.0,1.0,outputs/benchmarks/vlm_native_video_4b/results/internvl_InternVL3_5-4B-Instruct.json,answered,numeric_accuracy,Counting question.,1.0,1.0,1.0,1.0
0.0,3,5.147,native_day_night_video_answer_generation_v1,,0.0,False,,1.,13.718,video,wrong_count,incorrect,gemini-3.1-flash-lite,Wrong count.,0.0,2.8175,,rgb,two,internvl:InternVL3_5-4B-Instruct:video:5bdd6a4d,models/internvl/InternVL3_5-4B-Instruct,0.0,0.0,aligned_dataset/brew_tea_split/Seg1/rgb,18.866,internvl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__counting__07,How many large pots with glass lids are there?,,b687f68d26435fb7eb9f81a7,False,0.0,0.0,counting,0.0,0.0,outputs/benchmarks/vlm_native_video_4b/results/internvl_InternVL3_5-4B-Instruct.json,answered,numeric_accuracy,Counting question.,0.0,0.0,0.0,0.0
0.0,3,5.147,native_day_night_video_answer_generation_v1,,0.0,False,,1.,13.718,video,wrong_count,incorrect,gemini-3.1-flash-lite,Wrong count.,0.0,2.8183,,rgb,two,internvl:InternVL3_5-4B-Instruct:video:5bdd6a4d,models/internvl/InternVL3_5-4B-Instruct,0.0,0.0,aligned_dataset/brew_tea_split/Seg1/rgb,18.866,internvl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__counting__09,How many tea tray units are on the table?,,fed5202001a2cfbdada382ed,False,0.0,0.0,counting,0.0,0.0,outputs/benchmarks/vlm_native_video_4b/results/internvl_InternVL3_5-4B-Instruct.json,answered,numeric_accuracy,Counting question.,0.0,0.0,0.0,0.0
0.0,4,5.147,native_day_night_video_answer_generation_v1,,0.3333333333333333,False,,One.,13.739,video,wrong_count,incorrect,gemini-3.1-flash-lite,Wrong count.,0.0,3.024,,rgb,Two.,internvl:InternVL3_5-4B-Instruct:video:5bdd6a4d,models/internvl/InternVL3_5-4B-Instruct,0.0,0.0,aligned_dataset/brew_tea_split/Seg1/rgb,18.886,internvl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__dynamic_counting__01,How many hands enter the frame to interact with the tea set?,,b6017bd1952a05c35a35c717,False,0.0,0.0,dynamic_counting,0.0,0.0,outputs/benchmarks/vlm_native_video_4b/results/internvl_InternVL3_5-4B-Instruct.json,answered,numeric_accuracy,Counting question.,0.0,0.0,0.0,0.0
1.0,2,5.147,native_day_night_video_answer_generation_v1,1.0,1.0,False,,No.,13.723,video,none,correct,gemini-3.1-flash-lite,Correct answer.,1.0,2.9369,,rgb,no,internvl:InternVL3_5-4B-Instruct:video:5bdd6a4d,models/internvl/InternVL3_5-4B-Instruct,1.0,,aligned_dataset/brew_tea_split/Seg1/rgb,18.87,internvl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__dynamic_counting__02,Does any other person appear in the video?,,624611b284a76bc022fea0d3,False,0.0,1.0,dynamic_counting,1.0,1.0,outputs/benchmarks/vlm_native_video_4b/results/internvl_InternVL3_5-4B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,1.0,1.0,1.0
1.0,2,5.147,native_day_night_video_answer_generation_v1,1.0,1.0,False,,No.,13.718,video,none,correct,gemini-3.1-flash-lite,Correct answer.,1.0,2.8191,,rgb,no,internvl:InternVL3_5-4B-Instruct:video:5bdd6a4d,models/internvl/InternVL3_5-4B-Instruct,1.0,,aligned_dataset/brew_tea_split/Seg1/rgb,18.866,internvl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__dynamic_counting__03,Do any animals move across the scene?,,0df88ba92aaf05b24e511176,False,0.0,1.0,dynamic_counting,1.0,1.0,outputs/benchmarks/vlm_native_video_4b/results/internvl_InternVL3_5-4B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,1.0,1.0,1.0
1.0,2,5.147,native_day_night_video_answer_generation_v1,1.0,1.0,False,,No.,13.718,video,none,correct,gemini-3.1-flash-lite,Correct answer.,1.0,2.82,,rgb,no,internvl:InternVL3_5-4B-Instruct:video:5bdd6a4d,models/internvl/InternVL3_5-4B-Instruct,1.0,,aligned_dataset/brew_tea_split/Seg1/rgb,18.866,internvl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__dynamic_counting__04,Does the teapot move by itself?,,5606e7e6bd976bd18633b6eb,False,0.0,1.0,dynamic_counting,1.0,1.0,outputs/benchmarks/vlm_native_video_4b/results/internvl_InternVL3_5-4B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,1.0,1.0,1.0
1.0,2,5.147,native_day_night_video_answer_generation_v1,1.0,1.0,False,,No.,13.71,video,none,correct,gemini-3.1-flash-lite,Correct answer.,1.0,2.8778,,rgb,no,internvl:InternVL3_5-4B-Instruct:video:5bdd6a4d,models/internvl/InternVL3_5-4B-Instruct,1.0,,aligned_dataset/brew_tea_split/Seg1/rgb,18.857,internvl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__dynamic_counting__05,Are there any flying insects?,,df512834cfc60112f9c4545d,False,0.0,1.0,dynamic_counting,1.0,1.0,outputs/benchmarks/vlm_native_video_4b/results/internvl_InternVL3_5-4B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,1.0,1.0,1.0
