caption_id,modality,pair_key,source_file,sections,num_existing_qa,caption
3c37287ac082,audio,aligned_dataset/cut_carrot_split/Seg2/cut_carrot,qa_pairs/aligned/audio_qa_results_aligned.json,audio_qa_pair;audio_qa_pair_2;audio_qa_pair_3,3,"[00:00 – 00:03] A series of soft, metallic scraping sounds occur as the person uses a vegetable peeler to peel a carrot into a small bowl, with the sounds localized directly in front of the camera. [00:03 – 00:05] A light, clattering thud is heard as the person sets the metal peeler down onto the table beside the cutting board. [00:07 – 00:30] A series of repetitive, sharp, and rhythmic 'thwack' sounds, indicative of a kitchen knife impacting a plastic cutting board, occurs as the person slices the carrot into smaller strips. The volume is consistent, reflecting the steady force applied during each cutting motion."
331006e483aa,audio,aligned_dataset/cut_carrot_split/Seg3/cut_carrot,qa_pairs/aligned/audio_qa_results_aligned.json,audio_qa_pair;audio_qa_pair_2;audio_qa_pair_3,3,"[00:00 – 00:08] A rapid series of crisp, rhythmic chopping sounds as a knife hits the cutting board, indicating the user is slicing a carrot into smaller pieces. [00:18 – 00:30] A second, more rapid sequence of sharp, percussive slicing sounds as the user finishes cutting the remaining portion of the carrot, with the knife making consistent contact with the board."
8257a79a5492,audio,aligned_dataset/cut_carrot_split/Seg4/cut_carrot,qa_pairs/aligned/audio_qa_results_aligned.json,audio_qa_pair;audio_qa_pair_2;audio_qa_pair_3,3,"[00:00 - 00:30] A series of sharp, rhythmic clicking and thumping sounds are heard as the user slices a carrot into thin strips; each strike of the blade against the cutting board produces a distinct, percussive sound with a high-frequency timbre, consistently occurring as the knife passes through the vegetable."
4214102b4329,audio,aligned_dataset/cut_carrot_split/Seg5/cut_carrot,qa_pairs/aligned/audio_qa_results_aligned.json,audio_qa_pair;audio_qa_pair_2;audio_qa_pair_3,3,"[00:00 – 00:30] A series of rhythmic, crisp, and percussive slicing sounds occur as the user repeatedly cuts a carrot on a cutting board, with the knife making distinct, sharp contacts against the surface after passing through each carrot strip, signaling a systematic food preparation process."
3a354fe745e0,audio,aligned_dataset/cut_carrot_split/Seg6/cut_carrot,qa_pairs/aligned/audio_qa_results_aligned.json,audio_qa_pair;audio_qa_pair_2;audio_qa_pair_3,3,"[00:00 - 00:31] A rhythmic, crisp, and high-frequency sound of a metal knife blade repeatedly striking the plastic cutting board after slicing through carrot segments. The sound events occur in rapid, consistent succession as the user manually cuts a carrot into uniform sticks. The volume remains relatively consistent throughout the clipping, indicating a steady pace of preparation on the white cutting board."
a315ace9389e,audio,aligned_dataset/cut_potato_and_carrot_split/Seg1/cut_potato_and_carrot,qa_pairs/aligned/audio_qa_results_aligned.json,audio_qa_pair;audio_qa_pair_2;audio_qa_pair_3,3,"[00:03 – 00:26] A soft, continuous crinkling and rustling sound is heard as the user picks up a plastic mesh bag filled with potatoes and moves it across the kitchen shelf and onto the table. [00:28 – 00:32] A sharp, mechanical creaking sound, followed by the hum of the internal light, occurs as the user pulls open the refrigerator door. [00:33 – 00:42] Soft plastic crinkling and shifting noises indicate the user reaching inside the refrigerator and retrieving an item."
b3f35f49538a,audio,aligned_dataset/cut_potato_and_carrot_split/Seg2/cut_potato_and_carrot,qa_pairs/aligned/audio_qa_results_aligned.json,audio_qa_pair;audio_qa_pair_2;audio_qa_pair_3,3,"[00:15 – 00:30] A rhythmic, crisp scraping sound occurs consistently as the user uses a metal peeler against the surface of a carrot. The metallic friction against the vegetable's skin produces a sharp, repeated texture that aligns precisely with the manual peeling motion seen over the kitchen sink. The sounds are sharp and relatively high-pitched, indicating the immediate proximity of the interaction to the microphone."
1f056be84663,audio,aligned_dataset/cut_potato_and_carrot_split/Seg3/cut_potato_and_carrot,qa_pairs/aligned/audio_qa_results_aligned.json,audio_qa_pair;audio_qa_pair_2;audio_qa_pair_3,3,"[00:00 – 00:01] A sharp, rhythmic scraping sound is heard as the user efficiently peels the skin off a carrot using a vegetable peeler. [00:02 – 00:30] The acoustic texture shifts to a slightly deeper, continuous dry scraping sound as the user maneuvers a potato in their hands and repeatedly strips its surface with the peeler, with the noise persisting steadily throughout the rest of the clip."
de4bb39f1669,audio,aligned_dataset/cut_potato_and_carrot_split/Seg4/cut_potato_and_carrot,qa_pairs/aligned/audio_qa_results_aligned.json,audio_qa_pair;audio_qa_pair_2;audio_qa_pair_3,3,"[00:00 - 00:13] A rhythmic, scraping metallic sound occurs as the user peels a potato, with the sound originating from the center-view workspace. [00:18 - 00:21] A distinct, high-pitched mechanical clicking and rushing water sound begins as the user adjusts the kitchen faucet, indicating the onset of water flow. [00:25 - 00:29] A secondary, sharp metallic sound of the faucet handle being manipulated is heard, followed by the sound of water running again. [00:29 - 00:34] A series of clinking and clattering sounds emerges as the user places dishes into the drying rack, signifying the end of the food preparation phase."
30a09df454e0,audio,aligned_dataset/cut_potato_and_carrot_split/Seg5/cut_potato_and_carrot,qa_pairs/aligned/audio_qa_results_aligned.json,audio_qa_pair;audio_qa_pair_2;audio_qa_pair_3;audio_qa_pair_4,4,"[00:04 – 00:06] A brief, sharp clattering sound occurs as the user picks up a white cutting board from a metal dish rack, indicating the start of food preparation. [00:15 – 00:17] A similar metallic scraping and clatter sound is heard as the user picks up the cutting board again. [00:23 – 00:25] A dull, thud-like impact sound occurs when the cutting board is placed firmly onto the kitchen counter. [00:27 – 00:28] A light, subtle sound is produced as the user picks up a peeled potato from a ceramic plate. [00:29 – 00:30] A soft, controlled thud is heard as the potato is placed onto the wooden surface of the cutting board."
c86e46d2dd31,audio,aligned_dataset/cut_potato_and_carrot_split/Seg6/cut_potato_and_carrot,qa_pairs/aligned/audio_qa_results_aligned.json,audio_qa_pair;audio_qa_pair_2;audio_qa_pair_3,3,"[00:01 – 00:17] A repetitive series of sharp, rhythmic metallic tapping sounds emanates from the center, corresponding to the knife blade making contact with the wooden cutting board as the user slices a potato into multiple segments. [00:18 – 00:34] The auditory texture shifts slightly as the knife transitions to slicing a carrot, producing a series of crisp, audible cracks and shorter, harder impacts against the board, consistent with the density of the carrot being cut. [00:35 – 00:35] A final, faint scraping sound occurs as the knife is pulled across the surface of the cutting board before being withdrawn from the frame."
bf90a2d0fb89,audio,aligned_dataset/cut_potato_and_carrot_split/Seg7/cut_potato_and_carrot,qa_pairs/aligned/audio_qa_results_aligned.json,audio_qa_pair;audio_qa_pair_2;audio_qa_pair_3,3,"[00:00 – 00:02] A sequence of rhythmic, sharp tapping sounds is heard as the person places sliced carrots and potatoes onto a ceramic plate using a knife. [00:13 – 00:23] A steady, rushing sound of water splashing against the plastic cutting board and the metal sink basin begins as the faucet is turned on, indicating the user is rinsing the board. [00:23 – 00:25] A final, sharp clatter is heard as the cleaned cutting board is placed into the wire dish rack."
138830957cb6,audio,aligned_dataset/drink_water_split/Seg1/drink_water,qa_pairs/aligned/audio_qa_results_aligned.json,audio_qa_pair;audio_qa_pair_2;audio_qa_pair_3,3,"[00:00 - 00:03] A liquid pouring sound occurs as the user tilts a pink pitcher to fill a dark blue mug on the desk. [00:04 - 00:06] A sharp, rhythmic thud is heard as the user places the pitcher down onto the white surface. [00:16 - 00:18] A scraping sound is produced as the user shifts the position of the mug on the desk surface."
c7377b654012,audio,aligned_dataset/make_coffee_split/Seg1/make_coffee,qa_pairs/aligned/audio_qa_results_aligned.json,audio_qa_pair;audio_qa_pair_2;audio_qa_pair_3;audio_qa_pair_4,4,"[00:01 - 00:02] A sharp, metallic click sound is produced as the user interacts with an object in the dark. [00:05 - 00:06] A soft, friction-based rustling sound occurs as the user handles a package. [00:10 - 00:11] A dull, thud-like sound follows the visual action of the user setting the coffee bag down on the counter. [00:15 - 00:16] A distinct, sharp plastic-on-plastic snap occurs as the user pulls an electrical cord from a power strip. [00:24 - 00:26] A brief, clicking, and scraping sound is heard as the user adjusts the cord near the power strip, signifying the completion of the interaction."
452f608185d9,audio,aligned_dataset/make_coffee_split/Seg2/make_coffee,qa_pairs/aligned/audio_qa_results_aligned.json,audio_qa_pair;audio_qa_pair_2;audio_qa_pair_3;audio_qa_pair_4,4,"[00:00 - 00:06] A series of faint, dry, scraping and clicking sounds occur as the user adjusts a plastic power strip on the kitchen counter. [00:06 - 00:15] A sharp, rhythmic metallic 'click' is heard as the user unclips a coffee bag, followed by the soft, crinkling texture of the plastic bag being manipulated. [00:15 - 00:28] A hollow, clinking sound of a black plastic measuring scoop against the coffee bag wall, followed by the crisp, dry, percussive sound of coffee beans filling the scoop. [00:28 - 00:34] A continuous, rattling 'clatter' as the beans are poured from the scoop into the hard plastic chamber of the coffee grinder. [00:34 - 00:37] A solid, resonant 'thud' sound as the grinder's lid is placed back into position, signaling the end of the manual filling process."
17a1fea36966,audio,aligned_dataset/make_coffee_split/Seg3/make_coffee,qa_pairs/aligned/audio_qa_results_aligned.json,audio_qa_pair;audio_qa_pair_2;audio_qa_pair_3;audio_qa_pair_4,4,"[00:00 – 00:05] A distinct, crisp crinkling sound of a plastic coffee bag being torn open, indicating the preparation of coffee grounds. [00:09 – 00:15] A rhythmic, metallic clinking sound as the user manipulates and taps a metal coffee tamper against the portafilter workspace. [00:23 – 00:27] A soft, friction-based rustle as a thin paper filter is placed and settled into the portafilter basket. [00:27 – 00:30] A low-frequency, sustained mechanical hum emerges as the user engages the espresso machine for the brewing process."
3fdff05ad121,audio,aligned_dataset/make_coffee_split/Seg4/make_coffee,qa_pairs/aligned/audio_qa_results_aligned.json,audio_qa_pair;audio_qa_pair_2;audio_qa_pair_3,3,"[00:03 – 00:06] A rhythmic, high-pitched mechanical grinding sound originates from the espresso machine as the user initiates the coffee grinding process. [00:06 – 00:09] The sound transitions to a low-frequency, granular rattling noise as the coffee grounds are dispensed into the portafilter positioned beneath the grinder outlet. [00:13 – 00:19] A metallic, repetitive tapping sound occurs as the user rhythmically strikes the portafilter against a container to level the coffee grounds, with the volume remaining consistent and clear. [00:22 – 00:26] A dull, thudding impact sound is heard as the user presses the tamper firmly down onto the bed of coffee grounds in the portafilter, followed by the faint scrape of the tamper being lifted."
f64d9b4e7d8d,audio,aligned_dataset/make_coffee_split/Seg5/make_coffee,qa_pairs/aligned/audio_qa_results_aligned.json,audio_qa_pair;audio_qa_pair_2;audio_qa_pair_3,3,"[00:00 – 00:09] Rhythmic, dull thumping sounds occur as the user firmly presses the tamper into the portafilter basket, followed by the soft metallic clink of the tamper being set down on the counter. [00:10 – 00:14] Low-frequency electrical hum and the distinct mechanical clicking of buttons on the espresso machine interface are audible as the user engages the device. [00:27 – 00:30] A crisp, mechanical latching sound is produced when the user inserts the portafilter into the group head and rotates it, securing it firmly into place."
cd6e747be0cb,audio,aligned_dataset/make_coffee_split/Seg6/make_coffee,qa_pairs/aligned/audio_qa_results_aligned.json,audio_qa_pair;audio_qa_pair_2;audio_qa_pair_3,3,"[00:00 - 00:02] A soft, mechanical click sounds as the user presses the button on the HiBREW espresso machine to start the coffee extraction. [00:02 - 00:27] A continuous, low-pitched, rhythmic buzzing and gurgling noise emerges, indicating the internal water pump is active and espresso is brewing into the mug positioned underneath the portafilter. [00:27 - 00:28] The steady brewing sound abruptly stops as the extraction cycle reaches completion, followed by a slight shift in ambient acoustics as the user moves away."
c014103afa60,audio,aligned_dataset/marinate_meat_split/Seg1/marinate_meat,qa_pairs/aligned/audio_qa_results_aligned.json,audio_qa_pair;audio_qa_pair_2;audio_qa_pair_3,3,"[00:04 – 00:07] A rhythmic mechanical click-clack sound occurs as the refrigerator door is pulled open, followed by a low humming of the appliance’s internal motor. [00:23 – 00:28] A sharp, metallic clicking sound is heard as the faucet handle is turned, followed by a sudden, steady rush of water hitting the sink basin. [00:28 – 00:42] A continuous, rushing water sound persists as the stream flows directly onto the plastic surface of the cutting board, creating a splashing, hollow texture as the water rebounds off the board."
f6a011fbdcb4,audio,aligned_dataset/marinate_meat_split/Seg2/marinate_meat,qa_pairs/aligned/audio_qa_results_aligned.json,audio_qa_pair;audio_qa_pair_2;audio_qa_pair_3,3,"[00:00 - 00:02] A soft, scraping sound is heard as the hand adjusts the position of the plastic cutting board on the surface. [00:09 - 00:12] A distinct, wet thud sound occurs as the user places a piece of raw meat onto the cutting board from its plastic container. [00:16 - 00:27] A rhythmic, crisp slicing sound follows as the knife makes repeated indentations into the meat to create a cross-hatch pattern."
6899e4adfd2b,audio,aligned_dataset/marinate_meat_split/Seg3/marinate_meat,qa_pairs/aligned/audio_qa_results_aligned.json,audio_qa_pair;audio_qa_pair_2;audio_qa_pair_3;audio_qa_pair_4,4,"[00:03 – 00:06] A rhythmic, metallic scraping sound is heard as the user drags a knife across a white cutting board, accompanied by the muffled sound of a pork chop being sliced. [00:06 – 00:09] The sound of a firm, sharp slice is audible as the knife cuts through the pork chop on the board. [00:09 – 00:15] Several quick, repetitive cutting sounds continue as the user finishes slicing the meat. [00:26 – 00:27] A soft, dull thud is produced as the sliced pork chop is transferred from the cutting board into a white bowl. [00:36 – 00:40] A sliding, rattling sound occurs as the user pulls open a kitchen drawer to reach for a container lid. [00:40 – 00:42] A plastic clattering sound is heard as the blue container lid is grabbed from the drawer. [00:45 – 00:47] A soft, textured rustling sound occurs as the user picks up the second pork chop from the plastic tray."
6ea54e657261,audio,aligned_dataset/marinate_meat_split/Seg4/marinate_meat,qa_pairs/aligned/audio_qa_results_aligned.json,audio_qa_pair;audio_qa_pair_2;audio_qa_pair_3,3,"[00:01 - 00:03] A muffled, rhythmic crinkling and plastic-on-plastic sound occurs as the user pulls open the lid of the raw pork chop container, indicating the preparation phase. [00:07 - 00:09] A sharp, resonant mechanical click sounds as the user interacts with the stove-top control, likely adjusting the heat. [00:13 - 00:15] A faint, hollow clatter of plastic on a hard surface is heard as the user sets the pork chop container down on the counter. [00:27 - 00:29] A crisp, light metallic scratching sound occurs as the user reaches into the pantry and slides the salt shaker across the shelf before lifting it."
1c26f88a0849,audio,aligned_dataset/marinate_meat_split/Seg5/marinate_meat,qa_pairs/aligned/audio_qa_results_aligned.json,audio_qa_pair;audio_qa_pair_2;audio_qa_pair_3;audio_qa_pair_4,4,"[00:04 – 00:09] A rhythmic, crisp rattling sound originates from the right as the user vigorously shakes a salt shaker over the raw pork chop held in a blue plastic container. [00:12 – 00:18] A sharp, metallic clinking sound occurs when the user replaces the salt shaker on the shelf, followed by a slight scraping sound as they reach for and pick up a spice container. [00:20 – 00:23] A short, rhythmic rattling sound is heard as the spice shaker is shaken over the meat, followed by a soft, dull plastic thud as the lid of the blue container is placed back on top. [00:27 – 00:30] A brief, sharp sliding sound is produced when the user moves the plastic tray of meat across the countertop to tidy the workspace."
189ba8be7a1f,audio,aligned_dataset/open_doors_split/Seg1/open_doors,qa_pairs/aligned/audio_qa_results_aligned.json,audio_qa_pair;audio_qa_pair_2;audio_qa_pair_3,3,"[00:00 - 00:06] The sound of a metallic door handle clicking and the creak of a door swinging open is heard as the camera moves from darkness into a dimly lit space. [00:09 - 00:13] A sharp, rhythmic metallic latch sound resonates as the person grips and operates a door handle, followed by a sustained, low-pitched creaking sound as the door swings open to reveal a lit hallway."
9d803242b2c2,audio,aligned_dataset/open_doors_split/Seg2/open_doors,qa_pairs/aligned/audio_qa_results_aligned.json,audio_qa_pair;audio_qa_pair_2;audio_qa_pair_3,3,"[00:00 - 00:03] The sound of a metallic door handle clicking and the door being pushed open is heard as the person enters the next segment of the hallway. [00:11 - 00:14] A second door handle click occurs, followed by the sound of the door opening, as the person transitions from the stairs area into another corridor."
dc54092192a4,audio,aligned_dataset/open_doors_split/Seg3/open_doors,qa_pairs/aligned/audio_qa_results_aligned.json,audio_qa_pair;audio_qa_pair_2;audio_qa_pair_3,3,"[00:07 – 00:10] A loud, metallic metallic creaking sound occurs as a person grips and turns the door handle, followed by the sound of the door swinging open. [00:11 – 00:14] The sound of soft, muffled footsteps walking on the floor as the person moves through the doorway into the darkened room."
872f7a0f0036,audio,aligned_dataset/open_doors_split/Seg4/open_doors,qa_pairs/aligned/audio_qa_results_aligned.json,audio_qa_pair;audio_qa_pair_2;audio_qa_pair_3,3,"[00:03 – 00:06] A sharp, mechanical clicking sound occurs as the camera wearer reaches out and opens a white door, with the sound originating from the right of the frame. [00:07 – 00:09] The sound of a firm, hollow thud resonates as the door reaches its fully open position and comes to a stop against the door frame. [00:26 – 00:30] A metallic, latching click is heard as the user grips and pulls another door handle, followed by the sound of a door being pushed open into a stairwell."
dbae92fdb3fe,audio,aligned_dataset/open_doors_split/Seg5/open_doors,qa_pairs/aligned/audio_qa_results_aligned.json,audio_qa_pair;audio_qa_pair_2;audio_qa_pair_3,3,"[00:01 - 00:04] The sharp, metallic sound of a door handle being turned and a heavy door swinging open is heard, followed by the sound of the door latch clicking, as the camera wearer moves through the hallway. [00:04 - 00:07] A rhythmic, hollow clicking sound occurs as the camera wearer walks across the hard flooring toward another doorway. [00:08 - 00:10] The sound of another door handle being manipulated and a door opening, characterized by a mechanical creak and latch release, indicates the wearer is entering a new space. [00:10 - 00:13] The sound of footsteps continues, echoing slightly in the hallway, as the person walks down the corridor. [00:27 - 00:30] A distinct, sharp metallic 'click' from the door handle being turned, followed by a deeper, hollow 'thud' of the door being pushed open, signals the entry into a room."
3ea41c2090c7,audio,aligned_dataset/park_scene_split/Seg1/park_scene,qa_pairs/aligned/audio_qa_results_aligned.json,audio_qa_pair;audio_qa_pair_2;audio_qa_pair_3;audio_qa_pair_4,4,"[00:00 - 00:03] A low-frequency, rhythmic thudding sound of footsteps on a hard surface accompanies the visual movement as the camera operator passes the first set of benches. [00:05 - 00:08] The persistent, steady pace of footfalls continues, synchronized with the camera's motion as it passes a second pair of benches in the dim evening light. [00:13 - 00:25] The sound profile shifts to a slightly more hollow, echoing tone of footsteps while passing the playground area, reflecting the transition into an open, paved space. [00:29 - 00:34] Rhythmic, consistent footsteps resume their steady cadence as the camera pans past another set of benches. [00:39 - 00:45] The sequence concludes with the continuous, crisp sound of footsteps against the pavement as the individual moves past the final bench area in the quiet, dark environment."
d7a1d4ca427d,audio,aligned_dataset/park_scene_split/Seg2/park_scene,qa_pairs/aligned/audio_qa_results_aligned.json,audio_qa_pair;audio_qa_pair_2;audio_qa_pair_3,3,"[00:00 - 00:04] A sharp, rhythmic metallic clink is heard, synchronized with the camera wearer's hand grasping a metal railing of the balcony. [00:05 - 00:09] A muffled, hollow thumping sound occurs as the camera wearer's hand makes contact with the red metal frame structure during a adjustment motion. [00:15 - 00:20] A series of soft, rapid scraping sounds are heard, created by the camera wearer shifting their hand grip along the textured surface of the balcony railing."
12d13f616d85,audio,aligned_dataset/pour_water_split/Seg1/pour_water,qa_pairs/aligned/audio_qa_results_aligned.json,audio_qa_pair;audio_qa_pair_2;audio_qa_pair_3,3,"[00:01 – 00:04] A crisp, metallic clinking sound occurs as the user handles the metallic canister, indicating its solid composition. [00:05 – 00:08] A rhythmic, rustling sound is heard as the dry contents are poured from the canister into the pink cup. [00:13 – 00:15] A sharp, high-pitched metallic scraping sound occurs as the lid makes contact with the canister rim. [00:16 – 00:19] A steady, mechanical clicking sound resonates as the lid is screwed tightly onto the canister, signaling the completion of the sealing process."
eda74b5fe32d,audio,aligned_dataset/pour_water_split/Seg2/pour_water,qa_pairs/aligned/audio_qa_results_aligned.json,audio_qa_pair;audio_qa_pair_2;audio_qa_pair_3;audio_qa_pair_4,4,"[00:01 – 00:04] A distinct metallic clicking sound is heard as the user aligns and presses the pink lid onto the stainless steel cylinder held in their hand. [00:05 – 00:09] A soft friction-like sound occurs as the user adjusts the lid, followed by a slight clink as the metal components settle. [00:19 – 00:23] A hollow, rhythmic clatter is produced as the user places the stainless steel cylinder onto a hard surface. [00:24 – 00:27] A final, soft thud sound occurs as the lid is set down onto the surface beside a pink water pitcher."
74cf58baabc5,audio,aligned_dataset/ride_a_bike_split/Seg1/ride_a_bike,qa_pairs/aligned/audio_qa_results_aligned.json,audio_qa_pair;audio_qa_pair_2;audio_qa_pair_3,3,"[00:03 - 00:06] A sharp, metallic clicking sound occurs as the cyclist adjusts the gear shifter on the bicycle handle. [00:06 - 00:09] A resonant, high-pitched mechanical bell rings, signifying a clear, deliberate action by the cyclist as they navigate the turn. [00:12 - 00:15] A rhythmic mechanical clinking sound is heard, indicating the continued movement of the bicycle's chain and gears while riding on a textured brick path."
eda13cf8c177,audio,aligned_dataset/ride_a_bike_split/Seg2/ride_a_bike,qa_pairs/aligned/audio_qa_results_aligned.json,audio_qa_pair;audio_qa_pair_2;audio_qa_pair_3,3,"[00:08 - 00:12] The sound of a metal door latch clicking followed by a creaking hinge indicates the user is interacting with a bike room door. Visual confirmation shows the person walking toward and pulling open the door, which then leads to a hollow, echoing thud as the door is released and settles into the frame."
53f7bee1039d,audio,aligned_dataset/ride_a_bike_split/Seg3/ride_a_bike,qa_pairs/aligned/audio_qa_results_aligned.json,audio_qa_pair;audio_qa_pair_2;audio_qa_pair_3,3,"[00:04 – 00:06] A sharp metallic clink resonates as the user unlocks the bike, followed by a continuous metallic rattling sound as the lock mechanism is disengaged from the rack. [00:15 – 00:18] A series of rhythmic, light metallic clicks occurs as the user manipulates the lock components, indicating the preparation phase. [00:19 – 00:22] A pronounced metallic clatter signifies the lock chain being wrapped or shifted against the metal bike frame. [00:26 – 00:29] The sequence concludes with a distinct, solid metallic snap as the user finalizes the locking mechanism, securing the bicycle to the rack."
13a398454a35,audio,aligned_dataset/use_computer_split/Seg1/use_computer,qa_pairs/aligned/audio_qa_results_aligned.json,audio_qa_pair;audio_qa_pair_2;audio_qa_pair_3;audio_qa_pair_4,4,"[00:00 - 00:03] A subtle, rhythmic sound of a finger brushing against the laptop trackpad as the user navigates the coding interface. [00:06 - 00:07] A sharp, resonant clink of a ceramic mug making contact with the table surface, followed by a slight scraping sound as the mug is repositioned. [00:08 - 00:22] A soft, rhythmic scratching sound of a ballpoint pen moving across paper, interspersed with faint, periodic clicks from the laptop trackpad and keyboard as the user transcribes German phrases. [00:26 - 00:28] The laptop speakers play a clear, recorded voice speaking in German, saying 'Tschüss, eine...' as part of the language learning video content."
