input,model_family,modality,section,section_raw_4b,section_raw_8b,total_4b,total_8b,task_aware_score_4b,task_aware_score_8b,task_aware_score_delta_8b_minus_4b,token_f1_4b,token_f1_8b,token_f1_delta_8b_minus_4b,bleu_4_4b,bleu_4_8b,bleu_4_delta_8b_minus_4b,rouge_l_f1_4b,rouge_l_f1_8b,rouge_l_f1_delta_8b_minus_4b,meteor_4b,meteor_8b,meteor_delta_8b_minus_4b,judge_strict_accuracy_4b,judge_strict_accuracy_8b,judge_strict_accuracy_delta_8b_minus_4b,judge_soft_accuracy_4b,judge_soft_accuracy_8b,judge_soft_accuracy_delta_8b_minus_4b
frame 8,InternVL3.5,event,ALL,ALL,ALL,822,822,0.38310161047387326,0.4266635770285406,0.04356196655466732,0.3457177723601081,0.30676387683686956,-0.038953895523238524,0.6882999407978327,0.6821701408043147,-0.006129799993518037,0.34488830985181346,0.3061556043307868,-0.038732705521026645,0.1822744706644351,0.16725295882833927,-0.015021511836095847,0.43309002433090027,0.46958637469586373,0.03649635036496346,0.4555961070559611,0.4981751824817518,0.0425790754257907
frame 8,InternVL3.5,event,action,event_action,event_action,155,155,0.2995289298515105,0.27229390681003585,-0.027235023041474626,0.2909267793138761,0.26297491039426524,-0.02795186891961088,0.6448030278463256,0.6317126658545383,-0.013090361991787258,0.2909267793138761,0.26297491039426524,-0.02795186891961088,0.16570284149807837,0.14803516709395112,-0.017667674404127254,0.3870967741935484,0.36774193548387096,-0.019354838709677413,0.42258064516129035,0.4290322580645161,0.006451612903225767
frame 8,InternVL3.5,event,counting,event_counting,event_counting,139,139,0.41007194244604317,0.5755395683453237,0.16546762589928055,0.2589928057553957,0.14868105515587532,-0.11031175059952036,0.8287480823457433,0.8094239309745772,-0.019324151371166054,0.2589928057553957,0.14868105515587532,-0.11031175059952036,0.1279818250662628,0.07521255722694573,-0.05276926783931707,0.4028776978417266,0.5755395683453237,0.1726618705035971,0.4028776978417266,0.5755395683453237,0.1726618705035971
frame 8,InternVL3.5,event,dynamic_counting,event_dynamic_counting,event_dynamic_counting,130,130,0.3,0.47692307692307695,0.17692307692307696,0.22820512820512823,0.18205128205128207,-0.046153846153846156,0.8461583761653109,0.8298229433418907,-0.016335432823420204,0.22820512820512823,0.18205128205128207,-0.046153846153846156,0.11194331983805668,0.09313581155686418,-0.0188075082811925,0.3230769230769231,0.49230769230769234,0.16923076923076924,0.3230769230769231,0.49230769230769234,0.16923076923076924
frame 8,InternVL3.5,event,dynamic_recognition,event_dynamic_recognition,event_dynamic_recognition,123,123,0.5429087624209575,0.5571815718157181,0.01427280939476061,0.538843721770551,0.5401084010840109,0.001264679313459971,0.748876194643618,0.7666266975741625,0.017750502930544476,0.538843721770551,0.5401084010840109,0.001264679313459971,0.2703850350191814,0.27186230739636963,0.0014772723771882545,0.6422764227642277,0.5528455284552846,-0.08943089430894313,0.6747967479674797,0.5813008130081301,-0.0934959349593496
frame 8,InternVL3.5,event,navigation,event_navigation,event_navigation,54,54,0.154320987654321,0.18209876543209877,0.027777777777777762,0.22657527657527657,0.26141975308641974,0.03484447651114317,0.43601826064721444,0.4470542368840596,0.011035976236845157,0.21394901394901394,0.25679012345679014,0.0428411095077762,0.12911550960380944,0.1339660876241042,0.00485057802029476,0.24074074074074073,0.25925925925925924,0.018518518518518517,0.25925925925925924,0.2962962962962963,0.037037037037037035
frame 8,InternVL3.5,event,non_common,event_non_common,event_non_common,57,57,0.9649122807017544,0.8070175438596491,-0.1578947368421053,0.9140350877192983,0.7512670565302144,-0.1627680311890839,0.8985481708645318,0.8644989281950116,-0.03404924266952014,0.9140350877192983,0.7512670565302144,-0.1627680311890839,0.45121249068617486,0.374292248905252,-0.07692024178092288,0.9649122807017544,0.8070175438596491,-0.1578947368421053,0.9649122807017544,0.8157894736842105,-0.14912280701754388
frame 8,InternVL3.5,event,object_recognition,event_object_recognition,event_object_recognition,54,54,0.3006172839506173,0.3148148148148148,0.014197530864197505,0.3172229005562339,0.3392857142857143,0.02206281372948038,0.5264167638815967,0.5620641703731111,0.03564740649151432,0.3172229005562339,0.3346560846560847,0.017433184099850785,0.17282040163630902,0.2144253543517833,0.04160495271547429,0.3333333333333333,0.42592592592592593,0.09259259259259262,0.42592592592592593,0.48148148148148145,0.055555555555555525
frame 8,InternVL3.5,event,scene_sequence,event_scene_sequence,event_scene_sequence,55,55,0.06363636363636363,0.045454545454545456,-0.018181818181818174,0.08434030615848798,0.07866497139224413,-0.00567533476624385,0.3284871639444507,0.320979359629995,-0.0075078043144556905,0.08434030615848798,0.07866497139224413,-0.00567533476624385,0.05380166800220602,0.05127596582004989,-0.002525702182156128,0.10909090909090909,0.12727272727272726,0.018181818181818174,0.16363636363636364,0.2,0.036363636363636376
frame 8,InternVL3.5,event,spatial_reasoning,event_spatial_reasoning,event_spatial_reasoning,55,55,0.41160173160173164,0.4117316017316017,0.00012987012987009106,0.3825108225108225,0.3826406926406926,0.00012987012987009106,0.49589466636628105,0.485885491154666,-0.01000917521161504,0.3825108225108225,0.3826406926406926,0.00012987012987009106,0.246608490313575,0.28304076938620315,0.03643227907262814,0.4909090909090909,0.4909090909090909,0.0,0.4909090909090909,0.509090909090909,0.018181818181818132
frame 8,InternVL3.5,ir,ALL,ALL,ALL,1561,1561,0.37594574664794334,0.414784045251238,0.038838298603294685,0.29097660259696934,0.2838472358171149,-0.007129366779854429,0.43970562124116785,0.4443858474823552,0.004680226241187357,0.28916103628277845,0.28158703160622206,-0.0075740046765563895,0.14487908038496605,0.1462593335846046,0.0013802531996385536,0.478539397821909,0.5169762972453555,0.038436899423446524,0.4974375400384369,0.5422805893657912,0.04484304932735428
frame 8,InternVL3.5,ir,action,action,action,163,163,0.2856869442759013,0.26996299542311814,-0.015723948852783165,0.2643172437650965,0.23819643206146277,-0.026120811703633756,0.38270054682254234,0.36809994690273073,-0.014600599919811608,0.26256439538648124,0.23717393717393717,-0.02539045821254407,0.14071692230015515,0.11724968213540919,-0.023467240164745953,0.43558282208588955,0.4601226993865031,0.024539877300613522,0.49693251533742333,0.5337423312883436,0.036809815950920255
frame 8,InternVL3.5,ir,counting,counting,counting,177,177,0.4519774011299435,0.6666666666666666,0.21468926553672313,0.2721004670157212,0.13687602416415975,-0.13522444285156146,0.5665026939475685,0.5432638708771421,-0.02323882307042635,0.2721004670157212,0.13687602416415975,-0.13522444285156146,0.13042677383391088,0.06099861163183694,-0.06942816220207394,0.4576271186440678,0.6666666666666666,0.20903954802259883,0.4576271186440678,0.6694915254237288,0.211864406779661
frame 8,InternVL3.5,ir,dynamic_counting,dynamic_counting,dynamic_counting,170,170,0.45294117647058824,0.5529411764705883,0.10000000000000003,0.34278244631185806,0.3546311858076564,0.011848739495798344,0.6788227312491122,0.6834425147891052,0.004619783539993039,0.34278244631185806,0.3546311858076564,0.011848739495798344,0.16448546029406766,0.17378785430167096,0.009302394007603298,0.5235294117647059,0.6529411764705882,0.12941176470588234,0.5294117647058824,0.6588235294117647,0.12941176470588234
frame 8,InternVL3.5,ir,dynamic_recognition,dynamic_recognition,dynamic_recognition,165,165,0.40975556430101884,0.4857190957190957,0.07596353141807688,0.33731951550133366,0.42060034241852423,0.08328082691719058,0.5647257573169822,0.5797135323784278,0.014987775061445663,0.33731951550133366,0.42060034241852423,0.08328082691719058,0.16480903086258392,0.2061647322674209,0.04135570140483699,0.47878787878787876,0.5151515151515151,0.036363636363636376,0.48787878787878786,0.5303030303030303,0.04242424242424242
frame 8,InternVL3.5,ir,light_change,light_change,light_change,176,176,0.3808785595717414,0.3101350038850039,-0.07074355568673746,0.2694196586242041,0.20739140724100616,-0.062028251383197924,0.5042204427487693,0.492844621295434,-0.011375821453335322,0.2694196586242041,0.20739140724100616,-0.062028251383197924,0.12454636819948382,0.09595227094476551,-0.028594097254718315,0.4772727272727273,0.3977272727272727,-0.07954545454545459,0.48011363636363635,0.40625,-0.07386363636363635
frame 8,InternVL3.5,ir,light_recognition,light_recognition,light_recognition,52,52,0.2898684648684649,0.27469992928137726,-0.01516853558708764,0.23416305916305916,0.2205513001327481,-0.01361175903031106,0.23765913742137867,0.2705548821192837,0.032895744697905016,0.22775280275280277,0.21520941979086775,-0.012543382961935023,0.12151217204635888,0.12525140771347412,0.0037392356671152455,0.46153846153846156,0.5,0.038461538461538436,0.5,0.5192307692307693,0.019230769230769273
frame 8,InternVL3.5,ir,navigation,navigation,navigation,165,165,0.23333333333333334,0.25757575757575757,0.024242424242424232,0.24576793576793576,0.2659467265965755,0.020178790828639714,0.40062247405478923,0.4070696696647718,0.006447195609982581,0.24325378325378325,0.2625028481468844,0.01924906489310116,0.12650565390270255,0.14185902919775417,0.015353375295051624,0.3333333333333333,0.41818181818181815,0.08484848484848484,0.3484848484848485,0.42727272727272725,0.07878787878787874
frame 8,InternVL3.5,ir,non_common,non_common,non_common,56,56,0.8418367346938777,0.7164502164502166,-0.1253865182436611,0.4430497383913533,0.4111655866646099,-0.031884151726743415,0.3331011636522273,0.3167935209711756,-0.016307642681051726,0.4430497383913533,0.4084607179008351,-0.03458902049051821,0.2042322861249891,0.19511730264134572,-0.009114983483643369,0.9107142857142857,0.75,-0.1607142857142857,0.9285714285714286,0.7767857142857143,-0.1517857142857143
frame 8,InternVL3.5,ir,object_recognition,object_recognition,object_recognition,51,51,0.25252100840336134,0.23993577228871346,-0.012585236114647874,0.29607697185551857,0.29461065469533876,-0.0014663171601798086,0.26047048214333296,0.2845093088810951,0.024038826737762142,0.28580100961877203,0.27755701521409043,-0.008243994404681598,0.15757859034753544,0.16162578993501092,0.004047199587475486,0.37254901960784315,0.37254901960784315,0.0,0.45098039215686275,0.5,0.04901960784313725
frame 8,InternVL3.5,ir,scene_sequence,scene_sequence,scene_sequence,177,177,0.260075329566855,0.27325800376647835,0.013182674199623379,0.23708097888234703,0.25936828109343746,0.022287302211090432,0.2987067240564104,0.31067451518252187,0.01196779112611146,0.23418815146309888,0.2551419102863739,0.02095375882327502,0.10941746976853634,0.12953699816376285,0.020119528395226516,0.4463276836158192,0.4180790960451977,-0.028248587570621486,0.4689265536723164,0.4661016949152542,-0.0028248587570621764
frame 8,InternVL3.5,ir,spatial_reasoning,spatial_reasoning,spatial_reasoning,50,50,0.3435950715950716,0.4850272534483061,0.14143218185323453,0.3131838161838162,0.4723715757926284,0.1591877596088122,0.12377486927783032,0.2478563581083709,0.12408148883054057,0.3065171495171495,0.46602236944342207,0.1595052199262726,0.2046194673733061,0.353906441440011,0.14928697406670488,0.6,0.6,0.0,0.62,0.62,0.0
frame 8,InternVL3.5,ir,text_recognition,text_recognition,text_recognition,159,159,0.4517759015628766,0.4716110234978159,0.019835121934939304,0.3230123518596097,0.32023997714137326,-0.0027723747182364367,0.35816616265768353,0.36529389522034994,0.007127732562666411,0.3203030539227868,0.3175433848776334,-0.002759669045153401,0.1685171103345973,0.17761624865821463,0.009099138323617334,0.5345911949685535,0.5534591194968553,0.018867924528301883,0.5471698113207547,0.5660377358490566,0.018867924528301883
frame 8,InternVL3.5,rgb,ALL,ALL,ALL,2318,2318,0.3583272413761738,0.3885544264380843,0.030227185061910522,0.26157014849103716,0.23866976580366636,-0.022900382687370796,0.38264757999038035,0.38045901789940323,-0.0021885620909771197,0.26028430773053224,0.23768130663312748,-0.022603001097404762,0.12770085751589466,0.11683049406902174,-0.010870363446872922,0.4658008658008658,0.48792062122519414,0.022119755424328313,0.488961038961039,0.5163934426229508,0.027432403661911853
frame 8,InternVL3.5,rgb,action,action,action,266,266,0.33790368987737407,0.3238094955808357,-0.014094194296538354,0.2740562799773326,0.25479459235540614,-0.019261687621926482,0.3383868135290255,0.33384883983543684,-0.004537973693588659,0.2707772490667228,0.25395917046735267,-0.016818078599370123,0.13577417705458156,0.12437794964400305,-0.01139622741057851,0.5075187969924813,0.48120300751879697,-0.026315789473684292,0.5639097744360902,0.5375939849624061,-0.02631578947368418
frame 8,InternVL3.5,rgb,counting,counting,counting,273,273,0.4725274725274725,0.608058608058608,0.1355311355311355,0.2781073826104882,0.10398752651499905,-0.17411985609548913,0.5653864292271636,0.5387260757735411,-0.0266603534536225,0.2781073826104882,0.10398752651499905,-0.17411985609548913,0.13255195027460978,0.04686871656531403,-0.08568323370929576,0.47985347985347987,0.6153846153846154,0.13553113553113555,0.4816849816849817,0.6153846153846154,0.13369963369963372
frame 8,InternVL3.5,rgb,dynamic_counting,dynamic_counting,dynamic_counting,279,279,0.4574273197929112,0.5581441656710474,0.10071684587813623,0.34414058661370495,0.27989185247249765,-0.0642487341412073,0.5876155987778512,0.574280291516766,-0.013335307261085227,0.34414058661370495,0.27989185247249765,-0.0642487341412073,0.16563680842374312,0.13261610966164541,-0.033020698762097705,0.5089605734767025,0.6308243727598566,0.12186379928315405,0.514336917562724,0.6397849462365591,0.1254480286738351
frame 8,InternVL3.5,rgb,dynamic_recognition,dynamic_recognition,dynamic_recognition,157,157,0.3548880576980989,0.3787219327028244,0.023833875004725502,0.1941045029654996,0.230673123147507,0.03656862018200738,0.31751055781020104,0.3273676907875751,0.009857132977374061,0.1941045029654996,0.2295653967559257,0.03546089379042608,0.08896835812672572,0.10457380954469216,0.015605451417966432,0.445859872611465,0.46496815286624205,0.019108280254777066,0.46178343949044587,0.5,0.03821656050955413
frame 8,InternVL3.5,rgb,light_change,light_change,light_change,288,288,0.4250801667468334,0.39885912698412695,-0.026221039762706455,0.2775523116362577,0.257242791816934,-0.020309519819323718,0.4097455337313527,0.40643617742362276,-0.003309356307729938,0.2775523116362577,0.2569271352512774,-0.020625176384980293,0.13013337511726242,0.11968257355403408,-0.010450801563228335,0.4756944444444444,0.4375,-0.03819444444444442,0.4791666666666667,0.4375,-0.041666666666666685
frame 8,InternVL3.5,rgb,light_recognition,light_recognition,light_recognition,54,54,0.24642990754101865,0.2530440752662975,0.006614167725278869,0.2704451926674149,0.2761334344667678,0.0056882417993529,0.30194419839717535,0.3216261834856938,0.019681985088518428,0.261038961038961,0.2761334344667678,0.015094473427806787,0.12503755703407354,0.14053528041760638,0.015497723383532835,0.5,0.42592592592592593,-0.07407407407407407,0.5185185185185185,0.48148148148148145,-0.037037037037037035
frame 8,InternVL3.5,rgb,navigation,navigation,navigation,273,273,0.22527472527472528,0.27912087912087913,0.05384615384615385,0.19184213040148126,0.2522073917305368,0.060365261329055536,0.2534350043801938,0.27420014037369894,0.020765135993505157,0.19096815058013303,0.24860929479185603,0.057641144211723006,0.08913950921504792,0.12154970202527024,0.032410192810222324,0.3849056603773585,0.41025641025641024,0.025350749879051726,0.4037735849056604,0.43956043956043955,0.035786854654779154
frame 8,InternVL3.5,rgb,non_common,non_common,non_common,68,68,0.7604072398190045,0.7434348739495799,-0.016972365869424633,0.41656876620111916,0.40279487669193553,-0.013773889509183623,0.3332314040698975,0.3079108492005952,-0.025320554869302292,0.41656876620111916,0.40279487669193553,-0.013773889509183623,0.19309000657366437,0.18599066237258924,-0.007099344201075136,0.8235294117647058,0.75,-0.07352941176470584,0.8235294117647058,0.7647058823529411,-0.05882352941176472
frame 8,InternVL3.5,rgb,object_recognition,object_recognition,object_recognition,50,50,0.33076190476190476,0.2867619047619048,-0.043999999999999984,0.3570377668308703,0.30547763347763346,-0.05156013335323684,0.47372729383319334,0.4606753935496883,-0.013051900283505058,0.35427914614121514,0.3020913900913901,-0.05218775604982506,0.17912379298362333,0.15968142749814412,-0.0194423654854792,0.5,0.46,-0.03999999999999998,0.6,0.59,-0.010000000000000009
frame 8,InternVL3.5,rgb,scene_sequence,scene_sequence,scene_sequence,303,303,0.20693069306930695,0.2183718371837184,0.011441144114411439,0.2077235868701836,0.21495956695714877,0.00723598008696516,0.24366457440783792,0.25012088223805196,0.006456307830214031,0.2047421353636884,0.2137683303219645,0.009026194958276085,0.09917570416275058,0.09929576782126452,0.00012006365851394141,0.38943894389438943,0.40264026402640263,0.013201320132013195,0.44554455445544555,0.4570957095709571,0.011551155115511524
frame 8,InternVL3.5,rgb,spatial_reasoning,spatial_reasoning,spatial_reasoning,51,51,0.40786006556358045,0.398831209867451,-0.009028855696129434,0.37354634007338433,0.4197165336939513,0.04617019362056696,0.326229350075418,0.3543348198356124,0.0281054697601944,0.3702783662171752,0.41644855983774215,0.04617019362056696,0.2999113968172228,0.3503531782775758,0.050441781460353,0.6078431372549019,0.5098039215686274,-0.0980392156862745,0.6078431372549019,0.5196078431372549,-0.08823529411764697
frame 8,InternVL3.5,rgb,text_recognition,text_recognition,text_recognition,256,256,0.3101701671950483,0.30163959113292754,-0.008530576062120765,0.21846095812995484,0.2176370348106271,-0.0008239233193277351,0.34573505278530975,0.3410139950799424,-0.004721057705367349,0.2178599965914933,0.2171487535606271,-0.0007112430308661988,0.10753795546771348,0.10815932497260547,0.000621369504891986,0.3984375,0.40234375,0.00390625,0.41796875,0.431640625,0.013671875
frame 8,Molmo2,depth,ALL,ALL,ALL,764,764,0.3226461752134559,0.370513793173941,0.04786761796048511,0.21709060877674874,0.2670244944717535,0.04993388569500479,0.4829848189866606,0.5356058742151943,0.05262105522853372,0.21693662047985932,0.2668705061748641,0.04993388569500476,0.11325985032687894,0.1362293719251848,0.02296952159830587,0.35209424083769636,0.41492146596858637,0.06282722513089001,0.3586387434554974,0.42212041884816753,0.06348167539267013
frame 8,Molmo2,depth,action,depth_action,depth_action,151,151,0.3347320199068704,0.29761062683150724,-0.03712139307536316,0.3051882377140816,0.2692257850360694,-0.03596245267801218,0.548677546201758,0.5149248108357972,-0.033752735365960795,0.30440911811922383,0.2692257850360694,-0.03518333308315441,0.18292002314053987,0.1555250178909717,-0.02739500524956817,0.36423841059602646,0.3841059602649007,0.019867549668874218,0.38741721854304634,0.39403973509933776,0.0066225165562914245
frame 8,Molmo2,depth,counting,depth_counting,depth_counting,103,103,0.27184466019417475,0.17475728155339806,-0.09708737864077668,0.10258899676375405,0.0482200647249191,-0.05436893203883495,0.5742457252783053,0.5684665311227313,-0.005779194155574041,0.10258899676375405,0.0482200647249191,-0.05436893203883495,0.04702077204335273,0.025128942208215547,-0.02189182983513718,0.27184466019417475,0.18446601941747573,-0.08737864077669902,0.27184466019417475,0.18446601941747573,-0.08737864077669902
frame 8,Molmo2,depth,dynamic_counting,depth_dynamic_counting,depth_dynamic_counting,118,118,0.3389830508474576,0.3644067796610169,0.02542372881355931,0.12203389830508475,0.19265536723163842,0.07062146892655367,0.6776038868868061,0.7065601353461151,0.028956248459308997,0.12203389830508475,0.19265536723163842,0.07062146892655367,0.060467246907924876,0.09458856715770186,0.03412132024977699,0.3728813559322034,0.3728813559322034,0.0,0.3728813559322034,0.3855932203389831,0.012711864406779683
frame 8,Molmo2,depth,dynamic_recognition,depth_dynamic_recognition,depth_dynamic_recognition,131,131,0.30890585241730284,0.40992366412213743,0.10101781170483459,0.26962922573609593,0.3731915667030171,0.10356234096692118,0.49270058006627576,0.6215419147352337,0.12884133466895792,0.26962922573609593,0.3731915667030171,0.10356234096692118,0.1325606402960159,0.18581629020738577,0.05325564991136986,0.3511450381679389,0.44274809160305345,0.09160305343511455,0.3511450381679389,0.44274809160305345,0.09160305343511455
frame 8,Molmo2,depth,navigation,depth_navigation,depth_navigation,53,53,0.5094339622641509,0.660377358490566,0.15094339622641506,0.31059624170824496,0.4221557576718509,0.11155951596360592,0.3271895338371592,0.3093314524024364,-0.017858081434722783,0.31059624170824496,0.41993600184499186,0.1093397601367469,0.14009254449942127,0.19158372147788258,0.05149117697846131,0.5283018867924528,0.7358490566037735,0.2075471698113207,0.5377358490566038,0.7358490566037735,0.19811320754716977
frame 8,Molmo2,depth,non_common,depth_non_common,depth_non_common,56,56,0.03571428571428571,0.3968253968253968,0.3611111111111111,0.025181016214450864,0.3253968253968254,0.30021580918237456,0.13508954165207834,0.7195267574074069,0.5844372157553286,0.025181016214450864,0.3253968253968254,0.30021580918237456,0.03324092490071524,0.15507738722024436,0.12183646231952913,0.017857142857142856,0.4107142857142857,0.39285714285714285,0.017857142857142856,0.4107142857142857,0.39285714285714285
frame 8,Molmo2,depth,object_recognition,depth_object_recognition,depth_object_recognition,49,49,0.11564625850340135,0.17913832199546484,0.06349206349206349,0.10306122448979592,0.15975056689342404,0.05668934240362812,0.501085544403228,0.3540344714598194,-0.14705107294340852,0.10306122448979592,0.15975056689342404,0.05668934240362812,0.07199173965419937,0.10732759193579196,0.035335852281592584,0.16326530612244897,0.2653061224489796,0.10204081632653064,0.1836734693877551,0.29591836734693877,0.11224489795918366
frame 8,Molmo2,depth,scene_sequence,depth_scene_sequence,depth_scene_sequence,53,53,0.5283018867924528,0.5849056603773585,0.05660377358490565,0.34914046121593295,0.38752620545073374,0.03838574423480079,0.30956116918852616,0.3120539738842422,0.0024928046957160555,0.34914046121593295,0.38752620545073374,0.03838574423480079,0.16065600379521314,0.1877189171793695,0.027062913384156367,0.5660377358490566,0.6226415094339622,0.05660377358490565,0.5660377358490566,0.6415094339622641,0.07547169811320753
frame 8,Molmo2,depth,spatial_reasoning,depth_spatial_reasoning,depth_spatial_reasoning,50,50,0.49647619047619046,0.5286666666666666,0.03219047619047616,0.36119047619047623,0.35604761904761906,-0.005142857142857171,0.3327150923143335,0.3505297369572935,0.01781464464296001,0.36119047619047623,0.35604761904761906,-0.005142857142857171,0.16474247048047982,0.16913741844120142,0.004394947960721596,0.58,0.6,0.020000000000000018,0.58,0.6,0.020000000000000018
frame 8,Molmo2,event,ALL,ALL,ALL,822,822,0.36671231858870706,0.38169582512648204,0.014983506537774971,0.2578352340914315,0.27570207178854705,0.017866837697115556,0.6269783236407701,0.6662701789968616,0.039291855356091476,0.25689023930519583,0.2745812278776368,0.017690988572440947,0.139854406214392,0.14882103919969406,0.008966632985302064,0.4099756690997567,0.4367396593673966,0.026763990267639926,0.4276155717761557,0.45012165450121655,0.022506082725060828
frame 8,Molmo2,event,action,event_action,event_action,155,155,0.3490860215053764,0.36521249359959035,0.016126472094213973,0.3376164874551971,0.3596569380440348,0.02204045058883769,0.6205601541011775,0.638723433731182,0.018163279630004525,0.3376164874551971,0.3596569380440348,0.02204045058883769,0.18346938968027776,0.1977565873350955,0.01428719765481773,0.44516129032258067,0.4967741935483871,0.05161290322580642,0.49032258064516127,0.5193548387096775,0.029032258064516203
