input,size,model_family,model,modality,section,section_raw,total,answered,answer_rate,judge_evaluated,task_aware_score,token_f1,bleu_4,rouge_l_f1,meteor,judge_strict_accuracy,judge_soft_accuracy
frame 8,4B,InternVL3.5,InternVL3_5-4B-Instruct,rgb,non_common,non_common,68,68,1.0,68,0.7604072398190045,0.41656876620111916,0.3332314040698975,0.41656876620111916,0.19309000657366437,0.8235294117647058,0.8235294117647058
frame 8,4B,InternVL3.5,InternVL3_5-4B-Instruct,rgb,object_recognition,object_recognition,50,50,1.0,50,0.33076190476190476,0.3570377668308703,0.47372729383319334,0.35427914614121514,0.17912379298362333,0.5,0.6
frame 8,4B,InternVL3.5,InternVL3_5-4B-Instruct,rgb,scene_sequence,scene_sequence,303,303,1.0,303,0.20693069306930695,0.2077235868701836,0.24366457440783792,0.2047421353636884,0.09917570416275058,0.38943894389438943,0.44554455445544555
frame 8,4B,InternVL3.5,InternVL3_5-4B-Instruct,rgb,spatial_reasoning,spatial_reasoning,51,51,1.0,51,0.40786006556358045,0.37354634007338433,0.326229350075418,0.3702783662171752,0.2999113968172228,0.6078431372549019,0.6078431372549019
frame 8,4B,InternVL3.5,InternVL3_5-4B-Instruct,rgb,text_recognition,text_recognition,256,256,1.0,256,0.3101701671950483,0.21846095812995484,0.34573505278530975,0.2178599965914933,0.10753795546771348,0.3984375,0.41796875
frame 8,4B,Molmo2,Molmo2-4B,depth,action,depth_action,151,151,1.0,151,0.3347320199068704,0.3051882377140816,0.548677546201758,0.30440911811922383,0.18292002314053987,0.36423841059602646,0.38741721854304634
frame 8,4B,Molmo2,Molmo2-4B,depth,counting,depth_counting,103,103,1.0,103,0.27184466019417475,0.10258899676375405,0.5742457252783053,0.10258899676375405,0.04702077204335273,0.27184466019417475,0.27184466019417475
frame 8,4B,Molmo2,Molmo2-4B,depth,dynamic_counting,depth_dynamic_counting,118,118,1.0,118,0.3389830508474576,0.12203389830508475,0.6776038868868061,0.12203389830508475,0.060467246907924876,0.3728813559322034,0.3728813559322034
frame 8,4B,Molmo2,Molmo2-4B,depth,dynamic_recognition,depth_dynamic_recognition,131,131,1.0,131,0.30890585241730284,0.26962922573609593,0.49270058006627576,0.26962922573609593,0.1325606402960159,0.3511450381679389,0.3511450381679389
frame 8,4B,Molmo2,Molmo2-4B,depth,navigation,depth_navigation,53,53,1.0,53,0.5094339622641509,0.31059624170824496,0.3271895338371592,0.31059624170824496,0.14009254449942127,0.5283018867924528,0.5377358490566038
frame 8,4B,Molmo2,Molmo2-4B,depth,non_common,depth_non_common,56,56,1.0,56,0.03571428571428571,0.025181016214450864,0.13508954165207834,0.025181016214450864,0.03324092490071524,0.017857142857142856,0.017857142857142856
frame 8,4B,Molmo2,Molmo2-4B,depth,object_recognition,depth_object_recognition,49,49,1.0,49,0.11564625850340135,0.10306122448979592,0.501085544403228,0.10306122448979592,0.07199173965419937,0.16326530612244897,0.1836734693877551
frame 8,4B,Molmo2,Molmo2-4B,depth,scene_sequence,depth_scene_sequence,53,53,1.0,53,0.5283018867924528,0.34914046121593295,0.30956116918852616,0.34914046121593295,0.16065600379521314,0.5660377358490566,0.5660377358490566
frame 8,4B,Molmo2,Molmo2-4B,depth,spatial_reasoning,depth_spatial_reasoning,50,50,1.0,50,0.49647619047619046,0.36119047619047623,0.3327150923143335,0.36119047619047623,0.16474247048047982,0.58,0.58
frame 8,4B,Molmo2,Molmo2-4B,event,action,event_action,155,155,1.0,155,0.3490860215053764,0.3376164874551971,0.6205601541011775,0.3376164874551971,0.18346938968027776,0.44516129032258067,0.49032258064516127
frame 8,4B,Molmo2,Molmo2-4B,event,counting,event_counting,139,139,1.0,139,0.39568345323741005,0.07194244604316546,0.8000137021482946,0.07194244604316546,0.03597122302158273,0.39568345323741005,0.39568345323741005
frame 8,4B,Molmo2,Molmo2-4B,event,dynamic_counting,event_dynamic_counting,130,130,1.0,130,0.47692307692307695,0.1,0.8302162336700912,0.1,0.05,0.49230769230769234,0.49230769230769234
frame 8,4B,Molmo2,Molmo2-4B,event,dynamic_recognition,event_dynamic_recognition,123,123,1.0,123,0.5365853658536586,0.532520325203252,0.767011204294036,0.532520325203252,0.26455805198446075,0.5040650406504065,0.5121951219512195
frame 8,4B,Molmo2,Molmo2-4B,event,navigation,event_navigation,54,54,1.0,54,0.18518518518518517,0.26790858318636096,0.40122504006534465,0.2535236625514403,0.15371147674203017,0.25925925925925924,0.2962962962962963
frame 8,4B,Molmo2,Molmo2-4B,event,non_common,event_non_common,57,57,1.0,57,0.2222222222222222,0.2227920227920228,0.2794355177959724,0.2227920227920228,0.11265512336292736,0.22807017543859648,0.22807017543859648
frame 8,4B,Molmo2,Molmo2-4B,event,object_recognition,event_object_recognition,54,54,1.0,54,0.33043478260869563,0.3367854112711523,0.5316648562899419,0.3367854112711523,0.18489639016754392,0.42592592592592593,0.46296296296296297
frame 8,4B,Molmo2,Molmo2-4B,event,scene_sequence,event_scene_sequence,55,55,1.0,55,0.05454545454545454,0.10796978634004514,0.2520210821726481,0.10796978634004514,0.07740078604905501,0.21818181818181817,0.2545454545454545
frame 8,4B,Molmo2,Molmo2-4B,event,spatial_reasoning,event_spatial_reasoning,55,55,1.0,55,0.37852813852813855,0.36034632034632036,0.4645804837470498,0.36034632034632036,0.24579483702175645,0.45454545454545453,0.4636363636363636
frame 8,4B,Molmo2,Molmo2-4B,ir,action,action,163,163,1.0,163,0.3032119596705272,0.2745275176840282,0.3380604647307959,0.2711296782965384,0.16823222401117474,0.5521472392638037,0.5920245398773006
frame 8,4B,Molmo2,Molmo2-4B,ir,counting,counting,177,177,1.0,177,0.3389830508474576,0.08265276699710242,0.5376025464610109,0.08265276699710242,0.04064975363878967,0.3333333333333333,0.3361581920903955
frame 8,4B,Molmo2,Molmo2-4B,ir,dynamic_counting,dynamic_counting,170,170,1.0,170,0.5470588235294118,0.36750275867922927,0.6875179601403648,0.36750275867922927,0.18127878853962776,0.6588235294117647,0.6617647058823529
frame 8,4B,Molmo2,Molmo2-4B,ir,dynamic_recognition,dynamic_recognition,165,165,1.0,165,0.4910153482880755,0.4416320379956743,0.5625896017404216,0.4416320379956743,0.2143974936583413,0.5333333333333333,0.5363636363636364
frame 8,4B,Molmo2,Molmo2-4B,ir,light_change,light_change,176,176,1.0,176,0.4007829214259205,0.30202107720953075,0.5058051948348559,0.3016767245924509,0.14225021245443079,0.5,0.5
frame 8,4B,Molmo2,Molmo2-4B,ir,light_recognition,light_recognition,52,52,1.0,52,0.30234245623921735,0.24752766318913022,0.2682224754877677,0.24752766318913022,0.15805556046217567,0.4423076923076923,0.4807692307692308
frame 8,4B,Molmo2,Molmo2-4B,ir,navigation,navigation,165,165,1.0,165,0.3,0.2826948396821492,0.3865869526775865,0.2786840356713452,0.13997388930612595,0.4303030303030303,0.45151515151515154
frame 8,4B,Molmo2,Molmo2-4B,ir,non_common,non_common,56,56,1.0,56,0.19642857142857142,0.1892400589196687,0.16600132052509853,0.18434193979741162,0.11140185067680734,0.23214285714285715,0.23214285714285715
frame 8,4B,Molmo2,Molmo2-4B,ir,object_recognition,object_recognition,51,51,1.0,51,0.26339028778475143,0.3116425501574773,0.2797702250301446,0.2929750883527606,0.19425892008276485,0.4117647058823529,0.5098039215686274
frame 8,4B,Molmo2,Molmo2-4B,ir,scene_sequence,scene_sequence,177,177,1.0,177,0.20451977401129945,0.19949699763083792,0.3084658883442608,0.19501868720545643,0.10708232988593537,0.3954802259887006,0.4406779661016949
frame 8,4B,Molmo2,Molmo2-4B,ir,spatial_reasoning,spatial_reasoning,50,50,1.0,50,0.2966766099397678,0.26684506467343994,0.11677919524274422,0.2647398015155452,0.1727451072445822,0.64,0.66
frame 8,4B,Molmo2,Molmo2-4B,ir,text_recognition,text_recognition,159,159,1.0,159,0.4592885661406019,0.3508284539518854,0.3653205725353778,0.3490674638951444,0.1929296364589016,0.5408805031446541,0.559748427672956
frame 8,4B,Molmo2,Molmo2-4B,rgb,action,action,266,266,1.0,266,0.35107335259849115,0.3145306695714597,0.32475631549825995,0.3094949521999687,0.18965297118965657,0.5526315789473685,0.5939849624060151
frame 8,4B,Molmo2,Molmo2-4B,rgb,counting,counting,273,273,1.0,273,0.3626373626373626,0.05866940073040274,0.5165772911917668,0.05850660056760258,0.032389835162384556,0.3626373626373626,0.3663003663003663
frame 8,4B,Molmo2,Molmo2-4B,rgb,dynamic_counting,dynamic_counting,279,279,1.0,279,0.5685384309040223,0.2681712950530155,0.5687689865399422,0.2681712950530155,0.12874688458019817,0.6666666666666666,0.6738351254480287
frame 8,4B,Molmo2,Molmo2-4B,rgb,dynamic_recognition,dynamic_recognition,157,157,1.0,157,0.41264372570105057,0.2579722080508892,0.30924242918493355,0.25669832270057075,0.1214729791214939,0.43312101910828027,0.44904458598726116
frame 8,4B,Molmo2,Molmo2-4B,rgb,light_change,light_change,288,288,1.0,288,0.4586371527777778,0.31722087065108556,0.40853159060401034,0.3152101837052571,0.15195326643729695,0.4861111111111111,0.4878472222222222
frame 8,4B,Molmo2,Molmo2-4B,rgb,light_recognition,light_recognition,54,54,1.0,54,0.21314593177338276,0.2273434626375803,0.29261484122249465,0.22516481340010752,0.1159039272115994,0.42592592592592593,0.4351851851851852
frame 8,4B,Molmo2,Molmo2-4B,rgb,navigation,navigation,273,273,1.0,273,0.29120879120879123,0.2371844168533369,0.23693019960879977,0.2345631875867352,0.12146058054768982,0.45787545787545786,0.4816849816849817
frame 8,4B,Molmo2,Molmo2-4B,rgb,non_common,non_common,68,68,1.0,68,0.3867239623121976,0.2551556837887431,0.21547657503596096,0.2508686442528394,0.1511387571134013,0.4264705882352941,0.4338235294117647
frame 8,4B,Molmo2,Molmo2-4B,rgb,object_recognition,object_recognition,50,50,1.0,50,0.42298412698412696,0.45558730158730154,0.5089887194241471,0.45025396825396824,0.2559936635179545,0.6,0.7
frame 8,4B,Molmo2,Molmo2-4B,rgb,scene_sequence,scene_sequence,303,303,1.0,303,0.2149064906490649,0.2298382990001469,0.26502082647761543,0.22095124655591877,0.152008518222765,0.38943894389438943,0.41914191419141916
frame 8,4B,Molmo2,Molmo2-4B,rgb,spatial_reasoning,spatial_reasoning,51,51,1.0,51,0.3174863049527134,0.3262009019026044,0.31479357207019465,0.3262009019026044,0.24925674114972884,0.49019607843137253,0.5196078431372549
frame 8,4B,Molmo2,Molmo2-4B,rgb,text_recognition,text_recognition,256,256,1.0,256,0.3472828506382499,0.27434754652981097,0.36759601807804115,0.27285342206951546,0.16768308460678188,0.46484375,0.4921875
frame 8,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,depth,action,depth_action,151,151,1.0,151,0.3203563293141543,0.3001576538174656,0.5571817869630005,0.3001576538174656,0.16482942740261788,0.37748344370860926,0.4105960264900662
frame 8,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,depth,counting,depth_counting,103,103,1.0,103,0.07766990291262135,0.019417475728155338,0.5613607587297377,0.019417475728155338,0.009708737864077669,0.07766990291262135,0.07766990291262135
frame 8,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,depth,dynamic_counting,depth_dynamic_counting,118,118,1.0,118,0.4491525423728814,0.192090395480226,0.7061367200062173,0.192090395480226,0.09366636931311328,0.4830508474576271,0.4872881355932203
frame 8,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,depth,dynamic_recognition,depth_dynamic_recognition,131,131,1.0,131,0.4366775717920756,0.3873682297346419,0.6233370800884778,0.3873682297346419,0.18964206185776378,0.4580152671755725,0.48091603053435117
frame 8,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,depth,navigation,depth_navigation,53,53,1.0,53,0.5283018867924528,0.31734052111410604,0.3291085732981265,0.31734052111410604,0.1328773728497402,0.5283018867924528,0.5471698113207547
frame 8,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,depth,non_common,depth_non_common,56,56,1.0,56,0.9642857142857143,0.8566326530612246,0.8009440861081358,0.8566326530612246,0.41696021160306873,0.9642857142857143,0.9642857142857143
frame 8,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,depth,object_recognition,depth_object_recognition,49,49,1.0,49,0.07959183673469387,0.07585034013605442,0.3878190095565721,0.07585034013605442,0.062040417953177794,0.1836734693877551,0.20408163265306123
frame 8,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,depth,scene_sequence,depth_scene_sequence,53,53,1.0,53,0.6037735849056604,0.4021488469601677,0.3256494371294128,0.4021488469601677,0.1894697178129904,0.6792452830188679,0.7075471698113207
frame 8,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,depth,spatial_reasoning,depth_spatial_reasoning,50,50,1.0,50,0.35374358974358977,0.24774358974358976,0.32208021083294147,0.24774358974358976,0.1139700622323127,0.42,0.43
frame 8,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,event,action,event_action,155,155,1.0,155,0.37911076975593105,0.36764123570575186,0.6313149550384812,0.36748193662172157,0.19642067962729465,0.4838709677419355,0.5193548387096775
frame 8,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,event,counting,event_counting,139,139,1.0,139,0.41007194244604317,0.07194244604316546,0.8000137021482946,0.07194244604316546,0.03597122302158273,0.41007194244604317,0.41007194244604317
frame 8,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,event,dynamic_counting,event_dynamic_counting,130,130,1.0,130,0.5923076923076923,0.1076923076923077,0.8314401073989088,0.1076923076923077,0.05384615384615385,0.6230769230769231,0.6230769230769231
frame 8,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,event,dynamic_recognition,event_dynamic_recognition,123,123,1.0,123,0.5631436314363144,0.5590785907859078,0.804526712295078,0.5590785907859078,0.2827606231727342,0.5121951219512195,0.5284552845528455
frame 8,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,event,navigation,event_navigation,54,54,1.0,54,0.12654320987654322,0.15393298059964725,0.37851711141770616,0.1498177542621987,0.0802239002110093,0.25925925925925924,0.3055555555555556
frame 8,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,event,non_common,event_non_common,57,57,1.0,57,0.9824561403508771,0.9315789473684211,0.9047287296287463,0.9315789473684211,0.4599844205107363,0.9824561403508771,0.9912280701754386
frame 8,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,event,object_recognition,event_object_recognition,54,54,1.0,54,0.40370370370370373,0.41746723380710304,0.5918065437175087,0.41129439430093023,0.23837529275113986,0.5370370370370371,0.5740740740740741
frame 8,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,event,scene_sequence,event_scene_sequence,55,55,1.0,55,0.045454545454545456,0.11840195144100069,0.2632560784378279,0.11840195144100069,0.08437739012292265,0.16363636363636364,0.2727272727272727
frame 8,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,event,spatial_reasoning,event_spatial_reasoning,55,55,1.0,55,0.5056393657941646,0.47654845670325546,0.5302927489267457,0.47654845670325546,0.3203518479297941,0.6,0.6
frame 8,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,ir,action,action,163,163,1.0,163,0.34239261348560673,0.320592004415059,0.3741230464312859,0.31829139091812647,0.16767907496287013,0.5705521472392638,0.6104294478527608
frame 8,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,ir,counting,counting,177,177,1.0,177,0.5875706214689266,0.11242041072549547,0.5407039265414573,0.11242041072549547,0.05055097372863637,0.5932203389830508,0.5932203389830508
frame 8,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,ir,dynamic_counting,dynamic_counting,170,170,1.0,170,0.6058823529411764,0.38454715219421104,0.688128024094671,0.38454715219421104,0.18866981595551208,0.7235294117647059,0.7294117647058823
frame 8,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,ir,dynamic_recognition,dynamic_recognition,165,165,1.0,165,0.552776381867291,0.49198811289720384,0.5983761120035272,0.49198811289720384,0.24916632242698195,0.6121212121212121,0.6272727272727273
frame 8,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,ir,light_change,light_change,176,176,1.0,176,0.5040743978243978,0.37875095233049777,0.5192749514370418,0.37875095233049777,0.17877289836165894,0.5965909090909091,0.5994318181818182
frame 8,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,ir,light_recognition,light_recognition,52,52,1.0,52,0.33800547742855436,0.26474998292305985,0.2596179573758918,0.25505301322609014,0.14667932667976374,0.5384615384615384,0.5769230769230769
frame 8,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,ir,navigation,navigation,165,165,1.0,165,0.32626262626262625,0.3177006698901327,0.40591217494909226,0.3141165834113094,0.15910779284753257,0.5272727272727272,0.5484848484848485
frame 8,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,ir,non_common,non_common,56,56,1.0,56,0.8518145161290323,0.4490372280576266,0.33747568476756146,0.44558100685946983,0.20837404498043544,0.8928571428571429,0.9017857142857143
frame 8,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,ir,object_recognition,object_recognition,51,51,1.0,51,0.3577469257035821,0.42021476845544686,0.3160795722581583,0.408292181238742,0.25806498760935914,0.5294117647058824,0.6274509803921569
frame 8,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,ir,scene_sequence,scene_sequence,177,177,1.0,177,0.25913370998116764,0.285611122749707,0.30975982695303955,0.27994136354887433,0.15239914371839858,0.5141242937853108,0.5677966101694916
frame 8,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,ir,spatial_reasoning,spatial_reasoning,50,50,1.0,50,0.3055093269303796,0.30062837454942715,0.128520322867694,0.28669980312085575,0.19553208303019745,0.6,0.6
frame 8,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,ir,text_recognition,text_recognition,159,159,1.0,159,0.5341427475445234,0.38233954662922476,0.38759558563232255,0.3809706972026617,0.20514831252531573,0.6666666666666666,0.6698113207547169
frame 8,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,rgb,action,action,266,266,1.0,266,0.403765810542621,0.3439095223028741,0.33398946086282455,0.34145742135453255,0.18017897993838095,0.6654135338345865,0.7124060150375939
frame 8,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,rgb,counting,counting,273,273,1.0,273,0.5860805860805861,0.09400439768332745,0.5362834295771689,0.09400439768332745,0.04085246333091197,0.6043956043956044,0.6043956043956044
frame 8,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,rgb,dynamic_counting,dynamic_counting,279,279,1.0,279,0.6724810832337714,0.3144024235422085,0.582794280830853,0.3144024235422085,0.15072347917880813,0.7992831541218638,0.8064516129032258
frame 8,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,rgb,dynamic_recognition,dynamic_recognition,157,157,1.0,157,0.39839458655494625,0.25016822574896763,0.3339558075991902,0.24878649825259044,0.12114274912609081,0.42038216560509556,0.46178343949044587
