answer_rate,answered,bleu_4,input_modality,judge_evaluated,judge_soft_accuracy,judge_strict_accuracy,meteor,model_name,provider,rouge_l_f1,source_modality,source_section,status_counts,task_aware_score,token_f1,total
1.0,118,0.7057463652552053,ir,118,0.3983050847457627,0.3983050847457627,0.09807888364980247,models/internvl/InternVL3_5-4B-Instruct,internvl,0.21045197740112995,depth,depth_dynamic_counting,{'answered': 118},0.3813559322033898,0.21045197740112995,118
1.0,118,0.7065986758221667,rgb,118,0.3644067796610169,0.3644067796610169,0.10008602013508347,models/internvl/InternVL3_5-4B-Instruct,internvl,0.2132768361581921,depth,depth_dynamic_counting,{'answered': 118},0.3474576271186441,0.2132768361581921,118
1.0,131,0.6194241637040285,depth,131,0.44274809160305345,0.4351145038167939,0.16748204811360168,models/internvl/InternVL3_5-4B-Instruct,internvl,0.3464740094511087,depth,depth_dynamic_recognition,{'answered': 131},0.3946564885496183,0.3464740094511087,131
1.0,131,0.6149461400718294,event,131,0.42748091603053434,0.4122137404580153,0.1519339386770406,models/internvl/InternVL3_5-4B-Instruct,internvl,0.31687265236883555,depth,depth_dynamic_recognition,{'answered': 131},0.3755725190839695,0.31687265236883555,131
1.0,131,0.6256109276692394,ir,131,0.4847328244274809,0.4732824427480916,0.18194544134356783,models/internvl/InternVL3_5-4B-Instruct,internvl,0.3762450018175209,depth,depth_dynamic_recognition,{'answered': 131},0.42900763358778626,0.3762450018175209,131
1.0,131,0.6213626328544277,rgb,131,0.46946564885496184,0.45038167938931295,0.172202374088913,models/internvl/InternVL3_5-4B-Instruct,internvl,0.35453168544771596,depth,depth_dynamic_recognition,{'answered': 131},0.4027141645462256,0.35453168544771596,131
1.0,53,0.3255901053310793,depth,53,0.5094339622641509,0.5094339622641509,0.12022907676367683,models/internvl/InternVL3_5-4B-Instruct,internvl,0.284366576819407,depth,depth_navigation,{'answered': 53},0.4528301886792453,0.284366576819407,53
1.0,53,0.3352159354352163,event,53,0.5,0.49056603773584906,0.13947706286866393,models/internvl/InternVL3_5-4B-Instruct,internvl,0.2849955076370171,depth,depth_navigation,{'answered': 53},0.4339622641509434,0.2849955076370171,53
1.0,53,0.3500613012954491,ir,53,0.6037735849056604,0.6037735849056604,0.1772285920493792,models/internvl/InternVL3_5-4B-Instruct,internvl,0.3661275831087152,depth,depth_navigation,{'answered': 53},0.5283018867924528,0.3661275831087152,53
1.0,53,0.3403615735415233,rgb,53,0.5471698113207547,0.5471698113207547,0.16199181981846256,models/internvl/InternVL3_5-4B-Instruct,internvl,0.3321653189577718,depth,depth_navigation,{'answered': 53},0.49056603773584906,0.3321653189577718,53
1.0,56,0.7425319192908192,depth,56,0.5357142857142857,0.5357142857142857,0.21728488692774406,models/internvl/InternVL3_5-4B-Instruct,internvl,0.45357142857142857,depth,depth_non_common,{'answered': 56},0.5357142857142857,0.45357142857142857,56
1.0,56,0.7634570561187569,event,56,0.6964285714285714,0.6964285714285714,0.2984176778819636,models/internvl/InternVL3_5-4B-Instruct,internvl,0.6160714285714286,depth,depth_non_common,{'answered': 56},0.6964285714285714,0.6160714285714286,56
1.0,56,0.7993929149688277,ir,56,0.9285714285714286,0.9285714285714286,0.3991030687459259,models/internvl/InternVL3_5-4B-Instruct,internvl,0.8209183673469388,depth,depth_non_common,{'answered': 56},0.9285714285714286,0.8209183673469388,56
1.0,56,0.796167273657187,rgb,56,0.8928571428571429,0.8928571428571429,0.3869857218071504,models/internvl/InternVL3_5-4B-Instruct,internvl,0.7941326530612245,depth,depth_non_common,{'answered': 56},0.8928571428571429,0.7941326530612245,56
1.0,49,0.49182498324051527,depth,49,0.3163265306122449,0.2857142857142857,0.07469990435216,models/internvl/InternVL3_5-4B-Instruct,internvl,0.11349206349206349,depth,depth_object_recognition,{'answered': 49},0.1349206349206349,0.11349206349206349,49
1.0,49,0.46810368450641937,event,49,0.3163265306122449,0.30612244897959184,0.07841047949130657,models/internvl/InternVL3_5-4B-Instruct,internvl,0.13503401360544218,depth,depth_object_recognition,{'answered': 49},0.1564625850340136,0.13503401360544218,49
1.0,49,0.4981454845931373,ir,49,0.46938775510204084,0.42857142857142855,0.14147675727099518,models/internvl/InternVL3_5-4B-Instruct,internvl,0.24691448007774539,depth,depth_object_recognition,{'answered': 49},0.27356656948493685,0.24691448007774539,49
1.0,49,0.49935592057059325,rgb,49,0.45918367346938777,0.42857142857142855,0.12876759851591804,models/internvl/InternVL3_5-4B-Instruct,internvl,0.21812439261418853,depth,depth_object_recognition,{'answered': 49},0.24295432458697766,0.21812439261418853,49
1.0,53,0.32927976656165114,depth,53,0.6981132075471698,0.6792452830188679,0.1791598744849187,models/internvl/InternVL3_5-4B-Instruct,internvl,0.39448476052249637,depth,depth_scene_sequence,{'answered': 53},0.6226415094339622,0.39448476052249637,53
1.0,53,0.32984729007739866,event,53,0.5943396226415094,0.5849056603773585,0.16151640629480532,models/internvl/InternVL3_5-4B-Instruct,internvl,0.36764705882352944,depth,depth_scene_sequence,{'answered': 53},0.5509433962264151,0.36764705882352944,53
1.0,53,0.3268695290187543,ir,53,0.5943396226415094,0.5849056603773585,0.16079235341026063,models/internvl/InternVL3_5-4B-Instruct,internvl,0.3416545718432511,depth,depth_scene_sequence,{'answered': 53},0.49433962264150944,0.3416545718432511,53
1.0,53,0.33171950215041773,rgb,53,0.4811320754716981,0.4716981132075472,0.15699684500085387,models/internvl/InternVL3_5-4B-Instruct,internvl,0.32663280116110305,depth,depth_scene_sequence,{'answered': 53},0.4188679245283019,0.32663280116110305,53
1.0,50,0.3334868856921051,depth,50,0.6,0.6,0.16016364194348393,models/internvl/InternVL3_5-4B-Instruct,internvl,0.3657142857142857,depth,depth_spatial_reasoning,{'answered': 50},0.5143333333333333,0.3657142857142857,50
1.0,50,0.3413629217858139,event,50,0.6,0.6,0.17109002885671296,models/internvl/InternVL3_5-4B-Instruct,internvl,0.36704761904761907,depth,depth_spatial_reasoning,{'answered': 50},0.5156666666666667,0.36704761904761907,50
1.0,50,0.3377982595055679,ir,50,0.72,0.72,0.1866555432524584,models/internvl/InternVL3_5-4B-Instruct,internvl,0.4176031746031746,depth,depth_spatial_reasoning,{'answered': 50},0.5662222222222222,0.4176031746031746,50
1.0,50,0.3529416993421453,rgb,50,0.66,0.66,0.1802179691833054,models/internvl/InternVL3_5-4B-Instruct,internvl,0.3834126984126984,depth,depth_spatial_reasoning,{'answered': 50},0.5320317460317461,0.3834126984126984,50
1.0,151,0.638533388265918,depth,151,0.40728476821192056,0.3708609271523179,0.15431687407357986,models/internvl/InternVL3_5-4B-Instruct,internvl,0.2859087564385578,event,event_action,{'answered': 151},0.28664459161147904,0.2859087564385578,151
1.0,151,0.644681829290224,event,151,0.39072847682119205,0.3509933774834437,0.15545552505989127,models/internvl/InternVL3_5-4B-Instruct,internvl,0.2807316304005046,event,event_action,{'answered': 151},0.2796278776411227,0.2807316304005046,151
1.0,151,0.6494684148599453,ir,151,0.4602649006622517,0.4304635761589404,0.17888415089230467,models/internvl/InternVL3_5-4B-Instruct,internvl,0.3254493850520341,event,event_action,{'answered': 151},0.32765689057079783,0.3254493850520341,151
1.0,151,0.6558574657803484,rgb,151,0.5,0.4503311258278146,0.18436843618411905,models/internvl/InternVL3_5-4B-Instruct,internvl,0.31497950173446865,event,event_action,{'answered': 151},0.3113003258698623,0.31497950173446865,151
1.0,135,0.8382500548211745,depth,135,0.5851851851851851,0.5851851851851851,0.16335282651072125,models/internvl/InternVL3_5-4B-Instruct,internvl,0.3308641975308642,event,event_counting,{'answered': 135},0.5777777777777777,0.3308641975308642,135
1.0,135,0.8370715097489799,event,135,0.5851851851851851,0.5851851851851851,0.15964912280701754,models/internvl/InternVL3_5-4B-Instruct,internvl,0.3234567901234568,event,event_counting,{'answered': 135},0.5851851851851851,0.3234567901234568,135
1.0,135,0.8527256015605535,ir,135,0.6518518518518519,0.6518518518518519,0.20840749216035256,models/internvl/InternVL3_5-4B-Instruct,internvl,0.41975308641975306,event,event_counting,{'answered': 135},0.6518518518518519,0.41975308641975306,135
1.0,135,0.8559498167100517,rgb,135,0.6592592592592592,0.6592592592592592,0.21971353504534283,models/internvl/InternVL3_5-4B-Instruct,internvl,0.4444444444444444,event,event_counting,{'answered': 135},0.6592592592592592,0.4444444444444444,135
1.0,125,0.8396353221580557,depth,125,0.464,0.464,0.08421052631578947,models/internvl/InternVL3_5-4B-Instruct,internvl,0.17066666666666666,event,event_dynamic_counting,{'answered': 125},0.4,0.17066666666666666,125
1.0,125,0.8609370760110977,event,125,0.456,0.456,0.15242105263157896,models/internvl/InternVL3_5-4B-Instruct,internvl,0.30933333333333335,event,event_dynamic_counting,{'answered': 125},0.4,0.30933333333333335,125
1.0,125,0.8571185899771868,ir,125,0.504,0.504,0.14042105263157895,models/internvl/InternVL3_5-4B-Instruct,internvl,0.2853333333333333,event,event_dynamic_counting,{'answered': 125},0.432,0.2853333333333333,125
1.0,125,0.8512226940900941,rgb,125,0.4,0.4,0.12252631578947368,models/internvl/InternVL3_5-4B-Instruct,internvl,0.25066666666666665,event,event_dynamic_counting,{'answered': 125},0.352,0.25066666666666665,125
1.0,119,0.7459958854032096,depth,119,0.5210084033613446,0.5210084033613446,0.24792017120327756,models/internvl/InternVL3_5-4B-Instruct,internvl,0.49682539682539684,event,event_dynamic_recognition,{'answered': 119},0.5010270774976657,0.49682539682539684,119
1.0,119,0.7475036207035225,event,119,0.5546218487394958,0.5378151260504201,0.23894544494913952,models/internvl/InternVL3_5-4B-Instruct,internvl,0.4765172735760971,event,event_dynamic_recognition,{'answered': 119},0.480718954248366,0.4765172735760971,119
1.0,119,0.7368933490728193,ir,119,0.5378151260504201,0.5210084033613446,0.23586871030271178,models/internvl/InternVL3_5-4B-Instruct,internvl,0.4721488595438175,event,event_dynamic_recognition,{'answered': 119},0.4763505402160864,0.4721488595438175,119
1.0,119,0.7423723513144906,rgb,119,0.5168067226890757,0.46218487394957986,0.2256385312745788,models/internvl/InternVL3_5-4B-Instruct,internvl,0.45294117647058824,event,event_dynamic_recognition,{'answered': 119},0.45714285714285713,0.45294117647058824,119
1.0,53,0.4138223424191412,depth,53,0.24528301886792453,0.22641509433962265,0.10490025767993785,models/internvl/InternVL3_5-4B-Instruct,internvl,0.2173854447439353,event,event_navigation,{'answered': 53},0.1320754716981132,0.2173854447439353,53
1.0,53,0.3928107842666221,event,53,0.24528301886792453,0.22641509433962265,0.10144160265692193,models/internvl/InternVL3_5-4B-Instruct,internvl,0.2069585550717626,event,event_navigation,{'answered': 53},0.1540880503144654,0.2069585550717626,53
1.0,53,0.4071471981191816,ir,53,0.330188679245283,0.3018867924528302,0.1202939729483897,models/internvl/InternVL3_5-4B-Instruct,internvl,0.23668763102725368,event,event_navigation,{'answered': 53},0.1761006289308176,0.2429769392033543,53
1.0,53,0.39770309804687587,rgb,53,0.3490566037735849,0.3018867924528302,0.12601421490852108,models/internvl/InternVL3_5-4B-Instruct,internvl,0.23389187578976703,event,event_navigation,{'answered': 53},0.17295597484276728,0.24018118396586766,53
1.0,56,0.8831395088502596,depth,56,0.8571428571428571,0.8571428571428571,0.39676985659128516,models/internvl/InternVL3_5-4B-Instruct,internvl,0.8053571428571429,event,event_non_common,{'answered': 56},0.8571428571428571,0.8053571428571429,56
1.0,56,0.8910542601747453,event,56,0.9375,0.9285714285714286,0.43248414230557086,models/internvl/InternVL3_5-4B-Instruct,internvl,0.8767857142857143,event,event_non_common,{'answered': 56},0.9285714285714286,0.8767857142857143,56
1.0,56,0.8995776665004392,ir,56,0.9910714285714286,0.9821428571428571,0.45926985659128516,models/internvl/InternVL3_5-4B-Instruct,internvl,0.9303571428571429,event,event_non_common,{'answered': 56},0.9821428571428571,0.9303571428571429,56
1.0,56,0.8967365310585412,rgb,56,0.9642857142857143,0.9642857142857143,0.4503412851627137,models/internvl/InternVL3_5-4B-Instruct,internvl,0.9125,event,event_non_common,{'answered': 56},0.9642857142857143,0.9125,56
1.0,53,0.5261954196510396,depth,53,0.4528301886792453,0.37735849056603776,0.14486497741615145,models/internvl/InternVL3_5-4B-Instruct,internvl,0.30952380952380953,event,event_object_recognition,{'answered': 53},0.3113207547169811,0.30952380952380953,53
1.0,53,0.5107459626123294,event,53,0.39622641509433965,0.33962264150943394,0.13289140649599146,models/internvl/InternVL3_5-4B-Instruct,internvl,0.26317759808325847,event,event_object_recognition,{'answered': 53},0.2557651991614256,0.26737047020065885,53
1.0,53,0.5581561202551739,ir,53,0.5377358490566038,0.4716981132075472,0.1995964075614597,models/internvl/InternVL3_5-4B-Instruct,internvl,0.3981608538212312,event,event_object_recognition,{'answered': 53},0.38878406708595387,0.3981608538212312,53
1.0,53,0.5703512804476069,rgb,53,0.5471698113207547,0.5094339622641509,0.2251674586339869,models/internvl/InternVL3_5-4B-Instruct,internvl,0.4114255765199161,event,event_object_recognition,{'answered': 53},0.3978436657681941,0.4114255765199161,53
1.0,54,0.33159428303364147,depth,54,0.16666666666666666,0.12962962962962962,0.06368222434142802,models/internvl/InternVL3_5-4B-Instruct,internvl,0.10848929953407566,event,event_scene_sequence,{'answered': 54},0.07407407407407407,0.10848929953407566,54
1.0,54,0.33071569158077674,event,54,0.18518518518518517,0.12962962962962962,0.05724986215093826,models/internvl/InternVL3_5-4B-Instruct,internvl,0.08981447073234514,event,event_scene_sequence,{'answered': 54},0.05555555555555555,0.08981447073234514,54
1.0,54,0.3540925506969423,ir,54,0.26851851851851855,0.18518518518518517,0.0794976718951201,models/internvl/InternVL3_5-4B-Instruct,internvl,0.1493612354723466,event,event_scene_sequence,{'answered': 54},0.1111111111111111,0.1493612354723466,54
1.0,54,0.3551176483081338,rgb,54,0.3148148148148148,0.25925925925925924,0.10150911212814231,models/internvl/InternVL3_5-4B-Instruct,internvl,0.16188343626154572,event,event_scene_sequence,{'answered': 54},0.11728395061728394,0.16188343626154572,54
1.0,54,0.40984181488403526,depth,54,0.48148148148148145,0.48148148148148145,0.18656419794023452,models/internvl/InternVL3_5-4B-Instruct,internvl,0.32292768959435625,event,event_spatial_reasoning,{'answered': 54},0.35255731922398587,0.32292768959435625,54
1.0,54,0.4887659535578561,event,54,0.48148148148148145,0.48148148148148145,0.25148726256842496,models/internvl/InternVL3_5-4B-Instruct,internvl,0.38343755010421676,event,event_spatial_reasoning,{'answered': 54},0.4130671797338464,0.38343755010421676,54
1.0,54,0.47939886592583975,ir,54,0.5740740740740741,0.5740740740740741,0.29089976472070556,models/internvl/InternVL3_5-4B-Instruct,internvl,0.42138447971781307,event,event_spatial_reasoning,{'answered': 54},0.4510141093474427,0.42138447971781307,54
1.0,54,0.4771753817689463,rgb,54,0.5833333333333334,0.5740740740740741,0.2865825034630187,models/internvl/InternVL3_5-4B-Instruct,internvl,0.41308054085831863,event,event_spatial_reasoning,{'answered': 54},0.44271017048794825,0.41308054085831863,54
1.0,158,0.34650132135447187,depth,158,0.43670886075949367,0.37341772151898733,0.09685140900271114,models/internvl/InternVL3_5-4B-Instruct,internvl,0.19323529845681744,ir,action,{'answered': 158},0.2262366501290552,0.19323529845681744,158
1.0,158,0.3502656255275072,event,158,0.4430379746835443,0.379746835443038,0.09628951247836705,models/internvl/InternVL3_5-4B-Instruct,internvl,0.1933163179998623,ir,action,{'answered': 158},0.22484242199432072,0.1933163179998623,158
1.0,158,0.36694894887676227,ir,158,0.5253164556962026,0.45569620253164556,0.12758746285284622,models/internvl/InternVL3_5-4B-Instruct,internvl,0.24839499459752626,ir,action,{'answered': 158},0.27632378170352856,0.24839499459752626,158
1.0,158,0.36858379938318925,rgb,158,0.5632911392405063,0.47468354430379744,0.14762216520818075,models/internvl/InternVL3_5-4B-Instruct,internvl,0.2781375797198582,ir,action,{'answered': 158},0.3083275374414615,0.27994589798387265,158
1.0,171,0.5505289912777153,depth,171,0.49707602339181284,0.49707602339181284,0.11947326484240853,models/internvl/InternVL3_5-4B-Instruct,internvl,0.25639857218804585,ir,counting,{'answered': 171},0.49707602339181284,0.25639857218804585,171
1.0,171,0.5615767112786424,event,171,0.5146198830409356,0.5146198830409356,0.15429825535440825,models/internvl/InternVL3_5-4B-Instruct,internvl,0.32608765503502346,ir,counting,{'answered': 171},0.5146198830409356,0.32608765503502346,171
1.0,171,0.5696917075129714,ir,171,0.6023391812865497,0.6023391812865497,0.17647871094447481,models/internvl/InternVL3_5-4B-Instruct,internvl,0.3665220744168113,ir,counting,{'answered': 171},0.5964912280701754,0.3665220744168113,171
1.0,171,0.5666376847777608,rgb,171,0.5614035087719298,0.5614035087719298,0.16612946181406224,models/internvl/InternVL3_5-4B-Instruct,internvl,0.3446897157423473,ir,counting,{'answered': 171},0.5555555555555556,0.3446897157423473,171
1.0,162,0.6634968458863872,depth,162,0.4351851851851852,0.43209876543209874,0.1464035503415473,models/internvl/InternVL3_5-4B-Instruct,internvl,0.3031941994904958,ir,dynamic_counting,{'answered': 162},0.3765432098765432,0.3031941994904958,162
1.0,162,0.6560020764022152,event,162,0.4228395061728395,0.41975308641975306,0.12375942099229902,models/internvl/InternVL3_5-4B-Instruct,internvl,0.2592984518910445,ir,dynamic_counting,{'answered': 162},0.35185185185185186,0.2592984518910445,162
1.0,162,0.6569950018753392,ir,162,0.4166666666666667,0.41358024691358025,0.12690922975980512,models/internvl/InternVL3_5-4B-Instruct,internvl,0.2656280619243582,ir,dynamic_counting,{'answered': 162},0.345679012345679,0.2656280619243582,162
1.0,162,0.6560608823235828,rgb,162,0.3950617283950617,0.3888888888888889,0.12423418028110267,models/internvl/InternVL3_5-4B-Instruct,internvl,0.26055261610817165,ir,dynamic_counting,{'answered': 162},0.345679012345679,0.26055261610817165,162
1.0,157,0.5555803833463717,depth,157,0.4426751592356688,0.4267515923566879,0.15951552543150577,models/internvl/InternVL3_5-4B-Instruct,internvl,0.3272699699451292,ir,dynamic_recognition,{'answered': 157},0.3885855828530988,0.3272699699451292,157
1.0,157,0.5490982756887577,event,157,0.3535031847133758,0.33121019108280253,0.11798271554400662,models/internvl/InternVL3_5-4B-Instruct,internvl,0.24392055220080697,ir,dynamic_recognition,{'answered': 157},0.30082903649782633,0.24392055220080697,157
1.0,157,0.551187585472891,ir,157,0.4140127388535032,0.3885350318471338,0.133752463825536,models/internvl/InternVL3_5-4B-Instruct,internvl,0.274801154259753,ir,dynamic_recognition,{'answered': 157},0.3405264233289711,0.274801154259753,157
1.0,157,0.5535145744225278,rgb,157,0.3885350318471338,0.3503184713375796,0.12853513758390028,models/internvl/InternVL3_5-4B-Instruct,internvl,0.25587109281376796,ir,dynamic_recognition,{'answered': 157},0.3195166475421253,0.25587109281376796,157
1.0,168,0.4952801155997319,depth,168,0.4880952380952381,0.48214285714285715,0.12881114160012017,models/internvl/InternVL3_5-4B-Instruct,internvl,0.2804869403083689,ir,light_change,{'answered': 168},0.39958682190825046,0.2814026912241198,168
1.0,168,0.4786445813542653,event,168,0.31547619047619047,0.30357142857142855,0.06787586979682393,models/internvl/InternVL3_5-4B-Instruct,internvl,0.15162377305234448,ir,light_change,{'answered': 168},0.2269689305403591,0.1525395239680954,168
1.0,168,0.48628834865582393,ir,168,0.35714285714285715,0.35119047619047616,0.08751451356178146,models/internvl/InternVL3_5-4B-Instruct,internvl,0.1869161592375878,ir,light_change,{'answered': 168},0.2715728385371243,0.1869161592375878,168
1.0,168,0.48530526046086236,rgb,168,0.3601190476190476,0.35714285714285715,0.08752339708383679,models/internvl/InternVL3_5-4B-Instruct,internvl,0.189656573585145,ir,light_change,{'answered': 168},0.26717039574182433,0.189656573585145,168
1.0,51,0.2338464303404201,depth,51,0.43137254901960786,0.4117647058823529,0.11399604828607009,models/internvl/InternVL3_5-4B-Instruct,internvl,0.21938758409346645,ir,light_recognition,{'answered': 51},0.27808661926308986,0.21938758409346645,51
1.0,51,0.22459046808014696,event,51,0.39215686274509803,0.35294117647058826,0.11261588398062375,models/internvl/InternVL3_5-4B-Instruct,internvl,0.1980080921257392,ir,light_recognition,{'answered': 51},0.2563336445689387,0.1980080921257392,51
1.0,51,0.24227861857341493,ir,51,0.47058823529411764,0.45098039215686275,0.11215498192274954,models/internvl/InternVL3_5-4B-Instruct,internvl,0.2302341449400273,ir,light_recognition,{'answered': 51},0.2673645526586703,0.2302341449400273,51
1.0,51,0.2477915888785819,rgb,51,0.47058823529411764,0.43137254901960786,0.11647468794265911,models/internvl/InternVL3_5-4B-Instruct,internvl,0.2208598590951532,ir,light_recognition,{'answered': 51},0.2875208669326316,0.22303850833262598,51
1.0,156,0.3642788546750837,depth,156,0.2564102564102564,0.25,0.08195982123034791,models/internvl/InternVL3_5-4B-Instruct,internvl,0.15896418396418396,ir,navigation,{'answered': 156},0.16025641025641027,0.16361925111925113,156
1.0,156,0.3799268648797919,event,156,0.2467948717948718,0.23076923076923078,0.09371468413077653,models/internvl/InternVL3_5-4B-Instruct,internvl,0.1701127032009385,ir,navigation,{'answered': 156},0.16025641025641027,0.175521918168977,156
1.0,156,0.3752384685680943,ir,156,0.30448717948717946,0.28846153846153844,0.11163928922164766,models/internvl/InternVL3_5-4B-Instruct,internvl,0.21134435365204596,ir,navigation,{'answered': 156},0.21047008547008547,0.21514471995241227,156
1.0,156,0.37432850988030275,rgb,156,0.3076923076923077,0.28846153846153844,0.11077014124266224,models/internvl/InternVL3_5-4B-Instruct,internvl,0.20871771034037379,ir,navigation,{'answered': 156},0.20405982905982906,0.21258555302400595,156
1.0,56,0.3224075675723483,depth,56,0.75,0.7321428571428571,0.15852178015238697,models/internvl/InternVL3_5-4B-Instruct,internvl,0.34725033420685597,ir,non_common,{'answered': 56},0.717391304347826,0.34725033420685597,56
1.0,56,0.3219242022993314,event,56,0.7857142857142857,0.7678571428571429,0.16637063251783688,models/internvl/InternVL3_5-4B-Instruct,internvl,0.36356616123696867,ir,non_common,{'answered': 56},0.735248447204969,0.36356616123696867,56
1.0,56,0.3251188036613132,ir,56,0.8571428571428571,0.8392857142857143,0.17733442821704173,models/internvl/InternVL3_5-4B-Instruct,internvl,0.3863153352283787,ir,non_common,{'answered': 56},0.7718253968253969,0.38763808655113,56
1.0,56,0.3272462744435963,rgb,56,0.8214285714285714,0.8035714285714286,0.18136941463326825,models/internvl/InternVL3_5-4B-Instruct,internvl,0.3925262539392974,ir,non_common,{'answered': 56},0.7351190476190477,0.3925262539392974,56
1.0,50,0.21785537493270277,depth,50,0.23,0.16,0.04383580428494815,models/internvl/InternVL3_5-4B-Instruct,internvl,0.09687363857332898,ir,object_recognition,{'answered': 50},0.07544444444444444,0.09687363857332898,50
1.0,50,0.24351095463239084,event,50,0.28,0.18,0.11559044396188156,models/internvl/InternVL3_5-4B-Instruct,internvl,0.19687167390572963,ir,object_recognition,{'answered': 50},0.15575213675213676,0.2041244211584769,50
1.0,50,0.2517660976496433,ir,50,0.38,0.28,0.13997437179955038,models/internvl/InternVL3_5-4B-Instruct,internvl,0.24937457921049253,ir,object_recognition,{'answered': 50},0.21604761904761904,0.2603936301057044,50
1.0,50,0.2714896293001043,rgb,50,0.41,0.28,0.1653214134936745,models/internvl/InternVL3_5-4B-Instruct,internvl,0.285160232612245,ir,object_recognition,{'answered': 50},0.24611721611721613,0.3016161451207891,50
1.0,169,0.28303749060772054,depth,169,0.33136094674556216,0.3076923076923077,0.0794059419684946,models/internvl/InternVL3_5-4B-Instruct,internvl,0.18009622843237075,ir,scene_sequence,{'answered': 169},0.22583826429980275,0.18184946095483404,169
1.0,169,0.28459838691516154,event,169,0.3343195266272189,0.3076923076923077,0.08234020885365431,models/internvl/InternVL3_5-4B-Instruct,internvl,0.1791053963435404,ir,scene_sequence,{'answered': 169},0.20927021696252465,0.18279585738511805,169
1.0,169,0.2977758698991969,ir,169,0.41124260355029585,0.3727810650887574,0.1087487820726941,models/internvl/InternVL3_5-4B-Instruct,internvl,0.23293993526812934,ir,scene_sequence,{'answered': 169},0.2354043392504931,0.23584626570482417,169
1.0,169,0.29403839741582016,rgb,169,0.4467455621301775,0.39644970414201186,0.10164822086527708,models/internvl/InternVL3_5-4B-Instruct,internvl,0.21335869181635758,ir,scene_sequence,{'answered': 169},0.19743589743589743,0.21747530170219823,169
1.0,49,0.05892731087576585,depth,49,0.25510204081632654,0.24489795918367346,0.06077508636559718,models/internvl/InternVL3_5-4B-Instruct,internvl,0.10756567695343205,ir,spatial_reasoning,{'answered': 49},0.1212925962925963,0.11691941845003069,49
1.0,49,0.16983435916515177,event,49,0.3469387755102041,0.3469387755102041,0.23887370742518113,models/internvl/InternVL3_5-4B-Instruct,internvl,0.3397041034195896,ir,spatial_reasoning,{'answered': 49},0.34553500720967706,0.346506824508025,49
1.0,49,0.1656283195085026,ir,49,0.5510204081632653,0.5510204081632653,0.26102756216750667,models/internvl/InternVL3_5-4B-Instruct,internvl,0.3685988048232946,ir,spatial_reasoning,{'answered': 49},0.36665517022659877,0.3773451605084258,49
1.0,49,0.1905743358320307,rgb,49,0.6326530612244898,0.6122448979591837,0.27287748509193815,models/internvl/InternVL3_5-4B-Instruct,internvl,0.38550100692957834,ir,spatial_reasoning,{'answered': 49},0.38841645882462206,0.39457130171415883,49
