source_qa_id,question,source_modality,source_section,ground_truth_answer,primary_best_modalities,best_input_modalities,is_tie,tie_break_level,rgb_composite_score,rgb_rank,rgb_judge_score,rgb_task_aware_score,rgb_text_metric_mean,rgb_token_f1,ir_composite_score,ir_rank,ir_judge_score,ir_task_aware_score,ir_text_metric_mean,ir_token_f1,event_composite_score,event_rank,event_judge_score,event_task_aware_score,event_text_metric_mean,event_token_f1,depth_composite_score,depth_rank,depth_judge_score,depth_task_aware_score,depth_text_metric_mean,depth_token_f1
depth__check_mailbox_split_seg2_check_mailbox__depth_dynamic_recognition__01,Are there any moving objects in this scene?,depth,depth_dynamic_recognition,No.,rgb;ir;event,rgb;ir;event,True,unresolved_multi_best,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0
depth__check_mailbox_split_seg2_check_mailbox__depth_navigation__01,Is the staircase a safe path for moving between these levels?,depth,depth_navigation,"Yes, it is.",rgb;ir;event,rgb;ir;event,True,unresolved_multi_best,0.7835524784475448,1,1.0,1.0,0.27130223726934705,0.5,0.7835524784475448,1,1.0,1.0,0.27130223726934705,0.5,0.7835524784475448,1,1.0,1.0,0.27130223726934705,0.5,0.005690147726550687,2,0.0,0.0,0.03793431817700458,0.0
depth__check_mailbox_split_seg2_check_mailbox__depth_non_common__01,Are there any floating objects in the depth stream?,depth,depth_non_common,No.,rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0
depth__check_mailbox_split_seg2_check_mailbox__depth_object_recognition__01,What is the primary geometric structure visible in front of me?,depth,depth_object_recognition,An exterior stairwell.,rgb;ir;event,rgb;ir;event,True,unresolved_multi_best,0.7154674251663302,1,1.0,0.0,0.10311616777553521,0.0,0.7154674251663302,1,1.0,0.0,0.10311616777553521,0.0,0.7154674251663302,1,1.0,0.0,0.10311616777553521,0.0,0.03194715521231362,2,0.0,0.0,0.2129810347487575,0.0
depth__check_mailbox_split_seg2_check_mailbox__depth_scene_sequence__01,Does the path I am following move along a single horizontal level?,depth,depth_scene_sequence,"No, it moves vertically.",rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.7627596236886635,1,1.0,1.0,0.19497406783433302,0.4,0.7627596236886635,1,1.0,1.0,0.19497406783433302,0.4,0.7627596236886635,1,1.0,1.0,0.19497406783433302,0.4,0.7627596236886635,1,1.0,1.0,0.19497406783433302,0.4
depth__check_mailbox_split_seg2_check_mailbox__depth_spatial_reasoning__01,Is the staircase railing closer to me than the tree on the left?,depth,depth_spatial_reasoning,"Yes, it is closer.",rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.7627596236886635,1,1.0,1.0,0.19497406783433302,0.4,0.7627596236886635,1,1.0,1.0,0.19497406783433302,0.4,0.7627596236886635,1,1.0,1.0,0.19497406783433302,0.4,0.7627596236886635,1,1.0,1.0,0.19497406783433302,0.4
depth__check_mailbox_split_seg3_check_mailbox__depth_action__01,What is the primary action I am performing as the camera moves?,depth,depth_action,Moving forward.,depth,depth,False,composite_score,0.7154674251663302,2,1.0,0.0,0.10311616777553521,0.0,0.7154674251663302,2,1.0,0.0,0.10311616777553521,0.0,0.7154674251663302,2,1.0,0.0,0.10311616777553521,0.0,0.990625,1,1.0,1.0,0.9791666666666666,1.0
depth__check_mailbox_split_seg3_check_mailbox__depth_counting__01,How many cars are visible in the parking area at the end of the sequence?,depth,depth_counting,Two.,rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.04204482076268573,1,0.0,0.0,0.2802988050845715,0.0,0.04204482076268573,1,0.0,0.0,0.2802988050845715,0.0,0.04204482076268573,1,0.0,0.0,0.2802988050845715,0.0,0.04204482076268573,1,0.0,0.0,0.2802988050845715,0.0
depth__check_mailbox_split_seg3_check_mailbox__depth_dynamic_counting__01,How many people walk past me during the sequence?,depth,depth_dynamic_counting,Zero.,event;depth,event;depth,True,unresolved_multi_best,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0,0.7420448207626857,1,1.0,1.0,0.2802988050845715,0.0,0.7420448207626857,1,1.0,1.0,0.2802988050845715,0.0
depth__check_mailbox_split_seg3_check_mailbox__depth_navigation__01,Is the current path I am following a dead-end or does it lead to an open area?,depth,depth_navigation,It leads to an open area.,rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.47813979068219353,1,0.5,0.0,0.39783163392992243,0.5714285714285715,0.47813979068219353,1,0.5,0.0,0.39783163392992243,0.5714285714285715,0.47813979068219353,1,0.5,0.0,0.39783163392992243,0.5714285714285715,0.47813979068219353,1,0.5,0.0,0.39783163392992243,0.5714285714285715
depth__check_mailbox_split_seg3_check_mailbox__depth_non_common__01,Are there any floating objects or depth artifacts visible in the corridor walls?,depth,depth_non_common,No.,rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0
depth__check_mailbox_split_seg3_check_mailbox__depth_object_recognition__01,What is the primary architectural feature located to the right side of the corridor that defines the boundary of the space?,depth,depth_object_recognition,A balcony railing.,rgb,rgb,False,composite_score,0.8254917842825796,1,1.0,0.5,0.5032785618838642,0.5,0.015467425166330283,2,0.0,0.0,0.10311616777553521,0.0,0.015467425166330283,2,0.0,0.0,0.10311616777553521,0.0,0.015467425166330283,2,0.0,0.0,0.10311616777553521,0.0
depth__check_mailbox_split_seg3_check_mailbox__depth_scene_sequence__01,What structure do I pass immediately before entering the open area where cars are parked?,depth,depth_scene_sequence,The stairwell and balcony.,rgb;event,rgb;event,True,unresolved_multi_best,0.35569014772655067,1,0.5,0.0,0.03793431817700458,0.0,0.005690147726550687,2,0.0,0.0,0.03793431817700458,0.0,0.35569014772655067,1,0.5,0.0,0.03793431817700458,0.0,0.005690147726550687,2,0.0,0.0,0.03793431817700458,0.0
depth__check_mailbox_split_seg3_check_mailbox__depth_spatial_reasoning__01,Is the staircase located closer to me than the balcony railing?,depth,depth_spatial_reasoning,"No, it is farther.",rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.7627596236886635,1,1.0,1.0,0.19497406783433302,0.4,0.7627596236886635,1,1.0,1.0,0.19497406783433302,0.4,0.7627596236886635,1,1.0,1.0,0.19497406783433302,0.4,0.7627596236886635,1,1.0,1.0,0.19497406783433302,0.4
depth__check_mailbox_split_seg4_check_mailbox__depth_action__01,What is my primary action during the video?,depth,depth_action,Walking forward.,rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.03194715521231362,1,0.0,0.0,0.2129810347487575,0.0,0.03194715521231362,1,0.0,0.0,0.2129810347487575,0.0,0.03194715521231362,1,0.0,0.0,0.2129810347487575,0.0,0.03194715521231362,1,0.0,0.0,0.2129810347487575,0.0
depth__check_mailbox_split_seg4_check_mailbox__depth_action__02,Which object do I interact with at the end?,depth,depth_action,Mailboxes.,rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.7420448207626857,1,1.0,0.0,0.2802988050845715,0.0,0.7420448207626857,1,1.0,0.0,0.2802988050845715,0.0,0.7420448207626857,1,1.0,0.0,0.2802988050845715,0.0,0.7420448207626857,1,1.0,0.0,0.2802988050845715,0.0
depth__check_mailbox_split_seg4_check_mailbox__depth_action__03,Do I use my hand to reach for the mailboxes?,depth,depth_action,Yes.,rgb;ir;depth,rgb;ir;depth,True,unresolved_multi_best,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0
depth__check_mailbox_split_seg4_check_mailbox__depth_action__04,Am I climbing the stairs?,depth,depth_action,No.,rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0
depth__check_mailbox_split_seg4_check_mailbox__depth_action__05,Do I walk through any doors?,depth,depth_action,Yes.,rgb;ir;event,rgb;ir;event,True,unresolved_multi_best,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0
depth__check_mailbox_split_seg4_check_mailbox__depth_action__06,Do I stop to look at the outdoor bushes?,depth,depth_action,No.,rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0
depth__check_mailbox_split_seg4_check_mailbox__depth_action__07,What is the spatial result of my final hand movement?,depth,depth_action,Reaching the mailboxes.,event,event,False,composite_score,0.01510687698678384,3,0.0,0.0,0.10071251324522561,0.0,0.3651068769867838,2,0.5,0.0,0.10071251324522561,0.0,0.7225900500902461,1,1.0,0.0,0.15060033393497413,0.0,0.01510687698678384,3,0.0,0.0,0.10071251324522561,0.0
depth__check_mailbox_split_seg4_check_mailbox__depth_action__08,Do I turn around and go back?,depth,depth_action,No.,rgb;ir,rgb;ir,True,unresolved_multi_best,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0
depth__check_mailbox_split_seg4_check_mailbox__depth_counting__01,How many people are walking in the distance?,depth,depth_counting,One.,rgb;ir;event,rgb;ir;event,True,unresolved_multi_best,0.7420448207626857,1,1.0,1.0,0.2802988050845715,0.0,0.7420448207626857,1,1.0,1.0,0.2802988050845715,0.0,0.7420448207626857,1,1.0,1.0,0.2802988050845715,0.0,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0
depth__check_mailbox_split_seg4_check_mailbox__depth_counting__02,How many staircases are visible?,depth,depth_counting,One.,rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.04204482076268573,1,0.0,0.0,0.2802988050845715,0.0,0.04204482076268573,1,0.0,0.0,0.2802988050845715,0.0,0.04204482076268573,1,0.0,0.0,0.2802988050845715,0.0,0.04204482076268573,1,0.0,0.0,0.2802988050845715,0.0
depth__check_mailbox_split_seg4_check_mailbox__depth_counting__05,How many distinct outdoor garden areas do I visit?,depth,depth_counting,One.,depth,depth,False,composite_score,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0,0.7420448207626857,1,1.0,1.0,0.2802988050845715,0.0
depth__check_mailbox_split_seg4_check_mailbox__depth_counting__06,How many times do I pass through a doorway transition?,depth,depth_counting,Two.,rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.7420448207626857,1,1.0,1.0,0.2802988050845715,0.0,0.7420448207626857,1,1.0,1.0,0.2802988050845715,0.0,0.7420448207626857,1,1.0,1.0,0.2802988050845715,0.0,0.7420448207626857,1,1.0,1.0,0.2802988050845715,0.0
depth__check_mailbox_split_seg4_check_mailbox__depth_counting__07,How many human figures appear in the building hallways?,depth,depth_counting,One.,ir;event,ir;event,True,unresolved_multi_best,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0,0.7420448207626857,1,1.0,1.0,0.2802988050845715,0.0,0.7420448207626857,1,1.0,1.0,0.2802988050845715,0.0,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0
depth__check_mailbox_split_seg4_check_mailbox__depth_dynamic_counting__01,How many people approach me from the front?,depth,depth_dynamic_counting,Zero.,rgb;event;depth,rgb;event;depth,True,unresolved_multi_best,0.7420448207626857,1,1.0,1.0,0.2802988050845715,0.0,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0,0.7420448207626857,1,1.0,1.0,0.2802988050845715,0.0,0.7420448207626857,1,1.0,1.0,0.2802988050845715,0.0
depth__check_mailbox_split_seg4_check_mailbox__depth_dynamic_counting__02,How many people do I see walking away?,depth,depth_dynamic_counting,One.,ir;event,ir;event,True,unresolved_multi_best,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0,0.7420448207626857,1,1.0,1.0,0.2802988050845715,0.0,0.7420448207626857,1,1.0,1.0,0.2802988050845715,0.0,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0
depth__check_mailbox_split_seg4_check_mailbox__depth_dynamic_counting__03,How many vehicles are moving in the scene?,depth,depth_dynamic_counting,Zero.,rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.7420448207626857,1,1.0,1.0,0.2802988050845715,0.0,0.7420448207626857,1,1.0,1.0,0.2802988050845715,0.0,0.7420448207626857,1,1.0,1.0,0.2802988050845715,0.0,0.7420448207626857,1,1.0,1.0,0.2802988050845715,0.0
depth__check_mailbox_split_seg4_check_mailbox__depth_dynamic_counting__05,How many moving objects pass me on the left?,depth,depth_dynamic_counting,Zero.,ir;depth,ir;depth,True,unresolved_multi_best,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0,0.7420448207626857,1,1.0,1.0,0.2802988050845715,0.0,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0,0.7420448207626857,1,1.0,1.0,0.2802988050845715,0.0
depth__check_mailbox_split_seg4_check_mailbox__depth_dynamic_counting__06,How many dynamic entities appear in the outdoor section?,depth,depth_dynamic_counting,One.,rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.7420448207626857,1,1.0,1.0,0.2802988050845715,0.0,0.7420448207626857,1,1.0,1.0,0.2802988050845715,0.0,0.7420448207626857,1,1.0,1.0,0.2802988050845715,0.0,0.7420448207626857,1,1.0,1.0,0.2802988050845715,0.0
depth__check_mailbox_split_seg4_check_mailbox__depth_dynamic_counting__08,How many human figures are seen throughout the entire sequence?,depth,depth_dynamic_counting,One.,ir;event;depth,ir;event;depth,True,unresolved_multi_best,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0,0.7420448207626857,1,1.0,1.0,0.2802988050845715,0.0,0.7420448207626857,1,1.0,1.0,0.2802988050845715,0.0,0.7420448207626857,1,1.0,1.0,0.2802988050845715,0.0
depth__check_mailbox_split_seg4_check_mailbox__depth_dynamic_recognition__01,Is the person in the distance moving toward me?,depth,depth_dynamic_recognition,No.,rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0
depth__check_mailbox_split_seg4_check_mailbox__depth_dynamic_recognition__02,Does the person vanish behind a wall?,depth,depth_dynamic_recognition,Yes.,rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.04204482076268573,1,0.0,0.0,0.2802988050845715,0.0,0.04204482076268573,1,0.0,0.0,0.2802988050845715,0.0,0.04204482076268573,1,0.0,0.0,0.2802988050845715,0.0,0.04204482076268573,1,0.0,0.0,0.2802988050845715,0.0
depth__check_mailbox_split_seg4_check_mailbox__depth_dynamic_recognition__03,At what frame does the person first appear in the distance?,depth,depth_dynamic_recognition,Frame 300.,rgb;ir,rgb;ir,True,unresolved_multi_best,0.8254917842825796,1,1.0,0.5,0.5032785618838642,0.5,0.8254917842825796,1,1.0,0.5,0.5032785618838642,0.5,0.8025785340098742,2,1.0,0.4,0.3917934013356697,0.4,0.7853894480223966,3,1.0,0.3333333333333333,0.30663672418971494,0.3333333333333333
depth__check_mailbox_split_seg4_check_mailbox__depth_dynamic_recognition__04,Is there a car moving in the background?,depth,depth_dynamic_recognition,No.,rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0
depth__check_mailbox_split_seg4_check_mailbox__depth_dynamic_recognition__05,Does the human figure enter a doorway?,depth,depth_dynamic_recognition,Yes.,rgb;ir;event,rgb;ir;event,True,unresolved_multi_best,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0
depth__check_mailbox_split_seg4_check_mailbox__depth_dynamic_recognition__06,Is the dynamic object a person?,depth,depth_dynamic_recognition,Yes.,ir;event;depth,ir;event;depth,True,unresolved_multi_best,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0
depth__check_mailbox_split_seg4_check_mailbox__depth_navigation__01,What landmark is visible on the right side of the hallway as I approach the end of my path?,depth,depth_navigation,A staircase.,rgb;ir,rgb;ir,True,unresolved_multi_best,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0
depth__check_mailbox_split_seg4_check_mailbox__depth_non_common__01,"Are there any physically impossible occurrences, like floating objects, in the depth stream?",depth,depth_non_common,No.,rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0
depth__check_mailbox_split_seg4_check_mailbox__depth_object_recognition__01,What is the 3D shape of the mailbox slots seen at the end of the video?,depth,depth_object_recognition,Rectangular.,rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0
depth__check_mailbox_split_seg4_check_mailbox__depth_scene_sequence__01,Where am I between passing through the first and second doorway?,depth,depth_scene_sequence,Outdoors.,depth,depth,False,composite_score,0.03194715521231362,3,0.0,0.0,0.2129810347487575,0.0,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0,0.03194715521231362,3,0.0,0.0,0.2129810347487575,0.0,0.7319471552123136,1,1.0,0.0,0.2129810347487575,0.0
depth__check_mailbox_split_seg4_check_mailbox__depth_spatial_reasoning__01,"As I walk toward the mailboxes, is the staircase on my left or my right?",depth,depth_spatial_reasoning,Right.,rgb;ir;depth,rgb;ir;depth,True,unresolved_multi_best,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0
depth__check_mailbox_split_seg5_check_mailbox__depth_action__01,Am I descending or ascending the stairs?,depth,depth_action,I am descending.,rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.7835524784475448,1,1.0,0.5,0.27130223726934705,0.5,0.7835524784475448,1,1.0,0.5,0.27130223726934705,0.5,0.7835524784475448,1,1.0,0.5,0.27130223726934705,0.5,0.7835524784475448,1,1.0,0.5,0.27130223726934705,0.5
depth__check_mailbox_split_seg5_check_mailbox__depth_counting__01,How many distinct depth layers can I observe in the scene?,depth,depth_counting,Five depth layers.,rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.005690147726550687,1,0.0,0.0,0.03793431817700458,0.0,0.005690147726550687,1,0.0,0.0,0.03793431817700458,0.0,0.005690147726550687,1,0.0,0.0,0.03793431817700458,0.0,0.005690147726550687,1,0.0,0.0,0.03793431817700458,0.0
depth__check_mailbox_split_seg5_check_mailbox__depth_dynamic_counting__01,How many dynamic entities move through the scene?,depth,depth_dynamic_counting,Zero.,rgb;event,rgb;event,True,unresolved_multi_best,0.7420448207626857,1,1.0,1.0,0.2802988050845715,0.0,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0,0.7420448207626857,1,1.0,1.0,0.2802988050845715,0.0,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0
depth__check_mailbox_split_seg5_check_mailbox__depth_dynamic_recognition__01,Is there any object moving toward me?,depth,depth_dynamic_recognition,No.,rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0
depth__check_mailbox_split_seg5_check_mailbox__depth_navigation__01,Is the path I am following a direct descent?,depth,depth_navigation,"Yes, it is a direct descent.",rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.0007700777542309049,1,0.0,0.0,0.005133851694872699,0.0,0.0007700777542309049,1,0.0,0.0,0.005133851694872699,0.0,0.0007700777542309049,1,0.0,0.0,0.005133851694872699,0.0,0.0007700777542309049,1,0.0,0.0,0.005133851694872699,0.0
