anls,answer_rate,answered,character_f1,conciseness_violation_rate,incremental_peak_gpu_gb_max,judge_evaluated,judge_label_counts,judge_soft_accuracy,judge_strict_accuracy,judge_strict_accuracy_ci95,judge_unjudgeable_rate,latency_mean_seconds,latency_median_seconds,latency_p95_seconds,model_key,normalized_exact_match,peak_gpu_gb_max,repetition_rate,rouge_l_f1,section,status_counts,task_aware_score,task_aware_score_ci95,throughput_qa_per_hour,token_f1,token_f1_ci95,total
0.5284552845528455,1.0,123,0.6261524633839421,0.0,2.057,0,{},,,"{""mean"": null, ""low"": null, ""high"": null}",,0.7830317073170732,0.6276,1.3469,internvl:InternVL3_5-4B-Instruct:frame:73289310,0.5284552845528455,7.213,0.008130081300813009,0.5388437217705511,event_dynamic_recognition,"{""answered"": 123}",0.5429087624209575,"{""mean"": 0.5429087624209575, ""low"": 0.45528455284552843, ""high"": 0.6305329719963866}",4597.514974629566,0.5388437217705511,"{""mean"": 0.5388437217705511, ""low"": 0.45167118337850043, ""high"": 0.6237579042457091}",123
0.16196400225438337,1.0,54,0.3796484599880347,0.0,2.062,0,{},,,"{""mean"": null, ""low"": null, ""high"": null}",,0.7304277777777778,0.6267,1.0169,internvl:InternVL3_5-4B-Instruct:frame:73289310,0.12962962962962962,7.218,0.018518518518518517,0.21394901394901394,event_navigation,"{""answered"": 54}",0.15432098765432098,"{""mean"": 0.15432098765432098, ""low"": 0.06172839506172839, ""high"": 0.25925925925925924}",4928.618693763928,0.22657527657527657,"{""mean"": 0.22657527657527657, ""low"": 0.13095238095238096, ""high"": 0.3324514991181658}",54
0.8771929824561403,1.0,57,0.8976188477573519,0.0,2.057,0,{},,,"{""mean"": null, ""low"": null, ""high"": null}",,0.6507894736842105,0.628,0.7081,internvl:InternVL3_5-4B-Instruct:frame:73289310,0.8771929824561403,7.213,0.0,0.9140350877192982,event_non_common,"{""answered"": 57}",0.9649122807017544,"{""mean"": 0.9649122807017544, ""low"": 0.9122807017543859, ""high"": 1.0}",5531.7428224828145,0.9140350877192982,"{""mean"": 0.9140350877192982, ""low"": 0.8508771929824561, ""high"": 0.9701754385964912}",57
0.19382716049382717,1.0,54,0.4857025155282065,0.0,2.064,0,{},,,"{""mean"": null, ""low"": null, ""high"": null}",,0.86,0.7764,1.3124,internvl:InternVL3_5-4B-Instruct:frame:73289310,0.18518518518518517,7.22,0.0,0.31722290055623387,event_object_recognition,"{""answered"": 54}",0.30061728395061726,"{""mean"": 0.30061728395061726, ""low"": 0.1882716049382716, ""high"": 0.4166666666666667}",4186.0465116279065,0.31722290055623387,"{""mean"": 0.31722290055623387, ""low"": 0.205670872337539, ""high"": 0.4331840998507665}",54
0.05655455655455655,1.0,55,0.43133547196277294,0.0,2.062,0,{},,,"{""mean"": null, ""low"": null, ""high"": null}",,1.0951472727272726,0.9311,2.1149,internvl:InternVL3_5-4B-Instruct:frame:73289310,0.03636363636363636,7.218,0.07272727272727272,0.08434030615848798,event_scene_sequence,"{""answered"": 55}",0.06363636363636363,"{""mean"": 0.06363636363636363, ""low"": 0.00909090909090909, ""high"": 0.13636363636363635}",3287.2291148886575,0.08434030615848798,"{""mean"": 0.08434030615848798, ""low"": 0.03602952602952603, ""high"": 0.14507754871391235}",55
0.24637723473636786,1.0,55,0.5656871806498642,0.0,2.068,0,{},,,"{""mean"": null, ""low"": null, ""high"": null}",,0.7882963636363637,0.7767,1.0871,internvl:InternVL3_5-4B-Instruct:frame:73289310,0.2,7.224,0.0,0.3825108225108225,event_spatial_reasoning,"{""answered"": 55}",0.4116017316017316,"{""mean"": 0.4116017316017316, ""low"": 0.3025108225108225, ""high"": 0.5206926406926407}",4566.810359740106,0.3825108225108225,"{""mean"": 0.3825108225108225, ""low"": 0.28484848484848485, ""high"": 0.4860606060606061}",55
0.20495813515655964,1.0,464,0.31531220529329296,0.0,2.059,0,{},,,"{""mean"": null, ""low"": null, ""high"": null}",,0.6506344827586207,0.6266,0.7803,internvl:InternVL3_5-4B-Instruct:frame:73289310,0.20043103448275862,7.215,0.0,0.27446751221789256,light_change,"{""answered"": 464}",0.40831403988731574,"{""mean"": 0.40831403988731574, ""low"": 0.3665156682398062, ""high"": 0.45131067447877793}",5533.060566873719,0.27446751221789256,"{""mean"": 0.27446751221789256, ""low"": 0.24048215666179662, ""high"": 0.30793753062072027}",464
0.11730087015844776,1.0,106,0.44755059377225836,0.0,2.062,0,{},,,"{""mean"": null, ""low"": null, ""high"": null}",,0.7340877358490566,0.7053,0.9396,internvl:InternVL3_5-4B-Instruct:frame:73289310,0.07547169811320754,7.218,0.0,0.24470990225707207,light_recognition,"{""answered"": 106}",0.2677393884941055,"{""mean"": 0.2677393884941055, ""low"": 0.20325764382368156, ""high"": 0.3409186201639032}",4904.045966435045,0.25264641019358003,"{""mean"": 0.25264641019358003, ""low"": 0.19771774347246046, ""high"": 0.31680552152250263}",106
0.13909146822970733,1.0,438,0.3403678234161224,0.0091324200913242,2.059,0,{},,,"{""mean"": null, ""low"": null, ""high"": null}",,0.750101598173516,0.6274,0.9396,internvl:InternVL3_5-4B-Instruct:frame:73289310,0.12557077625570776,7.215,0.00684931506849315,0.2106647930256862,navigation,"{""answered"": 438}",0.228310502283105,"{""mean"": 0.228310502283105, ""low"": 0.1906392694063927, ""high"": 0.2648401826484018}",4799.349859760248,0.21215664612172097,"{""mean"": 0.21215664612172097, ""low"": 0.17894306725894155, ""high"": 0.2425719447979722}",438
0.31451612903225806,1.0,124,0.407594235534201,0.0,2.065,0,{},,,"{""mean"": null, ""low"": null, ""high"": null}",,0.6720354838709678,0.6291,1.0113,internvl:InternVL3_5-4B-Instruct:frame:73289310,0.31451612903225806,7.221,0.0,0.4285279149321926,non_common,"{""answered"": 124}",0.7971818504076569,"{""mean"": 0.7971818504076569, ""low"": 0.7211981566820277, ""high"": 0.8640552995391705}",5356.859996831963,0.4285279149321926,"{""mean"": 0.4285279149321926, ""low"": 0.3525802602415506, ""high"": 0.5012719544364005}",124
0.1795736005404031,1.0,101,0.47644723011456114,0.0,2.067,0,{},,,"{""mean"": null, ""low"": null, ""high"": null}",,0.8868227722772277,0.8199,1.3637,internvl:InternVL3_5-4B-Instruct:frame:73289310,0.1782178217821782,7.223,0.0,0.31970107720413987,object_recognition,"{""answered"": 101}",0.29125412541254125,"{""mean"": 0.29125412541254125, ""low"": 0.21776677667766778, ""high"": 0.36999842841427}",4059.435675919485,0.3262555832294551,"{""mean"": 0.3262555832294551, ""low"": 0.2538415968516585, ""high"": 0.40484547713626096}",101
0.11826451169708242,1.0,480,0.4031087827599997,0.008333333333333333,2.064,0,{},,,"{""mean"": null, ""low"": null, ""high"": null}",,0.91057875,0.7005,1.5662,internvl:InternVL3_5-4B-Instruct:frame:73289310,0.10416666666666667,7.22,0.027083333333333334,0.215600353800346,scene_sequence,"{""answered"": 480}",0.22652777777777777,"{""mean"": 0.22652777777777777, ""low"": 0.1907986111111111, ""high"": 0.26371527777777776}",3953.529554692549,0.21854912517466885,"{""mean"": 0.21854912517466885, ""low"": 0.18900909390778783, ""high"": 0.24751770334448858}",480
0.1199161511206302,1.0,101,0.431009835052989,0.0,2.068,0,{},,,"{""mean"": null, ""low"": null, ""high"": null}",,0.8477089108910891,0.7835,1.1732,internvl:InternVL3_5-4B-Instruct:frame:73289310,0.06930693069306931,7.224,0.0,0.33871340745478623,spatial_reasoning,"{""answered"": 101}",0.37604571211382354,"{""mean"": 0.37604571211382354, ""low"": 0.3088147420872799, ""high"": 0.43766582846832974}",4246.7407782888295,0.3436639025042912,"{""mean"": 0.3436639025042912, ""low"": 0.280515210538507, ""high"": 0.4017948173206733}",101
0.1808897939367785,1.0,415,0.38379340308042964,0.0024096385542168677,2.151,0,{},,,"{""mean"": null, ""low"": null, ""high"": null}",,0.7835990361445783,0.6304,1.2459,internvl:InternVL3_5-4B-Instruct:frame:73289310,0.13975903614457832,7.307,0.0,0.25710926434010933,text_recognition,"{""answered"": 415}",0.36442393048296323,"{""mean"": 0.36442393048296323, ""low"": 0.3224337061782777, ""high"": 0.4055817360859268}",4594.186355451031,0.2585179981372202,"{""mean"": 0.2585179981372202, ""low"": 0.22540809301008205, ""high"": 0.29049947217913197}",415
0.17169689782473765,1.0,429,0.5060892721035081,0.07692307692307693,4.839,0,{},,,"{""mean"": null, ""low"": null, ""high"": null}",,2.4322680652680653,2.3118,3.1968,molmo2:Molmo2-4B:frame:78bd9c18,0.1445221445221445,13.883,0.009324009324009324,0.29491793670752314,action,"{""answered"": 429}",0.3328882545862345,"{""mean"": 0.3328882545862345, ""low"": 0.29473369257602794, ""high"": 0.37196406970061535}",1480.1000150463417,0.2993313368030417,"{""mean"": 0.2993313368030417, ""low"": 0.26640613581541406, ""high"": 0.33144091220278127}",429
0.04483762748255502,1.0,450,0.06878265349687133,0.017777777777777778,4.839,0,{},,,"{""mean"": null, ""low"": null, ""high"": null}",,2.3066546666666667,2.2718,2.2967,molmo2:Molmo2-4B:frame:78bd9c18,0.042222222222222223,13.883,0.0044444444444444444,0.06800409269653919,counting,"{""answered"": 450}",0.35333333333333333,"{""mean"": 0.35333333333333333, ""low"": 0.3088888888888889, ""high"": 0.4}",1560.7017608762126,0.06810285812863795,"{""mean"": 0.06810285812863795, ""low"": 0.05039925207576594, ""high"": 0.0891246459916855}",450
0.2696472353829106,1.0,151,0.5225856378440373,0.013245033112582781,4.839,0,{},,,"{""mean"": null, ""low"": null, ""high"": null}",,2.3447033112582782,2.2917,2.5875,molmo2:Molmo2-4B:frame:78bd9c18,0.24503311258278146,13.883,0.006622516556291391,0.30440911811922383,depth_action,"{""answered"": 151}",0.33473201990687046,"{""mean"": 0.33473201990687046, ""low"": 0.26394653316431665, ""high"": 0.40410116177069144}",1535.375491950012,0.3051882377140816,"{""mean"": 0.3051882377140816, ""low"": 0.23496456231854854, ""high"": 0.3738148025563194}",151
0.07350901525658807,1.0,103,0.09749955967769391,0.0,4.839,0,{},,,"{""mean"": null, ""low"": null, ""high"": null}",,2.274261165048544,2.273,2.29,molmo2:Molmo2-4B:frame:78bd9c18,0.06796116504854369,13.883,0.0,0.10258899676375405,depth_counting,"{""answered"": 103}",0.27184466019417475,"{""mean"": 0.27184466019417475, ""low"": 0.18446601941747573, ""high"": 0.34951456310679613}",1582.931659444292,0.10258899676375405,"{""mean"": 0.10258899676375405, ""low"": 0.05080906148867314, ""high"": 0.15889967637540453}",103
0.11864406779661017,1.0,118,0.12275729271084668,0.0,4.839,0,{},,,"{""mean"": null, ""low"": null, ""high"": null}",,2.281307627118644,2.273,2.2896,molmo2:Molmo2-4B:frame:78bd9c18,0.11864406779661017,13.883,0.0,0.12203389830508475,depth_dynamic_counting,"{""answered"": 118}",0.3389830508474576,"{""mean"": 0.3389830508474576, ""low"": 0.2542372881355932, ""high"": 0.423728813559322}",1578.0423285337026,0.12203389830508475,"{""mean"": 0.12203389830508475, ""low"": 0.06779661016949153, ""high"": 0.18135593220338983}",118
0.23525872814743848,1.0,131,0.36570115755892535,0.030534351145038167,4.839,0,{},,,"{""mean"": null, ""low"": null, ""high"": null}",,2.332141221374046,2.2761,2.5852,molmo2:Molmo2-4B:frame:78bd9c18,0.1984732824427481,13.883,0.0,0.269629225736096,depth_dynamic_recognition,"{""answered"": 131}",0.3089058524173028,"{""mean"": 0.3089058524173028, ""low"": 0.2376590330788804, ""high"": 0.38778625954198476}",1543.645799407877,0.269629225736096,"{""mean"": 0.269629225736096, ""low"": 0.20321701199563794, ""high"": 0.34331152308251545}",131
0.1509433962264151,1.0,53,0.36573302325854157,0.018867924528301886,4.839,0,{},,,"{""mean"": null, ""low"": null, ""high"": null}",,2.307022641509434,2.2726,2.3485,molmo2:Molmo2-4B:frame:78bd9c18,0.1509433962264151,13.883,0.0,0.3105962417082449,depth_navigation,"{""answered"": 53}",0.5094339622641509,"{""mean"": 0.5094339622641509, ""low"": 0.3584905660377358, ""high"": 0.6415094339622641}",1560.4528257445272,0.3105962417082449,"{""mean"": 0.3105962417082449, ""low"": 0.21841295329854143, ""high"": 0.4079065588499551}",53
0.0,1.0,56,0.11220736070447537,0.30357142857142855,4.839,0,{},,,"{""mean"": null, ""low"": null, ""high"": null}",,2.7169482142857144,2.5844,3.4707,molmo2:Molmo2-4B:frame:78bd9c18,0.0,13.883,0.017857142857142856,0.025181016214450864,depth_non_common,"{""answered"": 56}",0.03571428571428571,"{""mean"": 0.03571428571428571, ""low"": 0.0, ""high"": 0.08928571428571429}",1325.016053331896,0.025181016214450864,"{""mean"": 0.025181016214450864, ""low"": 0.0066217976552323055, ""high"": 0.046188731903017616}",56
0.04539496958203571,1.0,49,0.3182473083094287,0.061224489795918366,4.839,0,{},,,"{""mean"": null, ""low"": null, ""high"": null}",,2.4496510204081634,2.4011,2.8626,molmo2:Molmo2-4B:frame:78bd9c18,0.02040816326530612,13.883,0.0,0.10306122448979592,depth_object_recognition,"{""answered"": 49}",0.11564625850340136,"{""mean"": 0.11564625850340136, ""low"": 0.04081632653061224, ""high"": 0.19727891156462585}",1469.5970854657348,0.10306122448979592,"{""mean"": 0.10306122448979592, ""low"": 0.04251700680272109, ""high"": 0.17414965986394557}",49
0.18328840970350405,1.0,53,0.3662427129893926,0.05660377358490566,4.839,0,{},,,"{""mean"": null, ""low"": null, ""high"": null}",,2.3292509433962265,2.2738,2.7146,molmo2:Molmo2-4B:frame:78bd9c18,0.16981132075471697,13.883,0.018867924528301886,0.3491404612159329,depth_scene_sequence,"{""answered"": 53}",0.5283018867924528,"{""mean"": 0.5283018867924528, ""low"": 0.39622641509433965, ""high"": 0.660377358490566}",1545.561250154921,0.3491404612159329,"{""mean"": 0.3491404612159329, ""low"": 0.25429769392033547, ""high"": 0.45052410901467504}",53
0.16884615384615384,1.0,50,0.4608708531678271,0.0,4.839,0,{},,,"{""mean"": null, ""low"": null, ""high"": null}",,2.28967,2.2753,2.3507,molmo2:Molmo2-4B:frame:78bd9c18,0.16,13.883,0.0,0.3611904761904762,depth_spatial_reasoning,"{""answered"": 50}",0.49647619047619046,"{""mean"": 0.49647619047619046, ""low"": 0.3698095238095238, ""high"": 0.6131428571428571}",1572.2789746994106,0.3611904761904762,"{""mean"": 0.3611904761904762, ""low"": 0.2623809523809524, ""high"": 0.4597142857142857}",50
0.2815027546594772,1.0,449,0.31196497824190134,0.0,4.839,0,{},,,"{""mean"": null, ""low"": null, ""high"": null}",,2.273,2.2718,2.2914,molmo2:Molmo2-4B:frame:78bd9c18,0.2739420935412027,13.883,0.0,0.305780089744455,dynamic_counting,"{""answered"": 449}",0.5604058401385795,"{""mean"": 0.5604058401385795, ""low"": 0.510913140311804, ""high"": 0.6027220984904726}",1583.809942806863,0.305780089744455,"{""mean"": 0.305780089744455, ""low"": 0.264152761368797, ""high"": 0.3460227968023068}",449
0.2837917775805975,1.0,322,0.43569391200833196,0.003105590062111801,4.839,0,{},,,"{""mean"": null, ""low"": null, ""high"": null}",,2.2982524844720498,2.2737,2.4237,molmo2:Molmo2-4B:frame:78bd9c18,0.27639751552795033,13.883,0.0,0.3514624935816021,dynamic_recognition,"{""answered"": 322}",0.45280309752359443,"{""mean"": 0.45280309752359443, ""low"": 0.40007909619710863, ""high"": 0.5072591487187761}",1566.4075310798526,0.35208361159402446,"{""mean"": 0.35208361159402446, ""low"": 0.30504367613063266, ""high"": 0.39694086107129584}",322
0.307180855364217,1.0,155,0.5692757838350938,0.0,4.839,0,{},,,"{""mean"": null, ""low"": null, ""high"": null}",,2.294652258064516,2.2854,2.3476,molmo2:Molmo2-4B:frame:78bd9c18,0.25161290322580643,13.883,0.0,0.3376164874551971,event_action,"{""answered"": 155}",0.3490860215053763,"{""mean"": 0.3490860215053763, ""low"": 0.27956989247311825, ""high"": 0.4203225806451613}",1568.865167847485,0.3376164874551971,"{""mean"": 0.3376164874551971, ""low"": 0.27025089605734764, ""high"": 0.4075089605734767}",155
0.07194244604316546,1.0,139,0.07194244604316546,0.0,4.839,0,{},,,"{""mean"": null, ""low"": null, ""high"": null}",,2.2681107913669063,2.2712,2.2819,molmo2:Molmo2-4B:frame:78bd9c18,0.07194244604316546,13.883,0.0,0.07194244604316546,event_counting,"{""answered"": 139}",0.39568345323741005,"{""mean"": 0.39568345323741005, ""low"": 0.31654676258992803, ""high"": 0.4748201438848921}",1587.2240517097543,0.07194244604316546,"{""mean"": 0.07194244604316546, ""low"": 0.03597122302158273, ""high"": 0.11510791366906475}",139
0.1,1.0,130,0.1,0.0,4.839,0,{},,,"{""mean"": null, ""low"": null, ""high"": null}",,2.270590769230769,2.2721,2.277,molmo2:Molmo2-4B:frame:78bd9c18,0.1,13.883,0.0,0.1,event_dynamic_counting,"{""answered"": 130}",0.47692307692307695,"{""mean"": 0.47692307692307695, ""low"": 0.3923076923076923, ""high"": 0.5615384615384615}",1585.4904585997283,0.1,"{""mean"": 0.1, ""low"": 0.05384615384615385, ""high"": 0.15384615384615385}",130
0.5191960252935862,1.0,123,0.6230325419374513,0.0,4.839,0,{},,,"{""mean"": null, ""low"": null, ""high"": null}",,2.28380162601626,2.2734,2.3624,molmo2:Molmo2-4B:frame:78bd9c18,0.4959349593495935,13.883,0.0,0.532520325203252,event_dynamic_recognition,"{""answered"": 123}",0.5365853658536586,"{""mean"": 0.5365853658536586, ""low"": 0.45772357723577234, ""high"": 0.6195121951219512}",1576.3190458357121,0.532520325203252,"{""mean"": 0.532520325203252, ""low"": 0.45284552845528453, ""high"": 0.6154471544715447}",123
0.16769547325102882,1.0,54,0.4420508717174112,0.1111111111111111,4.839,0,{},,,"{""mean"": null, ""low"": null, ""high"": null}",,2.381835185185185,2.2751,2.7215,molmo2:Molmo2-4B:frame:78bd9c18,0.14814814814814814,13.883,0.018518518518518517,0.2535236625514403,event_navigation,"{""answered"": 54}",0.18518518518518517,"{""mean"": 0.18518518518518517, ""low"": 0.09259259259259259, ""high"": 0.28703703703703703}",1511.439591786912,0.26790858318636096,"{""mean"": 0.26790858318636096, ""low"": 0.17414756025867137, ""high"": 0.37098030570252793}",54
0.21052631578947367,1.0,57,0.2987286454391568,0.2807017543859649,4.839,0,{},,,"{""mean"": null, ""low"": null, ""high"": null}",,2.6055070175438595,2.5502,3.1974,molmo2:Molmo2-4B:frame:78bd9c18,0.21052631578947367,13.883,0.0,0.2227920227920228,event_non_common,"{""answered"": 57}",0.2222222222222222,"{""mean"": 0.2222222222222222, ""low"": 0.11695906432748537, ""high"": 0.3333333333333333}",1381.6888520199118,0.2227920227920228,"{""mean"": 0.2227920227920228, ""low"": 0.11887839256260309, ""high"": 0.3333333333333333}",57
