anls,answer_length_chars,baseline_gpu_gb,benchmark_type,bleu_4,boolean_accuracy,character_f1,conciseness_violation,frame_count,ground_truth_answer,incremental_peak_gpu_gb,input_type,judge_error_type,judge_label,judge_model,judge_reason,judge_score,latency_seconds,max_frames_per_item,meteor,modality,model_answer,model_key,model_name,normalized_exact_match,numeric_accuracy,pair_key,peak_gpu_gb,provider,qa_id,question,reason,record_id,repetition_flag,repetition_ratio,rouge_l_f1,section,sequence_order_score,set_f1,source_path,status,task_aware_metric,task_aware_reason,task_aware_score,token_f1,token_precision,token_recall
0.0,3,5.156,fixed_8frame_aligned_4b_frame_input_cu130_v1,0.1353352832366127,,0.35294117647058826,False,8,A tea table setup.,2.034,frame,too_vague,partially_correct,gemini-3.1-flash-lite,"Too vague, misses the table setup.",0.5,0.6218,,0.17857142857142855,rgb,tea,internvl:InternVL3_5-4B-Instruct:frame:73289310,/home/multimodality/Documents/Multimodality/annotationpipeline/models/internvl/InternVL3_5-4B-Instruct,0.0,,aligned_dataset/brew_tea_split/Seg1/rgb,7.19,internvl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__scene_sequence__01,What is the first thing I see after the darkness?,,4579a299c15fe409e288bd78,False,0.0,0.5,scene_sequence,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned_4b/aligned_qa_frame_answers_InternVL3_5-4B-Instruct.json,answered,sequence_order_score,Ordered or temporal answer.,0.0,0.5,1.0,0.3333333333333333
0.0,6,5.156,fixed_8frame_aligned_4b_frame_input_cu130_v1,0.30934850332660563,,0.28571428571428575,False,8,The silver kettle.,2.029,frame,wrong_entity,incorrect,gemini-3.1-flash-lite,Wrong object interacted with.,0.0,0.7,,0.0,rgb,Teapot,internvl:InternVL3_5-4B-Instruct:frame:73289310,/home/multimodality/Documents/Multimodality/annotationpipeline/models/internvl/InternVL3_5-4B-Instruct,0.0,,aligned_dataset/brew_tea_split/Seg1/rgb,7.185,internvl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__scene_sequence__05,What did the hand interact with first?,,6cae23845459bf7c98522dcd,False,0.0,0.0,scene_sequence,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned_4b/aligned_qa_frame_answers_InternVL3_5-4B-Instruct.json,answered,sequence_order_score,Ordered or temporal answer.,0.0,0.0,0.0,0.0
0.0,30,5.156,fixed_8frame_aligned_4b_frame_input_cu130_v1,0.2730120862709067,,0.6122448979591836,False,8,The tea table with all objects.,2.032,frame,missing_detail,partially_correct,gemini-3.1-flash-lite,Focuses on the action rather than the final state/scene.,0.5,1.0872,,0.1,rgb,the tea is poured into the cup,internvl:InternVL3_5-4B-Instruct:frame:73289310,/home/multimodality/Documents/Multimodality/annotationpipeline/models/internvl/InternVL3_5-4B-Instruct,0.0,,aligned_dataset/brew_tea_split/Seg1/rgb,7.188,internvl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__scene_sequence__06,What is the final scene shown in the video?,,32aa598c58eea928a104625a,False,0.0,0.20000000000000004,scene_sequence,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned_4b/aligned_qa_frame_answers_InternVL3_5-4B-Instruct.json,answered,sequence_order_score,Ordered or temporal answer.,0.0,0.20000000000000004,0.2,0.2
1.0,2,5.156,fixed_8frame_aligned_4b_frame_input_cu130_v1,1.0,1.0,1.0,False,8,No.,2.029,frame,none,correct,gemini-3.1-flash-lite,Correct answer.,1.0,0.6258,,0.5,rgb,No,internvl:InternVL3_5-4B-Instruct:frame:73289310,/home/multimodality/Documents/Multimodality/annotationpipeline/models/internvl/InternVL3_5-4B-Instruct,1.0,,aligned_dataset/brew_tea_split/Seg1/rgb,7.185,internvl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__scene_sequence__07,Did the camera move between different rooms?,,6c4ba291002e179ea601feb0,False,0.0,1.0,scene_sequence,1.0,1.0,outputs/benchmarks/vlm_8frame_aligned_4b/aligned_qa_frame_answers_InternVL3_5-4B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,1.0,1.0,1.0
1.0,3,5.156,fixed_8frame_aligned_4b_frame_input_cu130_v1,1.0,,1.0,False,8,Red.,2.034,frame,none,correct,gemini-3.1-flash-lite,Correct color.,1.0,0.6219,,0.5,rgb,Red,internvl:InternVL3_5-4B-Instruct:frame:73289310,/home/multimodality/Documents/Multimodality/annotationpipeline/models/internvl/InternVL3_5-4B-Instruct,1.0,,aligned_dataset/brew_tea_split/Seg1/rgb,7.19,internvl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__scene_sequence__10,What is the color of the basket in the background?,,7ed527c1fa29af38010cdbaf,False,0.0,1.0,scene_sequence,1.0,1.0,outputs/benchmarks/vlm_8frame_aligned_4b/aligned_qa_frame_answers_InternVL3_5-4B-Instruct.json,answered,sequence_order_score,Ordered or temporal answer.,1.0,1.0,1.0,1.0
0.0,12,5.156,fixed_8frame_aligned_4b_frame_input_cu130_v1,0.10283257773094409,,0.3902439024390244,False,8,On the metallic kettle and the pot lid.,2.035,frame,wrong_entity,incorrect,gemini-3.1-flash-lite,Wrong location.,0.0,0.7802,,0.08928571428571427,rgb,on the stove,internvl:InternVL3_5-4B-Instruct:frame:73289310,/home/multimodality/Documents/Multimodality/annotationpipeline/models/internvl/InternVL3_5-4B-Instruct,0.0,,aligned_dataset/brew_tea_split/Seg1/rgb,7.191,internvl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__light_recognition__01,Where are the strongest light reflections visible in the scene?,,8dbf8eb85a72f8aeea6ee980,False,0.0,0.25,light_recognition,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned_4b/aligned_qa_frame_answers_InternVL3_5-4B-Instruct.json,answered,set_f1,Ground truth contains multiple concepts.,0.0,0.25,0.5,0.16666666666666666
0.0,2,5.156,fixed_8frame_aligned_4b_frame_input_cu130_v1,0.36787944117144233,,0.5,False,8,Turn on.,2.034,frame,none,correct,gemini-3.1-flash-lite,Semantically equivalent.,1.0,0.621,,0.2631578947368421,rgb,On,internvl:InternVL3_5-4B-Instruct:frame:73289310,/home/multimodality/Documents/Multimodality/annotationpipeline/models/internvl/InternVL3_5-4B-Instruct,0.0,,aligned_dataset/brew_tea_split/Seg1/rgb,7.19,internvl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__light_change__01,Did the lights turn on or off at the beginning?,,b73915bc8e4979980f40b6cb,False,0.0,0.6666666666666666,light_change,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned_4b/aligned_qa_frame_answers_InternVL3_5-4B-Instruct.json,answered,token_f1,General open-ended short answer.,0.6666666666666666,0.6666666666666666,1.0,0.5
0.0,6,5.156,fixed_8frame_aligned_4b_frame_input_cu130_v1,0.04186576731652839,0.0,0.22222222222222224,False,8,"No, it remains consistent.",2.035,frame,contradiction,incorrect,gemini-3.1-flash-lite,Contradicts reference.,0.0,0.7027,,0.0,rgb,Darker,internvl:InternVL3_5-4B-Instruct:frame:73289310,/home/multimodality/Documents/Multimodality/annotationpipeline/models/internvl/InternVL3_5-4B-Instruct,0.0,,aligned_dataset/brew_tea_split/Seg1/rgb,7.191,internvl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__light_change__02,Is the light getting brighter or darker after the initial transition?,,2dffe8dd51a9624fce070afd,False,0.0,0.0,light_change,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned_4b/aligned_qa_frame_answers_InternVL3_5-4B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,0.0,0.0,0.0,0.0
1.0,2,5.156,fixed_8frame_aligned_4b_frame_input_cu130_v1,1.0,1.0,1.0,False,8,No.,2.026,frame,none,correct,gemini-3.1-flash-lite,Correct answer.,1.0,0.6235,,0.5,rgb,No,internvl:InternVL3_5-4B-Instruct:frame:73289310,/home/multimodality/Documents/Multimodality/annotationpipeline/models/internvl/InternVL3_5-4B-Instruct,1.0,,aligned_dataset/brew_tea_split/Seg1/rgb,7.182,internvl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__light_change__03,Is the light source moving?,,6d61d74e5293c6671d87f5be,False,0.0,1.0,light_change,1.0,1.0,outputs/benchmarks/vlm_8frame_aligned_4b/aligned_qa_frame_answers_InternVL3_5-4B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,1.0,1.0,1.0
0.0,3,5.156,fixed_8frame_aligned_4b_frame_input_cu130_v1,0.8408964152537145,0.0,0.0,False,8,No.,2.026,frame,contradiction,incorrect,gemini-3.1-flash-lite,Contradicts reference.,0.0,0.6234,,0.0,rgb,Yes,internvl:InternVL3_5-4B-Instruct:frame:73289310,/home/multimodality/Documents/Multimodality/annotationpipeline/models/internvl/InternVL3_5-4B-Instruct,0.0,,aligned_dataset/brew_tea_split/Seg1/rgb,7.182,internvl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__light_change__04,Does the light color change?,,6022818efeafcf6eb0b33e36,False,0.0,0.0,light_change,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned_4b/aligned_qa_frame_answers_InternVL3_5-4B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,0.0,0.0,0.0,0.0
0.0,3,5.156,fixed_8frame_aligned_4b_frame_input_cu130_v1,0.8408964152537145,0.0,0.0,False,8,No.,2.031,frame,contradiction,incorrect,gemini-3.1-flash-lite,Contradicts reference.,0.0,0.6236,,0.0,rgb,Yes,internvl:InternVL3_5-4B-Instruct:frame:73289310,/home/multimodality/Documents/Multimodality/annotationpipeline/models/internvl/InternVL3_5-4B-Instruct,0.0,,aligned_dataset/brew_tea_split/Seg1/rgb,7.187,internvl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__light_change__05,Is there a flickering of the light?,,5ce1a7e6ae0675c5804cc104,False,0.0,0.0,light_change,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned_4b/aligned_qa_frame_answers_InternVL3_5-4B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,0.0,0.0,0.0,0.0
0.0,3,5.156,fixed_8frame_aligned_4b_frame_input_cu130_v1,0.8408964152537145,0.0,0.0,False,8,No.,2.029,frame,contradiction,incorrect,gemini-3.1-flash-lite,Contradicts reference.,0.0,0.6273,,0.0,rgb,Yes,internvl:InternVL3_5-4B-Instruct:frame:73289310,/home/multimodality/Documents/Multimodality/annotationpipeline/models/internvl/InternVL3_5-4B-Instruct,0.0,,aligned_dataset/brew_tea_split/Seg1/rgb,7.185,internvl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__light_change__06,Are there shadows moving across the table?,,2da0ebb242b842149c903b2f,False,0.0,0.0,light_change,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned_4b/aligned_qa_frame_answers_InternVL3_5-4B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,0.0,0.0,0.0,0.0
1.0,2,5.156,fixed_8frame_aligned_4b_frame_input_cu130_v1,1.0,1.0,1.0,False,8,No.,2.037,frame,none,correct,gemini-3.1-flash-lite,Correct answer.,1.0,0.6237,,0.5,rgb,no,internvl:InternVL3_5-4B-Instruct:frame:73289310,/home/multimodality/Documents/Multimodality/annotationpipeline/models/internvl/InternVL3_5-4B-Instruct,1.0,,aligned_dataset/brew_tea_split/Seg1/rgb,7.193,internvl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__light_change__07,Does any external light like a car's headlight pass by?,,5694c4b8274db39cd2e43c7f,False,0.0,1.0,light_change,1.0,1.0,outputs/benchmarks/vlm_8frame_aligned_4b/aligned_qa_frame_answers_InternVL3_5-4B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,1.0,1.0,1.0
0.0,2,5.156,fixed_8frame_aligned_4b_frame_input_cu130_v1,0.8408964152537145,0.0,0.0,False,8,Yes.,2.029,frame,contradiction,incorrect,gemini-3.1-flash-lite,Contradicts reference.,0.0,0.6244,,0.0,rgb,No,internvl:InternVL3_5-4B-Instruct:frame:73289310,/home/multimodality/Documents/Multimodality/annotationpipeline/models/internvl/InternVL3_5-4B-Instruct,0.0,,aligned_dataset/brew_tea_split/Seg1/rgb,7.185,internvl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__light_change__08,Is the final frame well-lit?,,9bbef6bd8efc7c23783c95aa,False,0.0,0.0,light_change,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned_4b/aligned_qa_frame_answers_InternVL3_5-4B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,0.0,0.0,0.0,0.0
0.0,3,5.156,fixed_8frame_aligned_4b_frame_input_cu130_v1,0.8408964152537145,,0.0,False,8,6.,2.031,frame,wrong_count,incorrect,gemini-3.1-flash-lite,Wrong count.,0.0,0.6188,,0.0,rgb,two,internvl:InternVL3_5-4B-Instruct:frame:73289310,/home/multimodality/Documents/Multimodality/annotationpipeline/models/internvl/InternVL3_5-4B-Instruct,0.0,0.0,aligned_dataset/brew_tea_split/Seg1/rgb,7.187,internvl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__counting__01,How many sugarcane stalks are visible?,,ed9c893173e4ae0b9c448299,False,0.0,0.0,counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned_4b/aligned_qa_frame_answers_InternVL3_5-4B-Instruct.json,answered,numeric_accuracy,Counting question.,0.0,0.0,0.0,0.0
0.0,3,5.156,fixed_8frame_aligned_4b_frame_input_cu130_v1,0.8408964152537145,,0.0,False,8,1.,2.031,frame,wrong_count,incorrect,gemini-3.1-flash-lite,Wrong count.,0.0,0.6195,,0.0,rgb,two,internvl:InternVL3_5-4B-Instruct:frame:73289310,/home/multimodality/Documents/Multimodality/annotationpipeline/models/internvl/InternVL3_5-4B-Instruct,0.0,0.0,aligned_dataset/brew_tea_split/Seg1/rgb,7.187,internvl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__counting__02,How many teacups are on the table?,,81cad52a519c9110b5a32736,False,0.0,0.0,counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned_4b/aligned_qa_frame_answers_InternVL3_5-4B-Instruct.json,answered,numeric_accuracy,Counting question.,0.0,0.0,0.0,0.0
0.0,3,5.156,fixed_8frame_aligned_4b_frame_input_cu130_v1,0.8408964152537145,,0.0,False,8,1.,2.029,frame,wrong_count,incorrect,gemini-3.1-flash-lite,Wrong count.,0.0,0.6255,,0.0,rgb,two,internvl:InternVL3_5-4B-Instruct:frame:73289310,/home/multimodality/Documents/Multimodality/annotationpipeline/models/internvl/InternVL3_5-4B-Instruct,0.0,0.0,aligned_dataset/brew_tea_split/Seg1/rgb,7.185,internvl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__counting__03,How many clay teapots are there?,,8ef366e6ece585b09b133901,False,0.0,0.0,counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned_4b/aligned_qa_frame_answers_InternVL3_5-4B-Instruct.json,answered,numeric_accuracy,Counting question.,0.0,0.0,0.0,0.0
0.0,3,5.156,fixed_8frame_aligned_4b_frame_input_cu130_v1,0.8408964152537145,,0.0,False,8,1.,2.031,frame,wrong_count,incorrect,gemini-3.1-flash-lite,Wrong count.,0.0,0.619,,0.0,rgb,two,internvl:InternVL3_5-4B-Instruct:frame:73289310,/home/multimodality/Documents/Multimodality/annotationpipeline/models/internvl/InternVL3_5-4B-Instruct,0.0,0.0,aligned_dataset/brew_tea_split/Seg1/rgb,7.187,internvl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__counting__04,How many silver kettles do I see?,,9674401fe52fb8b27454dcff,False,0.0,0.0,counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned_4b/aligned_qa_frame_answers_InternVL3_5-4B-Instruct.json,answered,numeric_accuracy,Counting question.,0.0,0.0,0.0,0.0
0.0,3,5.156,fixed_8frame_aligned_4b_frame_input_cu130_v1,0.8408964152537145,,0.0,False,8,1.,2.026,frame,wrong_count,incorrect,gemini-3.1-flash-lite,Wrong count.,0.0,0.6244,,0.0,rgb,two,internvl:InternVL3_5-4B-Instruct:frame:73289310,/home/multimodality/Documents/Multimodality/annotationpipeline/models/internvl/InternVL3_5-4B-Instruct,0.0,0.0,aligned_dataset/brew_tea_split/Seg1/rgb,7.182,internvl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__counting__05,How many glass jars are present?,,9d9180c8bcc761073632c0e2,False,0.0,0.0,counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned_4b/aligned_qa_frame_answers_InternVL3_5-4B-Instruct.json,answered,numeric_accuracy,Counting question.,0.0,0.0,0.0,0.0
0.0,3,5.156,fixed_8frame_aligned_4b_frame_input_cu130_v1,0.8408964152537145,,0.0,False,8,1.,2.029,frame,none,correct,gemini-3.1-flash-lite,Correct count.,1.0,0.6246,,0.0,rgb,one,internvl:InternVL3_5-4B-Instruct:frame:73289310,/home/multimodality/Documents/Multimodality/annotationpipeline/models/internvl/InternVL3_5-4B-Instruct,0.0,1.0,aligned_dataset/brew_tea_split/Seg1/rgb,7.185,internvl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__counting__06,How many red baskets are in the background?,,2085399443f9fdda7fa497d9,False,0.0,0.0,counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned_4b/aligned_qa_frame_answers_InternVL3_5-4B-Instruct.json,answered,numeric_accuracy,Counting question.,1.0,0.0,0.0,0.0
0.0,3,5.156,fixed_8frame_aligned_4b_frame_input_cu130_v1,0.8408964152537145,,0.0,False,8,1.,2.031,frame,wrong_count,incorrect,gemini-3.1-flash-lite,Wrong count.,0.0,0.6189,,0.0,rgb,two,internvl:InternVL3_5-4B-Instruct:frame:73289310,/home/multimodality/Documents/Multimodality/annotationpipeline/models/internvl/InternVL3_5-4B-Instruct,0.0,0.0,aligned_dataset/brew_tea_split/Seg1/rgb,7.187,internvl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__counting__07,How many large pots with glass lids are there?,,65b571d4e79b6a91afccd720,False,0.0,0.0,counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned_4b/aligned_qa_frame_answers_InternVL3_5-4B-Instruct.json,answered,numeric_accuracy,Counting question.,0.0,0.0,0.0,0.0
