answer_rate,benchmark_type,bleu_4,frame_counts,input_type,judge_evaluated,judge_soft_accuracy,judge_strict_accuracy,judge_unjudgeable_rate,max_frames_per_item,meteor,modality,model_key,model_name,provider,rouge_l_f1,section
1.0,,0.44336658670635853,[],,322,0.453416149068323,0.4409937888198758,0.0,[],0.1400973110362918,,molmo2:Molmo2-8B:video:75b77e1d,,,0.2977228800712542,dynamic_recognition
1.0,,0.6573381143359587,[],,155,0.5387096774193548,0.5096774193548387,0.0,[],0.21184041437927653,,molmo2:Molmo2-8B:video:75b77e1d,,,0.37261648745519715,event_action
1.0,,0.6791116640693454,[],,139,0.48201438848920863,0.48201438848920863,0.0,[],0.04774362328319163,,molmo2:Molmo2-8B:video:75b77e1d,,,0.08153477218225419,event_counting
1.0,,0.6575498769684431,[],,130,0.38846153846153847,0.3769230769230769,0.0,[],0.04895104895104895,,molmo2:Molmo2-8B:video:75b77e1d,,,0.08351648351648351,event_dynamic_counting
1.0,,0.779875196654294,[],,123,0.4878048780487805,0.4796747967479675,0.0,[],0.23596259361608393,,molmo2:Molmo2-8B:video:75b77e1d,,,0.4739837398373984,event_dynamic_recognition
1.0,,0.4373265657266462,[],,54,0.28703703703703703,0.2777777777777778,0.0,[],0.11811457338870723,,molmo2:Molmo2-8B:video:75b77e1d,,,0.19597137430470762,event_navigation
1.0,,0.8693840437674034,[],,57,0.7543859649122807,0.7543859649122807,0.0,[],0.3579895685158843,,molmo2:Molmo2-8B:video:75b77e1d,,,0.7228070175438597,event_non_common
1.0,,0.5756310040635408,[],,54,0.5925925925925926,0.5555555555555556,0.0,[],0.20676338464764532,,molmo2:Molmo2-8B:video:75b77e1d,,,0.37683672234325827,event_object_recognition
1.0,,0.28236078201477377,[],,55,0.20909090909090908,0.10909090909090909,0.0,[],0.053784717241102356,,molmo2:Molmo2-8B:video:75b77e1d,,,0.06423909305192728,event_scene_sequence
1.0,,0.5100856309120142,[],,55,0.5,0.4909090909090909,0.0,[],0.25540773927075694,,molmo2:Molmo2-8B:video:75b77e1d,,,0.3696694214876033,event_spatial_reasoning
1.0,,0.44052162928908994,[],,464,0.40301724137931033,0.40086206896551724,0.0,[],0.11094150730203166,,molmo2:Molmo2-8B:video:75b77e1d,,,0.23745523681075206,light_change
1.0,,0.26719594173541933,[],,106,0.3018867924528302,0.2830188679245283,0.0,[],0.0585417229552533,,molmo2:Molmo2-8B:video:75b77e1d,,,0.11462088749824599,light_recognition
1.0,,0.32081953488305065,[],,438,0.3984018264840183,0.3744292237442922,0.0,[],0.1075238501601326,,molmo2:Molmo2-8B:video:75b77e1d,,,0.21034687733975235,navigation
1.0,,0.33339573076713985,[],,124,0.8266129032258065,0.8064516129032258,0.0,[],0.20349236787162658,,molmo2:Molmo2-8B:video:75b77e1d,,,0.4211396891638827,non_common
1.0,,0.3933154175944978,[],,101,0.6237623762376238,0.5148514851485149,0.0,[],0.2156098481602121,,molmo2:Molmo2-8B:video:75b77e1d,,,0.3550524437311737,object_recognition
1.0,,0.2842106025497752,[],,480,0.41458333333333336,0.3729166666666667,0.0,[],0.12393505446379723,,molmo2:Molmo2-8B:video:75b77e1d,,,0.21677480644809202,scene_sequence
1.0,,0.20076349146320938,[],,101,0.5495049504950495,0.5346534653465347,0.0,[],0.17527355966822383,,molmo2:Molmo2-8B:video:75b77e1d,,,0.27271411521787026,spatial_reasoning
1.0,,0.3563985107567075,[],,415,0.5084337349397591,0.4891566265060241,0.0,[],0.14444254832063358,,molmo2:Molmo2-8B:video:75b77e1d,,,0.2752821646172543,text_recognition
1.0,,0.3386096923398519,[],,429,0.7062937062937062,0.6363636363636364,0.0,[],0.17604783136187133,,qwen_vl:Qwen3-VL-8B-Instruct:video:456be4f1,,,0.3418315469341826,action
1.0,,0.5380807298070025,[],,450,0.5266666666666666,0.5244444444444445,0.0,[],0.04419637786054863,,qwen_vl:Qwen3-VL-8B-Instruct:video:456be4f1,,,0.09949195249195249,counting
1.0,,0.49736105433932354,[],,151,0.3609271523178808,0.32450331125827814,0.0,[],0.1289023211759838,,qwen_vl:Qwen3-VL-8B-Instruct:video:456be4f1,,,0.24634882810382452,depth_action
1.0,,0.5645311597473051,[],,103,0.1262135922330097,0.1262135922330097,0.0,[],0.013371854477170495,,qwen_vl:Qwen3-VL-8B-Instruct:video:456be4f1,,,0.0313915857605178,depth_counting
1.0,,0.7052117998821635,[],,118,0.5,0.5,0.0,[],0.09035127902210864,,qwen_vl:Qwen3-VL-8B-Instruct:video:456be4f1,,,0.18418079096045198,depth_dynamic_counting
1.0,,0.6378678673126703,[],,131,0.48091603053435117,0.48091603053435117,0.0,[],0.20930266939419165,,qwen_vl:Qwen3-VL-8B-Instruct:video:456be4f1,,,0.42648127953471465,depth_dynamic_recognition
1.0,,0.3033102706812895,[],,53,0.6792452830188679,0.660377358490566,0.0,[],0.16797966837301806,,qwen_vl:Qwen3-VL-8B-Instruct:video:456be4f1,,,0.37403414195867024,depth_navigation
1.0,,0.7962587020428529,[],,56,0.9464285714285714,0.9464285714285714,0.0,[],0.4098173544602116,,qwen_vl:Qwen3-VL-8B-Instruct:video:456be4f1,,,0.840149136577708,depth_non_common
1.0,,0.42093680289728164,[],,49,0.24489795918367346,0.22448979591836735,0.0,[],0.1024974858554343,,qwen_vl:Qwen3-VL-8B-Instruct:video:456be4f1,,,0.1650326797385621,depth_object_recognition
1.0,,0.29698146710126866,[],,53,0.6037735849056604,0.6037735849056604,0.0,[],0.16275240925704307,,qwen_vl:Qwen3-VL-8B-Instruct:video:456be4f1,,,0.34256404737463714,depth_scene_sequence
1.0,,0.32389357715129324,[],,50,0.5,0.5,0.0,[],0.13664572661850338,,qwen_vl:Qwen3-VL-8B-Instruct:video:456be4f1,,,0.31733333333333336,depth_spatial_reasoning
1.0,,0.6180057073212126,[],,449,0.7182628062360802,0.7149220489977728,0.0,[],0.1529317852371272,,qwen_vl:Qwen3-VL-8B-Instruct:video:456be4f1,,,0.3171088871534306,dynamic_counting
1.0,,0.4577870823236672,[],,322,0.5543478260869565,0.5341614906832298,0.0,[],0.17977894149705784,,qwen_vl:Qwen3-VL-8B-Instruct:video:456be4f1,,,0.37539433161368435,dynamic_recognition
1.0,,0.5984004785612269,[],,155,0.6290322580645161,0.5870967741935483,0.0,[],0.22449013767809006,,qwen_vl:Qwen3-VL-8B-Instruct:video:456be4f1,,,0.43872503840245775,event_action
1.0,,0.8057368526787365,[],,139,0.45323741007194246,0.45323741007194246,0.0,[],0.0539568345323741,,qwen_vl:Qwen3-VL-8B-Instruct:video:456be4f1,,,0.1079136690647482,event_counting
1.0,,0.8314401073989088,[],,130,0.5346153846153846,0.5307692307692308,0.0,[],0.05384615384615385,,qwen_vl:Qwen3-VL-8B-Instruct:video:456be4f1,,,0.1076923076923077,event_dynamic_counting
1.0,,0.7910240074724136,[],,123,0.5040650406504065,0.5040650406504065,0.0,[],0.24796747967479674,,qwen_vl:Qwen3-VL-8B-Instruct:video:456be4f1,,,0.4959349593495935,event_dynamic_recognition
1.0,,0.3979569717541764,[],,54,0.3425925925925926,0.2962962962962963,0.0,[],0.10635936464614618,,qwen_vl:Qwen3-VL-8B-Instruct:video:456be4f1,,,0.20823178878734436,event_navigation
1.0,,0.9047287296287462,[],,57,0.9912280701754386,0.9824561403508771,0.0,[],0.4599844205107363,,qwen_vl:Qwen3-VL-8B-Instruct:video:456be4f1,,,0.9315789473684211,event_non_common
1.0,,0.5895663009364834,[],,54,0.6111111111111112,0.5370370370370371,0.0,[],0.23586070323655572,,qwen_vl:Qwen3-VL-8B-Instruct:video:456be4f1,,,0.4120811287477954,event_object_recognition
1.0,,0.27455571984812166,[],,55,0.2909090909090909,0.2545454545454545,0.0,[],0.08382498323326115,,qwen_vl:Qwen3-VL-8B-Instruct:video:456be4f1,,,0.14062814750676894,event_scene_sequence
1.0,,0.46079303607867794,[],,55,0.5727272727272728,0.5636363636363636,0.0,[],0.2594014262635544,,qwen_vl:Qwen3-VL-8B-Instruct:video:456be4f1,,,0.4432833832833833,event_spatial_reasoning
1.0,,0.4476676528029491,[],,464,0.4816810344827586,0.48060344827586204,0.0,[],0.13736178162803056,,qwen_vl:Qwen3-VL-8B-Instruct:video:456be4f1,,,0.29184640464545014,light_change
1.0,,0.26230165400539535,[],,106,0.589622641509434,0.5377358490566038,0.0,[],0.16487975965553142,,qwen_vl:Qwen3-VL-8B-Instruct:video:456be4f1,,,0.2959054497319146,light_recognition
1.0,,0.30617976873026675,[],,438,0.541095890410959,0.5159817351598174,0.0,[],0.13783087538103392,,qwen_vl:Qwen3-VL-8B-Instruct:video:456be4f1,,,0.27113863164472696,navigation
1.0,,0.33975059344773517,[],,124,0.8588709677419355,0.8467741935483871,0.0,[],0.20836598060581862,,qwen_vl:Qwen3-VL-8B-Instruct:video:456be4f1,,,0.44351871993001024,non_common
1.0,,0.35182199200111736,[],,101,0.6237623762376238,0.5148514851485149,0.0,[],0.1766681033807667,,qwen_vl:Qwen3-VL-8B-Instruct:video:456be4f1,,,0.33325100513204,object_recognition
1.0,,0.2772770366901753,[],,480,0.5291666666666667,0.4708333333333333,0.0,[],0.14167244406197688,,qwen_vl:Qwen3-VL-8B-Instruct:video:456be4f1,,,0.26529070313018227,scene_sequence
1.0,,0.18582419093054756,[],,101,0.6485148514851485,0.6237623762376238,0.0,[],0.14947417067838972,,qwen_vl:Qwen3-VL-8B-Instruct:video:456be4f1,,,0.2763437211104501,spatial_reasoning
1.0,,0.38754168515030946,[],,415,0.5819277108433735,0.5710843373493976,0.0,[],0.1914269278670275,,qwen_vl:Qwen3-VL-8B-Instruct:video:456be4f1,,,0.33250943118970666,text_recognition
