anls,answer_length_chars,baseline_gpu_gb,benchmark_type,boolean_accuracy,character_f1,conciseness_violation,frame_count,ground_truth_answer,incremental_peak_gpu_gb,input_type,judge_error_type,judge_label,judge_model,judge_reason,judge_score,latency_seconds,max_frames_per_item,modality,model_answer,model_key,model_name,normalized_exact_match,numeric_accuracy,pair_key,peak_gpu_gb,provider,qa_id,question,reason,record_id,repetition_flag,repetition_ratio,rouge_l_f1,section,sequence_order_score,set_f1,source_path,status,task_aware_metric,task_aware_reason,task_aware_score,token_f1,token_precision,token_recall
0.0,3,,frame_input_answer_generation,,0.35294117647058826,False,30,A tea table setup.,,frame,too_vague,partially_correct,gemini-3.1-flash-lite,"Missing detail, answer is too vague.",0.5,,30,rgb,tea,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,0.0,,aligned_dataset/brew_tea_split/Seg1/rgb,,molmo2,rgb__aligned_dataset_brew_tea_split_seg1_rgb__scene_sequence__01,What is the first thing I see after the darkness?,,4c5f7ae058d3fc90097d8452,False,0.0,0.5,scene_sequence,0.0,0.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,sequence_order_score,Ordered or temporal answer.,0.0,0.5,1.0,0.3333333333333333
0.0,3,,frame_input_answer_generation,,0.2222222222222222,False,30,The silver kettle.,,frame,wrong_entity,incorrect,gemini-3.1-flash-lite,"The kettle is silver, the candidate answers 'tea'.",0.0,,30,rgb,tea,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,0.0,,aligned_dataset/brew_tea_split/Seg1/rgb,,molmo2,rgb__aligned_dataset_brew_tea_split_seg1_rgb__scene_sequence__05,What did the hand interact with first?,,a3e9adc4fc8c2be02d7c10c9,False,0.0,0.0,scene_sequence,0.0,0.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,sequence_order_score,Ordered or temporal answer.,0.0,0.0,0.0,0.0
0.0,3,,frame_input_answer_generation,,0.07142857142857142,False,30,The tea table with all objects.,,frame,contradiction,incorrect,gemini-3.1-flash-lite,'put' is not a description of the final scene.,0.0,,30,rgb,put,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,0.0,,aligned_dataset/brew_tea_split/Seg1/rgb,,molmo2,rgb__aligned_dataset_brew_tea_split_seg1_rgb__scene_sequence__06,What is the final scene shown in the video?,,d43637e19ea2ad1d1f26888c,False,0.0,0.0,scene_sequence,0.0,0.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,sequence_order_score,Ordered or temporal answer.,0.0,0.0,0.0,0.0
1.0,2,,frame_input_answer_generation,1.0,1.0,False,30,No.,,frame,none,correct,gemini-3.1-flash-lite,Semantically equivalent.,1.0,,30,rgb,no,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,1.0,,aligned_dataset/brew_tea_split/Seg1/rgb,,molmo2,rgb__aligned_dataset_brew_tea_split_seg1_rgb__scene_sequence__07,Did the camera move between different rooms?,,e4a3e60947d6353ebcfbd6e5,False,0.0,1.0,scene_sequence,1.0,1.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,1.0,1.0,1.0
0.0,5,,frame_input_answer_generation,,0.25,False,30,Red.,,frame,contradiction,incorrect,gemini-3.1-flash-lite,"The basket is red, not brown.",0.0,,30,rgb,brown,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,0.0,,aligned_dataset/brew_tea_split/Seg1/rgb,,molmo2,rgb__aligned_dataset_brew_tea_split_seg1_rgb__scene_sequence__10,What is the color of the basket in the background?,,ea37b34570bda79a99fcffc4,False,0.0,0.0,scene_sequence,0.0,0.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,sequence_order_score,Ordered or temporal answer.,0.0,0.0,0.0,0.0
0.0,1,,frame_input_answer_generation,,0.0,False,30,On the metallic kettle and the pot lid.,,frame,other,incorrect,gemini-3.1-flash-lite,'F' is not a valid description of location.,0.0,,30,rgb,F,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,0.0,,aligned_dataset/brew_tea_split/Seg1/rgb,,molmo2,rgb__aligned_dataset_brew_tea_split_seg1_rgb__light_recognition__01,Where are the strongest light reflections visible in the scene?,,eed7bb664008d261ad834b7f,False,0.0,0.0,light_recognition,0.0,0.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,set_f1,Ground truth contains multiple concepts.,0.0,0.0,0.0,0.0
0.0,2,,frame_input_answer_generation,,0.5,False,30,Turn on.,,frame,none,correct,gemini-3.1-flash-lite,Semantically equivalent.,1.0,,30,rgb,on,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,0.0,,aligned_dataset/brew_tea_split/Seg1/rgb,,molmo2,rgb__aligned_dataset_brew_tea_split_seg1_rgb__light_change__01,Did the lights turn on or off at the beginning?,,c30c41ed95bf15cc2c3ebc67,False,0.0,0.6666666666666666,light_change,0.0,0.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,token_f1,General open-ended short answer.,0.6666666666666666,0.6666666666666666,1.0,0.5
0.0,1,,frame_input_answer_generation,0.0,0.0,False,30,"No, it remains consistent.",,frame,other,incorrect,gemini-3.1-flash-lite,Answer is 'd' instead of indicating consistency.,0.0,,30,rgb,d,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,0.0,,aligned_dataset/brew_tea_split/Seg1/rgb,,molmo2,rgb__aligned_dataset_brew_tea_split_seg1_rgb__light_change__02,Is the light getting brighter or darker after the initial transition?,,1bb3fdc0c04db79131874ca8,False,0.0,0.0,light_change,0.0,0.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,0.0,0.0,0.0,0.0
1.0,2,,frame_input_answer_generation,1.0,1.0,False,30,No.,,frame,none,correct,gemini-3.1-flash-lite,Correct polarity.,1.0,,30,rgb,no,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,1.0,,aligned_dataset/brew_tea_split/Seg1/rgb,,molmo2,rgb__aligned_dataset_brew_tea_split_seg1_rgb__light_change__03,Is the light source moving?,,cb95298628be3edcbe22d454,False,0.0,1.0,light_change,1.0,1.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,1.0,1.0,1.0
1.0,2,,frame_input_answer_generation,1.0,1.0,False,30,No.,,frame,none,correct,gemini-3.1-flash-lite,Correct polarity.,1.0,,30,rgb,no,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,1.0,,aligned_dataset/brew_tea_split/Seg1/rgb,,molmo2,rgb__aligned_dataset_brew_tea_split_seg1_rgb__light_change__04,Does the light color change?,,2e41bd404b9df7efa3fc7f83,False,0.0,1.0,light_change,1.0,1.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,1.0,1.0,1.0
1.0,2,,frame_input_answer_generation,1.0,1.0,False,30,No.,,frame,none,correct,gemini-3.1-flash-lite,Correct polarity.,1.0,,30,rgb,no,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,1.0,,aligned_dataset/brew_tea_split/Seg1/rgb,,molmo2,rgb__aligned_dataset_brew_tea_split_seg1_rgb__light_change__05,Is there a flickering of the light?,,154833d3792031abdd273076,False,0.0,1.0,light_change,1.0,1.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,1.0,1.0,1.0
0.0,3,,frame_input_answer_generation,0.0,0.0,False,30,No.,,frame,contradiction,incorrect,gemini-3.1-flash-lite,Contradicts ground truth.,0.0,,30,rgb,yes,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,0.0,,aligned_dataset/brew_tea_split/Seg1/rgb,,molmo2,rgb__aligned_dataset_brew_tea_split_seg1_rgb__light_change__06,Are there shadows moving across the table?,,9f1efca63463b198b04f0ff9,False,0.0,0.0,light_change,0.0,0.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,0.0,0.0,0.0,0.0
1.0,2,,frame_input_answer_generation,1.0,1.0,False,30,No.,,frame,none,correct,gemini-3.1-flash-lite,Correct polarity.,1.0,,30,rgb,no,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,1.0,,aligned_dataset/brew_tea_split/Seg1/rgb,,molmo2,rgb__aligned_dataset_brew_tea_split_seg1_rgb__light_change__07,Does any external light like a car's headlight pass by?,,b0ce5c0290f679ed61798977,False,0.0,1.0,light_change,1.0,1.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,1.0,1.0,1.0
1.0,3,,frame_input_answer_generation,1.0,1.0,False,30,Yes.,,frame,none,correct,gemini-3.1-flash-lite,Correct polarity.,1.0,,30,rgb,yes,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,1.0,,aligned_dataset/brew_tea_split/Seg1/rgb,,molmo2,rgb__aligned_dataset_brew_tea_split_seg1_rgb__light_change__08,Is the final frame well-lit?,,93d0f9ccc5d3361f665ec6de,False,0.0,1.0,light_change,1.0,1.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,1.0,1.0,1.0
0.0,1,,frame_input_answer_generation,,0.0,False,30,6.,,frame,wrong_count,incorrect,gemini-3.1-flash-lite,Wrong count.,0.0,,30,rgb,0,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,0.0,0.0,aligned_dataset/brew_tea_split/Seg1/rgb,,molmo2,rgb__aligned_dataset_brew_tea_split_seg1_rgb__counting__01,How many sugarcane stalks are visible?,,813f85db2c5d67ad207fa314,False,0.0,0.0,counting,0.0,0.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,numeric_accuracy,Counting question.,0.0,0.0,0.0,0.0
0.0,1,,frame_input_answer_generation,,0.0,False,30,1.,,frame,wrong_count,incorrect,gemini-3.1-flash-lite,Wrong count.,0.0,,30,rgb,2,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,0.0,0.0,aligned_dataset/brew_tea_split/Seg1/rgb,,molmo2,rgb__aligned_dataset_brew_tea_split_seg1_rgb__counting__02,How many teacups are on the table?,,068a3637716604f31b35845d,False,0.0,0.0,counting,0.0,0.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,numeric_accuracy,Counting question.,0.0,0.0,0.0,0.0
1.0,1,,frame_input_answer_generation,,1.0,False,30,1.,,frame,none,correct,gemini-3.1-flash-lite,Correct count.,1.0,,30,rgb,1,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,1.0,1.0,aligned_dataset/brew_tea_split/Seg1/rgb,,molmo2,rgb__aligned_dataset_brew_tea_split_seg1_rgb__counting__03,How many clay teapots are there?,,601c4727995d1e4ca595a324,False,0.0,1.0,counting,1.0,1.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,numeric_accuracy,Counting question.,1.0,1.0,1.0,1.0
1.0,1,,frame_input_answer_generation,,1.0,False,30,1.,,frame,none,correct,gemini-3.1-flash-lite,Correct count.,1.0,,30,rgb,1,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,1.0,1.0,aligned_dataset/brew_tea_split/Seg1/rgb,,molmo2,rgb__aligned_dataset_brew_tea_split_seg1_rgb__counting__04,How many silver kettles do I see?,,191cc12aa20460e0208302ea,False,0.0,1.0,counting,1.0,1.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,numeric_accuracy,Counting question.,1.0,1.0,1.0,1.0
0.0,1,,frame_input_answer_generation,,0.0,False,30,1.,,frame,wrong_count,incorrect,gemini-3.1-flash-lite,Wrong count.,0.0,,30,rgb,2,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,0.0,0.0,aligned_dataset/brew_tea_split/Seg1/rgb,,molmo2,rgb__aligned_dataset_brew_tea_split_seg1_rgb__counting__05,How many glass jars are present?,,91bc00f0f04a02e8a5676a7f,False,0.0,0.0,counting,0.0,0.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,numeric_accuracy,Counting question.,0.0,0.0,0.0,0.0
1.0,1,,frame_input_answer_generation,,1.0,False,30,1.,,frame,none,correct,gemini-3.1-flash-lite,Correct count.,1.0,,30,rgb,1,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,1.0,1.0,aligned_dataset/brew_tea_split/Seg1/rgb,,molmo2,rgb__aligned_dataset_brew_tea_split_seg1_rgb__counting__06,How many red baskets are in the background?,,a5697de097c30ba3bf411069,False,0.0,1.0,counting,1.0,1.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,numeric_accuracy,Counting question.,1.0,1.0,1.0,1.0
0.0,1,,frame_input_answer_generation,,0.0,False,30,1.,,frame,wrong_count,incorrect,gemini-3.1-flash-lite,Wrong count.,0.0,,30,rgb,2,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,0.0,0.0,aligned_dataset/brew_tea_split/Seg1/rgb,,molmo2,rgb__aligned_dataset_brew_tea_split_seg1_rgb__counting__07,How many large pots with glass lids are there?,,aabdd352b63b77621e7edd41,False,0.0,0.0,counting,0.0,0.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,numeric_accuracy,Counting question.,0.0,0.0,0.0,0.0
1.0,1,,frame_input_answer_generation,,1.0,False,30,1.,,frame,none,correct,gemini-3.1-flash-lite,Correct count.,1.0,,30,rgb,1,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,1.0,1.0,aligned_dataset/brew_tea_split/Seg1/rgb,,molmo2,rgb__aligned_dataset_brew_tea_split_seg1_rgb__counting__09,How many tea tray units are on the table?,,87f5c7194f4e712f17bac37a,False,0.0,1.0,counting,1.0,1.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,numeric_accuracy,Counting question.,1.0,1.0,1.0,1.0
0.0,1,,frame_input_answer_generation,,0.0,False,30,One.,,frame,wrong_count,incorrect,gemini-3.1-flash-lite,Wrong count.,0.0,,30,rgb,2,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,0.0,0.0,aligned_dataset/brew_tea_split/Seg1/rgb,,molmo2,rgb__aligned_dataset_brew_tea_split_seg1_rgb__dynamic_counting__01,How many hands enter the frame to interact with the tea set?,,653942ce23164543c962ffe0,False,0.0,0.0,dynamic_counting,0.0,0.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,numeric_accuracy,Counting question.,0.0,0.0,0.0,0.0
1.0,2,,frame_input_answer_generation,1.0,1.0,False,30,No.,,frame,none,correct,gemini-3.1-flash-lite,Correct polarity.,1.0,,30,rgb,no,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,1.0,,aligned_dataset/brew_tea_split/Seg1/rgb,,molmo2,rgb__aligned_dataset_brew_tea_split_seg1_rgb__dynamic_counting__02,Does any other person appear in the video?,,47a76c3830c6b6c94955e2f2,False,0.0,1.0,dynamic_counting,1.0,1.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,1.0,1.0,1.0
1.0,2,,frame_input_answer_generation,1.0,1.0,False,30,No.,,frame,none,correct,gemini-3.1-flash-lite,Correct polarity.,1.0,,30,rgb,no,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,1.0,,aligned_dataset/brew_tea_split/Seg1/rgb,,molmo2,rgb__aligned_dataset_brew_tea_split_seg1_rgb__dynamic_counting__03,Do any animals move across the scene?,,c3a03ac3e21b76ec8c75a72b,False,0.0,1.0,dynamic_counting,1.0,1.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,1.0,1.0,1.0
1.0,2,,frame_input_answer_generation,1.0,1.0,False,30,No.,,frame,none,correct,gemini-3.1-flash-lite,Correct polarity.,1.0,,30,rgb,no,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,1.0,,aligned_dataset/brew_tea_split/Seg1/rgb,,molmo2,rgb__aligned_dataset_brew_tea_split_seg1_rgb__dynamic_counting__04,Does the teapot move by itself?,,322cd5333b5a2fe61e80f071,False,0.0,1.0,dynamic_counting,1.0,1.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,1.0,1.0,1.0
1.0,2,,frame_input_answer_generation,1.0,1.0,False,30,No.,,frame,none,correct,gemini-3.1-flash-lite,Correct polarity.,1.0,,30,rgb,no,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,1.0,,aligned_dataset/brew_tea_split/Seg1/rgb,,molmo2,rgb__aligned_dataset_brew_tea_split_seg1_rgb__dynamic_counting__05,Are there any flying insects?,,c76c7a12ea8b40a1f7448df4,False,0.0,1.0,dynamic_counting,1.0,1.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,1.0,1.0,1.0
1.0,2,,frame_input_answer_generation,1.0,1.0,False,30,No.,,frame,none,correct,gemini-3.1-flash-lite,Correct polarity.,1.0,,30,rgb,no,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,1.0,,aligned_dataset/brew_tea_split/Seg1/rgb,,molmo2,rgb__aligned_dataset_brew_tea_split_seg1_rgb__dynamic_counting__07,Is there more than one person visible?,,79dac0d5520e5a64357380c8,False,0.0,1.0,dynamic_counting,1.0,1.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,1.0,1.0,1.0
0.0,1,,frame_input_answer_generation,,0.0,False,30,Multiple times.,,frame,missing_detail,partially_correct,gemini-3.1-flash-lite,"'2' is a specific number, but the reference says 'multiple times'.",0.5,,30,rgb,2,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,0.0,,aligned_dataset/brew_tea_split/Seg1/rgb,,molmo2,rgb__aligned_dataset_brew_tea_split_seg1_rgb__dynamic_counting__08,How many times does the hand enter the frame?,,b17c9fdb4bde94a2b8994db2,False,0.0,0.0,dynamic_counting,0.0,0.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,token_f1,Counting question.,0.0,0.0,0.0,0.0
0.0,3,,frame_input_answer_generation,,0.16666666666666669,False,30,They are lying on a towel on the tea table.,,frame,missing_detail,incorrect,gemini-3.1-flash-lite,'one' does not explain the unusual placement.,0.0,,30,rgb,one,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,0.0,,aligned_dataset/brew_tea_split/Seg1/rgb,,molmo2,rgb__aligned_dataset_brew_tea_split_seg1_rgb__non_common__01,What is slightly unusual about the placement of the sugarcane stalks?,,d154e6ab6ab8f90bde4e5596,False,0.0,0.0,non_common,0.0,0.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,token_f1,General open-ended short answer.,0.0,0.0,0.0,0.0
1.0,4,,frame_input_answer_generation,,1.0,False,30,Left.,,frame,none,correct,gemini-3.1-flash-lite,Correct direction.,1.0,,30,rgb,left,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,1.0,,aligned_dataset/brew_tea_split/Seg1/rgb,,molmo2,rgb__aligned_dataset_brew_tea_split_seg1_rgb__navigation__01,Which direction are the sugarcane stalks relative to me?,,407ee6bb69707480ab3cdd2d,False,0.0,1.0,navigation,1.0,1.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,sequence_order_score,Ordered or temporal answer.,1.0,1.0,1.0,1.0
